type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),color,width,opacity,name,desc
T,41.019811369,-98.161838315,539.2,0.2,230.808,186.96,,,,,
T,41.017987048,-98.164912462,539.6,0.1,231.137,328.49,,,,,
T,41.015948234,-98.168651545,539.9,0.1,231.524,387.53,,,,,
T,41.014877865,-98.170467652,540.4,0.3,231.718,193.56,,,,,
T,41.011301894,-98.176368345,540.8,0.1,232.354,635.67,,,,,
T,41.007728437,-98.182269204,541.6,0.1,232.989,635.53,,,,,
T,41.004775157,-98.187141856,542.3,0.1,233.514,524.98,,,,,
T,41.000585798,-98.194067823,544.1,0.2,234.260,745.64,,,,,
T,40.996703971,-98.200488193,544.1,-0.0,234.951,691.12,,,,,
T,40.992509918,-98.207408711,544.6,0.1,235.697,745.67,,,,,
T,40.988627421,-98.213821035,545.8,0.2,236.387,690.69,,,,,
T,40.983966244,-98.221509252,546.7,0.1,237.216,828.58,,,,,
T,40.978994099,-98.229707088,548.1,0.2,238.100,883.68,,,,,
T,40.974906580,-98.236319320,549.3,0.2,238.818,718.17,,,,,
T,40.971513502,-98.241554154,550.0,0.1,239.398,579.76,,,,,
T,40.968425693,-98.247107668,550.8,0.1,239.977,579.75,,,,,
T,40.965179214,-98.252504356,551.6,0.1,240.557,579.96,,,,,
T,40.960511416,-98.260189639,552.7,0.1,241.386,829.02,,,,,
T,40.956152994,-98.267359687,552.8,0.0,242.160,773.72,,,,,
T,40.951650739,-98.274789238,554.1,0.2,242.961,800.79,,,,,
T,40.950186085,-98.277829690,554.5,0.1,243.264,303.30,,,,,
T,40.948258333,-98.282802778,555.8,0.3,243.734,470.29,,,,,
T,40.938394397,-98.300810602,558.7,0.2,245.605,1870.66,,,,,
T,40.938103287,-98.300629431,558.3,-1.3,245.641,35.75,,,,,
T,40.937605843,-98.300398113,558.5,0.4,245.699,58.58,,,,,
T,40.937329991,-98.300364359,558.2,-1.0,245.730,30.77,,,,,
T,40.937009762,-98.300361500,558.2,-0.0,245.766,35.56,,,,,
T,40.936668581,-98.300533355,557.7,-1.2,245.806,40.56,,,,,
T,40.936464805,-98.300656249,557.6,-0.1,245.831,24.88,,,,,
T,40.936250471,-98.300836852,557.7,0.0,245.859,28.25,,,,,
T,40.935958408,-98.301048074,557.7,0.0,245.896,36.99,,,,,
T,40.935768227,-98.301240928,557.9,0.8,245.923,26.64,,,,,
T,40.935345264,-98.301468346,557.5,-0.7,245.974,50.73,,,,,
T,40.935068609,-98.301476012,557.8,1.0,246.004,30.73,,,,,
T,40.934749309,-98.301513372,558.0,0.4,246.040,35.60,,,,,
T,40.930678278,-98.301487517,558.5,0.1,246.492,452.10,,,,,
T,40.915889119,-98.301736233,559.8,0.1,248.135,1642.51,,,,,
T,40.901248644,-98.301712737,559.5,-0.0,249.761,1625.86,,,,,
T,40.886773087,-98.301501161,562.3,0.2,251.368,1607.64,,,,,
T,40.886931459,-98.313749692,562.8,0.0,252.401,1032.44,,,,,
T,40.886984488,-98.329244276,564.0,0.1,253.706,1305.88,,,,,
T,40.887191513,-98.341998331,565.2,0.1,254.782,1075.14,,,,,
T,40.887447933,-98.358995173,568.6,0.2,256.214,1432.75,,,,,
T,40.887947606,-98.372821851,568.7,0.0,257.381,1166.60,,,,,
T,40.887947749,-98.373148560,568.7,-0.0,257.408,27.53,,,,,
T,40.887905038,-98.373159081,568.7,0.3,257.413,4.83,,,,,
T,40.887813178,-98.373158092,568.7,0.3,257.424,10.20,,,,,
T,40.887670499,-98.373190412,568.8,0.3,257.440,16.08,,,,,
T,40.887028390,-98.373219995,568.7,-0.1,257.511,71.35,,,,,
T,40.886651024,-98.373238104,568.7,0.0,257.553,41.93,,,,,
T,40.886238588,-98.373273438,568.7,0.0,257.599,45.90,,,,,
T,40.885460084,-98.373348001,568.7,-0.1,257.685,86.68,,,,,
T,40.885419056,-98.373734395,568.7,0.0,257.718,32.88,,,,,
T,40.885281616,-98.374216450,568.3,-0.9,257.762,43.40,,,,,
T,40.885154142,-98.374416282,568.5,0.9,257.784,22.00,,,,,
T,40.885050687,-98.374570017,568.4,-0.7,257.801,17.32,,,,,
T,40.884929474,-98.374683843,568.4,0.2,257.818,16.53,,,,,
T,40.884831430,-98.374790960,568.5,0.2,257.832,14.14,,,,,
T,40.884712640,-98.374872613,568.5,0.6,257.847,14.88,,,,,
T,40.884641583,-98.374917364,568.5,-0.4,257.855,8.75,,,,,
T,40.884565359,-98.374949106,568.5,-0.4,257.864,8.88,,,,,
T,40.884444278,-98.374991877,568.4,-0.6,257.878,13.92,,,,,
T,40.884290942,-98.375004153,568.3,-0.2,257.895,17.06,,,,,
T,40.884171574,-98.375043516,568.3,-0.2,257.909,13.66,,,,,
T,40.884033290,-98.375028411,568.4,0.2,257.924,15.41,,,,,
T,40.883904910,-98.374991454,568.5,1.1,257.939,14.59,,,,,
T,40.883780499,-98.374952316,568.7,1.1,257.953,14.20,,,,,
T,40.883667479,-98.374870278,568.8,0.6,257.967,14.33,,,,,
T,40.883540445,-98.374780338,568.6,-0.9,257.983,16.01,,,,,
T,40.883424607,-98.374678908,568.7,0.5,257.999,15.45,,,,,
T,40.883291526,-98.374498452,568.5,-0.8,258.020,21.21,,,,,
T,40.883187498,-98.374340613,568.7,1.0,258.038,17.62,,,,,
T,40.883101159,-98.374190974,568.7,-0.2,258.054,15.84,,,,,
T,40.883045044,-98.374073605,568.7,0.2,258.065,11.69,,,,,
T,40.883006236,-98.373928776,568.6,-0.3,258.078,12.95,,,,,
T,40.882965067,-98.373757859,568.7,0.5,258.093,15.11,,,,,
T,40.882935171,-98.373531676,568.9,0.8,258.113,19.35,,,,,
T,40.882913601,-98.373260022,568.9,0.1,258.136,23.02,,,,,
T,40.882940768,-98.372999312,568.8,-0.4,258.158,22.18,,,,,
T,40.883006605,-98.372738530,568.5,-1.2,258.181,23.16,,,,,
T,40.883065075,-98.372574017,568.4,-0.8,258.196,15.31,,,,,
T,40.883121546,-98.372410839,568.5,0.2,258.211,15.12,,,,,
T,40.883228038,-98.372257899,568.2,-1.5,258.229,17.49,,,,,
T,40.883373351,-98.372075275,568.2,0.0,258.251,22.30,,,,,
T,40.883536287,-98.371920876,568.3,0.7,258.274,22.29,,,,,
T,40.883787709,-98.371755505,568.7,1.0,258.305,31.21,,,,,
T,40.884113883,-98.371651912,568.3,-1.0,258.342,37.26,,,,,
T,40.884305190,-98.371636583,568.2,-0.5,258.363,21.28,,,,,
T,40.884505331,-98.371679911,568.3,0.5,258.386,22.52,,,,,
T,40.884745690,-98.371792929,568.5,0.6,258.414,28.34,,,,,
T,40.884956176,-98.371947800,568.3,-0.5,258.441,26.77,,,,,
T,40.885142868,-98.372221031,568.4,0.4,258.472,30.99,,,,,
T,40.885290765,-98.372450562,568.3,-0.7,258.497,25.38,,,,,
T,40.885431399,-98.372809502,568.6,1.0,258.531,34.05,,,,,
T,40.885491178,-98.373094826,568.8,0.5,258.556,24.95,,,,,
T,40.885523385,-98.373160444,568.8,0.4,258.563,6.59,,,,,
T,40.885864333,-98.373159399,568.7,-0.1,258.601,37.86,,,,,
T,40.886052262,-98.373144659,568.7,0.1,258.622,20.91,,,,,
T,40.887549202,-98.373056100,568.7,-0.0,258.788,166.41,,,,,
T,40.887803468,-98.373007265,568.7,0.0,258.817,28.54,,,,,
T,40.887946876,-98.373054618,568.7,-0.3,258.833,16.42,,,,,
T,40.887977936,-98.373321994,568.6,-0.2,258.856,22.80,,,,,
T,40.887999777,-98.373626668,568.6,-0.2,258.882,25.79,,,,,
T,40.887990111,-98.374449019,568.7,0.1,258.951,69.31,,,,,
T,40.888037158,-98.375181020,568.7,0.1,259.013,61.91,,,,,
T,40.888122707,-98.377672844,568.5,-0.1,259.223,210.22,,,,,
T,40.888119350,-98.378049459,569.0,1.8,259.255,31.74,,,,,
T,40.888184382,-98.378135808,569.2,1.5,259.265,10.25,,,,,
T,40.888314035,-98.378179188,569.2,0.5,259.280,14.86,,,,,
T,40.888631821,-98.378191582,569.3,0.1,259.315,35.31,,,,,
T,40.889350517,-98.378224708,569.3,-0.0,259.395,79.86,,,,,
T,40.890635867,-98.378210075,569.1,-0.1,259.538,142.75,,,,,
T,40.892220591,-98.378238260,568.9,-0.1,259.714,176.00,,,,,
T,40.894486534,-98.378271028,568.6,-0.1,259.965,251.65,,,,,
T,40.895268652,-98.378294883,568.7,0.1,260.052,86.88,,,,,
T,40.895482307,-98.378333387,568.7,-0.0,260.076,23.95,,,,,
T,40.895666899,-98.378323316,568.5,-0.9,260.097,20.52,,,,,
T,40.896123149,-98.378383842,568.2,-0.7,260.148,50.92,,,,,
T,40.896588864,-98.378497324,568.8,1.2,260.200,52.60,,,,,
T,40.897142506,-98.378668022,569.2,0.6,260.263,63.14,,,,,
T,40.897594847,-98.378827709,570.0,1.7,260.315,52.00,,,,,
T,40.898246214,-98.379112639,570.8,1.0,260.392,76.22,,,,,
T,40.898956988,-98.379498726,571.8,1.2,260.477,85.37,,,,,
T,40.899816384,-98.379911265,572.9,1.1,260.579,101.57,,,,,
T,40.900484951,-98.380326334,573.1,0.2,260.661,82.07,,,,,
T,40.901695517,-98.380916958,573.3,0.1,260.804,143.35,,,,,
T,40.903051804,-98.381658320,573.4,0.1,260.967,163.06,,,,,
T,40.904765562,-98.382481811,573.5,0.1,261.170,202.57,,,,,
T,40.906181078,-98.383014105,578.3,2.9,261.333,163.47,,,,,
T,40.907201693,-98.383134763,581.4,2.8,261.447,113.80,,,,,
T,40.908208473,-98.383174216,574.0,-6.6,261.559,111.85,,,,,
T,40.909295405,-98.383173027,580.6,5.4,261.679,120.71,,,,,
T,40.910189552,-98.383141636,576.2,-4.4,261.779,99.33,,,,,
T,40.911924935,-98.383171460,573.5,-1.4,261.972,192.73,,,,,
T,40.912868568,-98.383200072,573.6,0.1,262.076,104.82,,,,,
T,40.915011968,-98.383233628,573.7,0.0,262.314,238.05,,,,,
T,40.918735695,-98.383156661,573.0,-0.2,262.728,413.58,,,,,
T,40.920740768,-98.383239469,572.5,-0.3,262.951,222.78,,,,,
T,40.922263246,-98.383193591,571.9,-0.3,263.120,169.12,,,,,
T,40.927190675,-98.383246962,571.0,-0.2,263.667,547.22,,,,,
T,40.932275468,-98.383425643,570.6,-0.1,264.232,564.88,,,,,
T,40.938668065,-98.383402037,570.1,-0.1,264.942,709.92,,,,,
T,40.945916484,-98.383533715,569.5,-0.1,265.747,805.03,,,,,
T,40.946652692,-98.383530135,569.8,0.3,265.829,81.76,,,,,
T,40.947404864,-98.383624045,569.8,0.1,265.913,83.90,,,,,
T,40.948272200,-98.383655617,570.0,0.2,266.009,96.36,,,,,
T,40.949261238,-98.383900143,570.4,0.4,266.121,111.75,,,,,
T,40.949837223,-98.384021745,570.9,0.7,266.185,64.78,,,,,
T,40.950293797,-98.383978603,570.7,-0.3,266.236,50.83,,,,,
T,40.950622560,-98.383885685,570.5,-0.6,266.274,37.34,,,,,
T,40.950914992,-98.383683333,570.4,-0.2,266.310,36.67,,,,,
T,40.951285127,-98.383399465,570.1,-0.7,266.358,47.55,,,,,
T,40.951560529,-98.383090131,570.0,-0.2,266.398,40.17,,,,,
T,40.951916535,-98.382717027,569.5,-1.0,266.449,50.50,,,,,
T,40.952369040,-98.382529956,569.5,0.0,266.501,52.66,,,,,
T,40.952875809,-98.382438128,569.8,0.6,266.558,56.81,,,,,
T,40.953204363,-98.382249646,570.1,0.7,266.598,39.79,,,,,
T,40.953281564,-98.382603515,570.1,-0.0,266.629,31.00,,,,,
T,40.953551843,-98.383827804,570.3,0.2,266.736,107.36,,,,,
T,40.953640068,-98.384307724,569.8,-1.2,266.778,41.58,,,,,
T,40.953836170,-98.385117727,569.9,0.2,266.849,71.59,,,,,
T,40.953998516,-98.385909310,569.6,-0.4,266.918,69.04,,,,,
T,40.954045532,-98.386126310,569.7,0.3,266.937,19.00,,,,,
T,40.954372594,-98.387561878,570.0,0.2,267.064,126.20,,,,,
T,40.955151189,-98.391144890,570.4,0.1,267.377,313.81,,,,,
T,40.956749618,-98.398441169,571.1,0.1,268.017,639.42,,,,,
T,40.958185103,-98.404890541,571.9,0.1,268.583,565.89,,,,,
T,40.958246877,-98.405171000,572.1,0.9,268.607,24.59,,,,,
T,40.959954523,-98.413018053,573.1,0.1,269.295,687.30,,,,,
T,40.960015962,-98.413303373,572.3,-3.3,269.320,24.97,,,,,
T,40.960703613,-98.416477013,572.9,0.2,269.597,277.87,,,,,
T,40.962441768,-98.424417526,573.3,0.1,270.293,695.78,,,,,
T,40.964117814,-98.432075232,574.1,0.1,270.964,670.97,,,,,
T,40.965944650,-98.440448167,574.8,0.1,271.698,733.45,,,,,
T,40.966743948,-98.444136623,574.8,-0.0,272.021,322.93,,,,,
T,40.967327999,-98.447884340,575.5,0.2,272.343,322.07,,,,,
T,40.967427995,-98.453116072,576.2,0.1,272.783,440.53,,,,,
T,40.967591191,-98.462175736,576.0,-0.0,273.546,762.83,,,,,
T,40.967642069,-98.465662692,577.2,0.4,273.840,293.57,,,,,
T,40.967769055,-98.472290095,577.3,0.0,274.398,558.05,,,,,
T,40.967794787,-98.474734426,577.5,0.1,274.603,205.77,,,,,
T,40.967746340,-98.482413758,578.5,0.2,275.250,646.44,,,,,
T,40.967691438,-98.490792811,578.9,0.1,275.955,705.34,,,,,
T,40.967658665,-98.495332534,579.1,0.0,276.337,382.15,,,,,
T,40.967983464,-98.498088000,579.4,0.1,276.572,234.73,,,,,
T,40.968858283,-98.500631908,579.0,-0.2,276.807,235.14,,,,,
T,40.970569113,-98.503742768,579.3,0.1,277.131,323.52,,,,,
T,40.974641293,-98.511046674,580.2,0.1,277.894,763.19,,,,,
T,40.979169281,-98.519211486,580.9,0.1,278.745,851.52,,,,,
T,40.984468907,-98.528778674,581.3,0.0,279.743,997.33,,,,,
T,40.985775813,-98.531809151,582.4,0.4,280.036,293.43,,,,,
T,40.986558935,-98.535141377,584.1,0.6,280.330,293.59,,,,,
T,40.988660026,-98.544892296,585.2,0.1,281.183,853.08,,,,,
T,40.989814969,-98.550271718,585.8,0.1,281.653,470.49,,,,,
T,40.992137762,-98.561016982,586.0,0.0,282.594,940.25,,,,,
T,40.993653042,-98.568062726,585.4,-0.1,283.210,616.28,,,,,
T,40.994158723,-98.570410917,586.3,0.4,283.415,205.41,,,,,
T,40.995702250,-98.577551292,590.0,0.6,284.040,624.78,,,,,
T,40.995997544,-98.578914776,590.8,0.7,284.159,119.32,,,,,
T,40.996219246,-98.579938961,590.7,-0.1,284.249,89.62,,,,,
T,40.996511187,-98.581301691,591.2,0.4,284.368,119.16,,,,,
T,40.996659547,-98.581983475,591.1,-0.3,284.428,59.68,,,,,
T,40.998355122,-98.589820638,592.4,0.2,285.114,685.76,,,,,
T,40.999952210,-98.597530983,594.2,0.3,285.786,672.53,,,,,
T,41.000383962,-98.599951509,594.2,0.0,285.995,209.22,,,,,
T,41.001135651,-98.604069036,594.5,0.1,286.352,356.34,,,,,
T,41.001217039,-98.604411017,594.4,-0.5,286.382,30.16,,,,,
T,41.002159333,-98.607955892,594.4,0.0,286.698,316.07,,,,,
T,41.002648585,-98.609828995,595.1,0.4,286.865,166.69,,,,,
T,41.003150744,-98.611766892,595.6,0.3,287.037,172.31,,,,,
T,41.003875863,-98.615469178,597.0,0.4,287.359,321.72,,,,,
T,41.004062947,-98.617792055,597.6,0.3,287.555,196.53,,,,,
T,41.004056325,-98.621021602,598.7,0.4,287.827,271.70,,,,,
T,41.004042579,-98.622071100,600.3,1.8,287.915,88.31,,,,,
T,41.004029755,-98.623120096,602.1,2.0,288.003,88.26,,,,,
T,41.004018858,-98.624178143,603.4,1.4,288.092,89.02,,,,,
T,41.003965801,-98.629510123,602.4,-0.2,288.541,448.62,,,,,
T,41.003940739,-98.632692061,603.5,0.4,288.809,267.71,,,,,
T,41.003928417,-98.633753043,604.2,0.8,288.898,89.27,,,,,
T,41.003884915,-98.637306131,606.0,0.6,289.197,298.96,,,,,
T,41.003833367,-98.640156314,602.4,-1.5,289.437,239.86,,,,,
T,41.003759270,-98.645106750,604.6,0.5,289.853,416.56,,,,,
T,41.003752900,-98.645460801,604.8,0.5,289.883,29.79,,,,,
T,41.003688276,-98.651847141,604.6,-0.0,290.421,537.33,,,,,
T,41.003674362,-98.658590885,607.1,0.4,290.988,567.36,,,,,
T,41.003672937,-98.658945775,607.2,0.3,291.018,29.86,,,,,
T,41.003645361,-98.667111425,606.0,-0.2,291.705,686.99,,,,,
T,41.003629016,-98.675616710,607.4,0.2,292.420,715.56,,,,,
T,41.003619796,-98.680226253,611.1,1.0,292.808,387.80,,,,,
T,41.003625244,-98.683065958,612.6,0.6,293.047,238.91,,,,,
T,41.003632033,-98.683422441,612.2,-1.3,293.077,30.00,,,,,
T,41.003649719,-98.684488032,611.4,-0.9,293.167,89.67,,,,,
T,41.003783913,-98.691226663,614.2,0.5,293.734,567.12,,,,,
T,41.003819536,-98.693002621,617.1,1.9,293.883,149.46,,,,,
T,41.003913078,-98.697619541,617.5,0.1,294.272,388.56,,,,,
T,41.003947193,-98.699388960,619.8,1.6,294.421,148.91,,,,,
T,41.003987091,-98.701518383,620.7,0.5,294.600,179.20,,,,,
T,41.004026318,-98.704719767,619.8,-0.3,294.869,269.37,,,,,
T,41.003955994,-98.712530527,616.4,-0.5,295.526,657.17,,,,,
T,41.003943589,-98.713598885,613.9,-2.9,295.616,89.89,,,,,
T,41.003934368,-98.714671098,610.8,-3.4,295.707,90.21,,,,,
T,41.003920957,-98.716095937,607.7,-2.6,295.826,119.88,,,,,
T,41.003908385,-98.717515832,606.0,-1.4,295.946,119.46,,,,,
T,41.003905451,-98.717869967,605.9,-0.3,295.976,29.80,,,,,
T,41.003825320,-98.726729807,605.5,-0.1,296.721,745.43,,,,,
T,41.003804617,-98.729209844,605.3,-0.1,296.930,208.66,,,,,
T,41.003753739,-98.733835649,602.4,-0.8,297.319,389.21,,,,,
T,41.003743848,-98.735255795,601.2,-1.0,297.439,119.48,,,,,
T,41.003731862,-98.736670995,601.1,-0.1,297.558,119.07,,,,,
T,41.003666148,-98.743751859,601.8,0.1,298.153,595.76,,,,,
T,41.003640164,-98.746586451,606.5,2.0,298.392,238.49,,,,,
T,41.003636308,-98.746941509,606.6,0.4,298.422,29.87,,,,,
T,41.003617616,-98.748714868,607.9,0.8,298.571,149.21,,,,,
T,41.003598590,-98.752267202,609.6,0.6,298.870,298.87,,,,,
T,41.003580317,-98.756526467,611.5,0.5,299.228,358.34,,,,,
T,41.003572606,-98.757941751,610.4,-1.0,299.347,119.07,,,,,
T,41.003554501,-98.762555569,620.8,2.7,299.735,388.17,,,,,
T,41.003505299,-98.771422449,618.9,-0.3,300.481,746.00,,,,,
T,41.003467748,-98.780658972,619.6,0.1,301.258,777.09,,,,,
T,41.003466575,-98.781723306,619.2,-0.4,301.348,89.54,,,,,
T,41.003467664,-98.786322707,619.1,-0.0,301.735,386.95,,,,,
T,41.003461294,-98.792000106,622.0,0.6,302.213,477.64,,,,,
T,41.003463976,-98.794484334,620.9,-0.5,302.422,209.00,,,,,
T,41.003458779,-98.799795778,622.7,0.4,302.868,446.86,,,,,
T,41.003454421,-98.804416386,621.5,-0.3,303.257,388.74,,,,,
T,41.003447212,-98.806536673,622.8,0.7,303.436,178.38,,,,,
T,41.003446374,-98.809371265,624.8,0.8,303.674,238.48,,,,,
T,41.003441094,-98.812212395,624.6,-0.1,303.913,239.03,,,,,
T,41.003435142,-98.820362203,625.2,0.1,304.599,685.65,,,,,
T,41.003435310,-98.826386528,627.4,0.4,305.106,506.83,,,,,
T,41.003432041,-98.827803321,628.1,0.6,305.225,119.20,,,,,
T,41.003426341,-98.830997245,628.2,0.0,305.493,268.71,,,,,
T,41.003355849,-98.838437358,628.5,0.0,306.119,625.99,,,,,
T,41.003345959,-98.846237725,628.7,0.0,306.776,656.25,,,,,
T,41.003341936,-98.849067120,628.6,-0.0,307.014,238.04,,,,,
T,41.003334895,-98.855799632,628.8,0.0,307.580,566.41,,,,,
T,41.003400357,-98.862178931,632.4,0.7,308.117,536.75,,,,,
T,41.003400022,-98.862534240,631.7,-2.5,308.147,29.89,,,,,
T,41.003410248,-98.865373693,628.8,-1.2,308.386,238.89,,,,,
T,41.003432125,-98.869976029,628.5,-0.1,308.773,387.21,,,,,
T,41.003434220,-98.870685138,628.5,-0.0,308.833,59.66,,,,,
T,41.003550226,-98.873862969,633.0,1.7,309.100,267.66,,,,,
T,41.003639912,-98.874563780,633.9,1.6,309.160,59.80,,,,,
T,41.004273752,-98.877280774,637.2,1.4,309.399,239.17,,,,,
T,41.005450319,-98.880491042,630.6,-2.2,309.699,300.02,,,,,
T,41.005811412,-98.881449765,626.9,-4.1,309.789,90.07,,,,,
T,41.006412227,-98.883044170,622.1,-3.2,309.939,149.81,,,,,
T,41.006770888,-98.883997947,622.0,-0.1,310.029,89.58,,,,,
T,41.007366423,-98.885581708,622.4,0.2,310.177,148.75,,,,,
T,41.008200170,-98.887815736,616.0,-3.0,310.387,209.51,,,,,
T,41.008437881,-98.888453264,615.9,-0.2,310.447,59.78,,,,,
T,41.008557491,-98.888770770,615.8,-0.2,310.477,29.83,,,,,
T,41.009153863,-98.890355034,613.8,-1.3,310.625,148.82,,,,,
T,41.012000190,-98.897991953,609.0,-0.7,311.341,715.98,,,,,
T,41.013062596,-98.900847919,606.4,-1.0,311.609,267.65,,,,,
T,41.014126763,-98.903714195,606.8,0.1,311.878,268.51,,,,,
T,41.014245702,-98.904031618,606.8,0.0,311.907,29.79,,,,,
T,41.015021950,-98.906114856,606.8,0.0,312.103,195.29,,,,,
T,41.015839689,-98.908288702,607.0,0.1,312.307,204.16,,,,,
T,41.017088341,-98.911601733,608.7,0.6,312.618,311.27,,,,,
T,41.017726790,-98.914018152,608.8,0.1,312.833,215.26,,,,,
T,41.017946983,-98.916545296,611.2,1.1,313.047,213.97,,,,,
T,41.017935332,-98.918230729,610.9,-0.2,313.189,141.77,,,,,
T,41.017906163,-98.921175292,611.1,0.1,313.437,247.70,,,,,
T,41.017877078,-98.925388623,613.0,0.5,313.791,354.41,,,,,
T,41.017870707,-98.926453041,614.1,1.2,313.881,89.53,,,,,
T,41.017853944,-98.928937102,616.8,1.3,314.090,208.95,,,,,
T,41.017809939,-98.935341295,616.5,-0.1,314.628,538.69,,,,,
T,41.017807340,-98.936055265,614.2,-3.8,314.688,60.05,,,,,
T,41.017802646,-98.937124377,612.9,-1.5,314.778,89.93,,,,,
T,41.017771633,-98.943832750,619.3,1.1,315.343,564.27,,,,,
T,41.017761910,-98.945253733,619.6,0.3,315.462,119.53,,,,,
T,41.017760318,-98.945609210,619.6,-0.1,315.492,29.90,,,,,
T,41.017757887,-98.946675556,619.6,0.0,315.582,89.69,,,,,
T,41.017826619,-98.953053849,621.9,0.4,316.118,536.55,,,,,
T,41.018146304,-98.954769708,627.2,3.6,316.267,148.63,,,,,
T,41.019095806,-98.957323004,619.1,-3.4,316.506,239.25,,,,,
T,41.020719381,-98.960168827,622.0,1.0,316.806,299.67,,,,,
T,41.020881990,-98.960453393,621.5,-1.6,316.836,29.98,,,,,
T,41.021696124,-98.961870521,616.2,-3.5,316.985,149.60,,,,,
T,41.022179760,-98.962721620,615.4,-0.9,317.075,89.49,,,,,
T,41.023472920,-98.964969562,615.9,0.2,317.312,237.42,,,,,
T,41.024766331,-98.967230078,615.4,-0.2,317.551,238.28,,,,,
T,41.026702384,-98.970617540,621.6,1.7,317.907,356.92,,,,,
T,41.026864070,-98.970900932,621.5,-0.2,317.937,29.84,,,,,
T,41.027672254,-98.972319067,620.6,-0.6,318.087,149.26,,,,,
T,41.031229282,-98.978556879,617.6,-0.4,318.743,656.68,,,,,
T,41.033886178,-98.983446714,619.4,0.4,319.249,506.11,,,,,
T,41.036137305,-98.988698898,619.9,0.1,319.757,507.51,,,,,
T,41.039293762,-98.996118475,620.8,0.1,320.473,715.62,,,,,
T,41.042174790,-99.002933297,623.0,0.3,321.129,656.29,,,,,
T,41.043236442,-99.005384753,626.3,1.4,321.366,237.46,,,,,
T,41.045611538,-99.010950169,628.9,0.5,321.903,537.15,,,,,
T,41.046269182,-99.012494450,630.4,1.0,322.052,148.97,,,,,
T,41.047591008,-99.015590558,627.1,-1.1,322.351,298.85,,,,,
T,41.048136670,-99.016821357,623.8,-2.8,322.471,119.92,,,,,
T,41.048894981,-99.018283412,623.9,0.0,322.620,149.00,,,,,
T,41.051612981,-99.022645354,624.0,0.0,323.095,474.96,,,,,
T,41.052127546,-99.023461752,624.9,1.0,323.184,89.31,,,,,
T,41.055866629,-99.029499572,625.2,0.1,323.840,655.79,,,,,
T,41.056038123,-99.029771397,625.4,0.6,323.870,29.75,,,,,
T,41.058632154,-99.033837710,625.4,-0.0,324.317,447.03,,,,,
T,41.061182767,-99.037955655,626.0,0.1,324.764,447.28,,,,,
T,41.061693141,-99.038778758,626.6,0.7,324.854,89.44,,,,,
T,41.067128303,-99.047568943,628.1,0.2,325.808,954.06,,,,,
T,41.067298036,-99.047844373,628.1,0.0,325.838,29.85,,,,,
T,41.069682185,-99.052134063,628.8,0.2,326.285,447.32,,,,,
T,41.073741540,-99.059641399,630.7,0.2,327.060,775.45,,,,,
T,41.075626966,-99.063095078,631.0,0.1,327.418,357.89,,,,,
T,41.076143710,-99.063910218,632.5,1.7,327.508,89.36,,,,,
T,41.078280592,-99.066592008,636.9,1.3,327.835,327.27,,,,,
T,41.078896746,-99.067276390,637.3,0.4,327.924,89.39,,,,,
T,41.080541024,-99.069111524,636.7,-0.2,328.163,239.01,,,,,
T,41.081768889,-99.070490850,637.7,0.5,328.342,178.97,,,,,
T,41.083551720,-99.072648771,639.7,0.7,328.611,268.48,,,,,
T,41.088242400,-99.078488946,640.6,0.1,329.326,715.66,,,,,
T,41.091618463,-99.081998281,642.3,0.3,329.803,476.98,,,,,
T,41.095636664,-99.086143551,643.1,0.1,330.369,566.06,,,,,
T,41.099765254,-99.090519994,643.4,0.1,330.957,587.71,,,,,
T,41.101473151,-99.091426414,641.6,-0.9,331.162,204.39,,,,,
T,41.105279624,-99.092554031,637.3,-1.0,331.595,433.21,,,,,
T,41.109861592,-99.093878036,637.3,-0.0,332.116,520.87,,,,,
T,41.110628955,-99.094077107,637.3,-0.0,332.202,86.85,,,,,
T,41.111654565,-99.094319511,637.1,-0.2,332.318,115.71,,,,,
T,41.116994172,-99.095864883,639.1,0.3,332.925,607.03,,,,,
T,41.123853000,-99.097916940,639.0,-0.0,333.706,780.97,,,,,
T,41.126068421,-99.098901311,640.1,0.4,333.966,259.55,,,,,
T,41.126764119,-99.099373799,640.1,-0.0,334.053,86.85,,,,,
T,41.128664380,-99.101179261,640.2,0.1,334.312,259.85,,,,,
T,41.130207572,-99.103495600,640.6,0.1,334.572,259.24,,,,,
T,41.132152425,-99.107593009,644.9,1.0,334.978,406.23,,,,,
T,41.132289218,-99.107887046,644.7,-0.5,335.007,28.99,,,,,
T,41.135446010,-99.114643531,643.8,-0.1,335.674,666.89,,,,,
T,41.138401469,-99.121145960,644.5,0.1,336.311,637.02,,,,,
T,41.142034605,-99.129123185,645.9,0.2,337.093,781.89,,,,,
T,41.145534385,-99.136802433,647.4,0.2,337.846,752.79,,,,,
T,41.146073509,-99.137981767,642.1,-4.6,337.961,115.70,,,,,
T,41.147551909,-99.141225815,652.8,3.4,338.279,318.00,,,,,
T,41.149745453,-99.146041889,655.8,0.6,338.751,472.01,,,,,
T,41.150608454,-99.147922704,655.6,-0.1,338.936,184.70,,,,,
T,41.153130150,-99.152916139,657.9,0.5,339.440,504.11,,,,,
T,41.153916288,-99.154282138,658.1,0.1,339.584,144.12,,,,,
T,41.156873088,-99.158857400,658.6,0.1,340.089,505.28,,,,,
