type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),color,width,opacity,name,desc
T,43.459374077,-113.557114134,1783.1,2.8,9.708,70.21,,,,,
T,43.459695522,-113.557292675,1785.4,5.9,9.746,38.53,,,,,
T,43.459945870,-113.557277189,1785.6,0.6,9.774,27.84,,,,,
T,43.460261574,-113.557139984,1786.9,3.5,9.811,36.79,,,,,
T,43.460844038,-113.556540836,1787.2,0.4,9.892,80.86,,,,,
T,43.461117320,-113.556610067,1789.3,6.7,9.923,30.87,,,,,
T,43.461587033,-113.557311805,1796.2,9.1,10.000,77.13,,,,,
T,43.461813430,-113.557981780,1797.7,2.5,10.060,59.77,,,,,
T,43.462056763,-113.559931047,1793.8,-2.4,10.220,160.05,,,,,
T,43.461801984,-113.561218244,1795.1,1.1,10.328,107.95,,,,,
T,43.461637548,-113.562007198,1797.6,3.9,10.394,66.41,,,,,
T,43.461615082,-113.562527543,1800.0,5.7,10.436,42.18,,,,,
T,43.461710932,-113.562927940,1801.7,5.0,10.470,34.11,,,,,
T,43.461807718,-113.563108030,1803.1,7.6,10.489,18.11,,,,,
T,43.461368401,-113.564654672,1810.1,5.2,10.623,134.35,,,,,
T,43.459940376,-113.568534236,1804.7,-1.5,10.975,351.78,,,,,
T,43.459100258,-113.570353445,1806.9,1.2,11.149,174.32,,,,,
T,43.458409002,-113.571455162,1815.5,7.3,11.267,117.68,,,,,
T,43.456760282,-113.573276969,1812.2,-1.4,11.502,235.15,,,,,
T,43.456109092,-113.573888009,1821.1,10.2,11.589,87.64,,,,,
T,43.455462176,-113.574510701,1827.6,7.4,11.677,87.78,,,,,
T,43.455042243,-113.574961144,1827.5,-0.2,11.736,59.21,,,,,
T,43.454260128,-113.575954316,1834.6,6.0,11.855,118.37,,,,,
T,43.452962106,-113.578265123,1827.0,-3.3,12.091,236.18,,,,,
T,43.452828666,-113.578580031,1828.7,5.9,12.121,29.49,,,,,
T,43.451827364,-113.581550829,1825.2,-1.3,12.385,264.94,,,,,
T,43.451507762,-113.582552718,1822.9,-2.5,12.474,88.53,,,,,
T,43.451083638,-113.583898349,1817.4,-4.7,12.593,118.67,,,,,
T,43.450765545,-113.584906524,1815.5,-2.1,12.682,88.93,,,,,
T,43.450443847,-113.585907994,1813.8,-1.9,12.770,88.59,,,,,
T,43.450102117,-113.586897310,1809.6,-4.7,12.859,88.62,,,,,
T,43.449848145,-113.587541208,1803.4,-10.5,12.918,59.27,,,,,
T,43.449443048,-113.588480232,1800.4,-3.3,13.006,88.33,,,,,
T,43.447705815,-113.591641886,1799.1,-0.4,13.327,320.54,,,,,
T,43.446449200,-113.593524378,1793.2,-2.8,13.534,206.67,,,,,
T,43.445908735,-113.594334405,1791.7,-1.7,13.623,88.91,,,,,
T,43.445372628,-113.595140409,1787.2,-5.1,13.711,88.34,,,,,
T,43.445196440,-113.595407624,1787.2,0.0,13.740,29.17,,,,,
T,43.444495629,-113.596469779,1787.2,0.0,13.856,116.00,,,,,
T,43.441649890,-113.600756284,1781.1,-1.3,14.325,469.44,,,,,
T,43.440578263,-113.602375584,1778.0,-1.8,14.503,177.09,,,,,
T,43.438826781,-113.605514690,1775.0,-0.9,14.823,320.08,,,,,
T,43.438409027,-113.607615363,1775.0,0.0,14.999,176.29,,,,,
T,43.437550301,-113.615509020,1780.7,0.9,15.645,646.15,,,,,
T,43.436899111,-113.617480192,1781.1,0.2,15.820,175.22,,,,,
T,43.435834274,-113.619086333,1781.2,0.1,15.996,175.80,,,,,
T,43.434454445,-113.620159971,1782.1,0.5,16.172,176.23,,,,,
T,43.432899267,-113.620598428,1782.0,-0.1,16.349,176.39,,,,,
T,43.431324977,-113.620347893,1775.7,-3.6,16.525,176.08,,,,,
T,43.429575590,-113.619470475,1774.3,-0.7,16.732,206.94,,,,,
T,43.428263823,-113.619186245,1769.1,-3.5,16.879,147.54,,,,,
T,43.426688779,-113.619479779,1769.1,0.0,17.056,176.60,,,,,
T,43.425943293,-113.619863754,1769.2,0.1,17.144,88.47,,,,,
T,43.423248008,-113.621412478,1767.0,-0.7,17.469,324.65,,,,,
T,43.418854549,-113.623948423,1762.3,-0.9,17.999,529.56,,,,,
T,43.416829817,-113.625663696,1761.6,-0.3,18.263,264.38,,,,,
T,43.413368929,-113.628268791,1761.7,0.0,18.702,438.59,,,,,
T,43.411794808,-113.628403405,1758.5,-1.8,18.877,175.23,,,,,
T,43.410266703,-113.627809798,1757.3,-0.7,19.053,176.45,,,,,
T,43.409801004,-113.627458178,1755.6,-2.9,19.112,59.06,,,,,
T,43.408917971,-113.626634069,1753.6,-1.7,19.231,118.66,,,,,
T,43.407689268,-113.625952704,1752.4,-0.8,19.378,147.24,,,,,
T,43.406362664,-113.625910124,1751.6,-0.5,19.526,147.43,,,,,
T,43.406099975,-113.625977514,1751.1,-1.8,19.555,29.69,,,,,
T,43.404651750,-113.626873540,1742.0,-5.1,19.732,176.51,,,,,
T,43.403919758,-113.627314344,1735.2,-7.6,19.821,88.82,,,,,
T,43.403145522,-113.627582733,1727.6,-8.6,19.909,88.72,,,,,
T,43.402620647,-113.627716592,1719.0,-14.5,19.969,59.31,,,,,
T,43.401833838,-113.627920607,1717.6,-1.6,20.058,88.96,,,,,
T,43.401311226,-113.628066704,1712.1,-9.1,20.117,59.26,,,,,
T,43.400788028,-113.628217327,1715.5,5.7,20.176,59.39,,,,,
T,43.400010187,-113.628436178,1715.8,0.3,20.264,88.22,,,,,
T,43.399494365,-113.628583448,1714.0,-3.0,20.323,58.54,,,,,
T,43.398980303,-113.628743710,1707.5,-11.1,20.382,58.57,,,,,
T,43.398484932,-113.628984606,1698.2,-15.8,20.440,58.39,,,,,
T,43.397800131,-113.629529849,1695.2,-3.4,20.528,87.97,,,,,
T,43.397203172,-113.630251363,1690.7,-5.1,20.616,88.40,,,,,
T,43.396870662,-113.630822673,1686.8,-6.6,20.676,59.22,,,,,
T,43.396472773,-113.631766476,1686.4,-0.4,20.764,88.32,,,,,
T,43.396104136,-113.632734921,1683.1,-3.8,20.852,88.50,,,,,
T,43.395857709,-113.633374460,1683.0,-0.1,20.911,58.60,,,,,
T,43.395486306,-113.634334858,1680.3,-3.0,20.999,88.07,,,,,
T,43.395074755,-113.635271620,1672.4,-8.9,21.088,88.60,,,,,
T,43.394545102,-113.636081144,1671.1,-1.5,21.176,88.11,,,,,
T,43.394134892,-113.636535360,1671.1,0.0,21.234,58.58,,,,,
T,43.393725352,-113.636990748,1671.1,0.0,21.293,58.58,,,,,
T,43.393529886,-113.637232147,1671.1,0.0,21.322,29.23,,,,,
T,43.392920271,-113.638384575,1671.1,0.0,21.438,115.35,,,,,
T,43.392810635,-113.638711134,1671.1,0.0,21.467,29.13,,,,,
T,43.391505741,-113.643474989,1662.0,-2.2,21.879,412.30,,,,,
T,43.390948512,-113.645516317,1660.7,-0.7,22.056,176.60,,,,,
T,43.390588174,-113.646849711,1662.0,1.1,22.171,115.21,,,,,
T,43.390440987,-113.647535769,1665.6,6.3,22.229,57.94,,,,,
T,43.390359767,-113.648248566,1669.4,6.5,22.287,58.45,,,,,
T,43.390452387,-113.649708610,1666.0,-2.9,22.406,118.74,,,,,
T,43.390612733,-113.650411936,1661.5,-7.5,22.466,59.70,,,,,
T,43.390718345,-113.650748972,1658.5,-10.2,22.495,29.72,,,,,
T,43.390929233,-113.651420614,1653.1,-9.2,22.555,59.25,,,,,
T,43.391084047,-113.652484948,1649.6,-3.9,22.642,87.93,,,,,
T,43.390862346,-113.653861089,1650.7,0.9,22.757,114.19,,,,,
T,43.390584402,-113.654468693,1651.1,0.7,22.815,58.11,,,,,
T,43.388311900,-113.658479601,1640.1,-2.7,23.226,411.53,,,,,
T,43.387652831,-113.659634292,1634.3,-4.9,23.345,118.81,,,,,
T,43.387179589,-113.660506262,1634.8,0.5,23.433,88.07,,,,,
T,43.386712884,-113.661380578,1633.6,-1.3,23.521,87.79,,,,,
T,43.386447430,-113.662003940,1631.4,-3.8,23.579,58.49,,,,,
T,43.386079883,-113.663710747,1633.1,1.2,23.724,144.20,,,,,
T,43.386074100,-113.664797880,1630.0,-3.5,23.812,88.09,,,,,
T,43.386576762,-113.666858822,1626.7,-1.9,23.988,176.09,,,,,
T,43.387271622,-113.668419952,1621.0,-3.8,24.136,148.19,,,,,
T,43.387408918,-113.668732513,1620.7,-1.2,24.166,29.56,,,,,
T,43.387955586,-113.669970520,1621.0,0.3,24.283,117.27,,,,,
T,43.388834931,-113.672202704,1617.6,-1.7,24.488,205.56,,,,,
T,43.389457790,-113.674967224,1620.3,1.2,24.723,234.44,,,,,
T,43.389576478,-113.676055195,1616.3,-4.5,24.812,89.13,,,,,
T,43.389631128,-113.677150458,1610.2,-6.9,24.901,88.95,,,,,
T,43.389631715,-113.677871553,1606.9,-5.7,24.959,58.43,,,,,
T,43.389283279,-113.681065477,1601.1,-2.2,25.221,261.66,,,,,
T,43.388384571,-113.684083968,1604.4,1.2,25.485,264.17,,,,,
T,43.385914173,-113.690498639,1598.0,-1.1,26.073,587.78,,,,,
T,43.385676462,-113.691147231,1598.0,0.0,26.132,58.82,,,,,
T,43.385039019,-113.693535402,1598.0,0.0,26.338,206.06,,,,,
T,43.384575080,-113.695618641,1598.0,0.0,26.514,176.50,,,,,
T,43.384420937,-113.696310148,1598.0,0.0,26.573,58.59,,,,,
T,43.384037884,-113.698042855,1598.0,0.0,26.720,146.71,,,,,
T,43.382980507,-113.703651521,1594.9,-0.7,27.189,469.42,,,,,
T,43.382310290,-113.706779145,1587.1,-3.0,27.453,264.15,,,,,
T,43.381837299,-113.708081022,1586.1,-0.8,27.571,117.86,,,,,
T,43.381430861,-113.710164512,1586.1,0.0,27.746,174.77,,,,,
T,43.381241010,-113.711972237,1586.1,0.0,27.894,148.00,,,,,
T,43.381129196,-113.713058699,1585.2,-1.1,27.983,88.91,,,,,
T,43.381050909,-113.713772166,1582.7,-4.2,28.041,58.47,,,,,
T,43.380974215,-113.714483958,1578.3,-7.6,28.100,58.31,,,,,
T,43.380777743,-113.716268800,1574.3,-2.7,28.246,146.27,,,,,
T,43.380687637,-113.716982435,1574.3,0.0,28.305,58.69,,,,,
T,43.380125044,-113.719373289,1574.0,-0.2,28.508,203.58,,,,,
T,43.379614754,-113.720634347,1573.3,-0.6,28.625,116.86,,,,,
T,43.379057189,-113.721864726,1573.3,-0.1,28.742,117.38,,,,,
T,43.377569737,-113.725303821,1574.9,0.5,29.066,324.01,,,,,
T,43.376611685,-113.728295742,1568.1,-2.5,29.331,264.80,,,,,
T,43.375973152,-113.730289629,1565.1,-1.7,29.508,176.47,,,,,
T,43.375442661,-113.731954778,1564.8,-0.2,29.655,147.26,,,,,
T,43.373649437,-113.737592530,1565.8,0.2,30.153,498.45,,,,,
T,43.372797752,-113.740258059,1562.5,-1.4,30.389,235.84,,,,,
T,43.372486867,-113.741265480,1561.4,-1.3,30.478,88.65,,,,,
T,43.372318307,-113.741952963,1561.7,0.6,30.537,58.78,,,,,
T,43.372102557,-113.744091354,1561.6,-0.0,30.712,174.96,,,,,
T,43.372004405,-113.746629143,1554.6,-3.4,30.918,205.97,,,,,
T,43.371928465,-113.748814305,1553.8,-0.5,31.095,177.30,,,,,
T,43.371551782,-113.752735527,1554.4,0.2,31.415,320.55,,,,,
T,43.370696995,-113.754564375,1554.0,-0.2,31.591,176.04,,,,,
T,43.369324962,-113.756785747,1548.9,-2.2,31.827,235.90,,,,,
T,43.368981807,-113.757339371,1547.1,-3.1,31.886,58.88,,,,,
T,43.368469588,-113.758171862,1544.2,-3.3,31.975,88.27,,,,,
T,43.367781602,-113.759278189,1540.6,-3.0,32.092,117.83,,,,,
T,43.367440710,-113.759834161,1537.4,-5.5,32.151,58.86,,,,,
T,43.366306974,-113.762236163,1537.0,-0.2,32.383,231.88,,,,,
T,43.366062809,-113.764374889,1537.1,0.1,32.559,175.46,,,,,
T,43.365849070,-113.769094069,1531.7,-1.4,32.942,383.25,,,,,
T,43.365736334,-113.769803094,1531.0,-1.3,33.001,58.82,,,,,
T,43.365487894,-113.771212595,1533.9,2.5,33.118,117.54,,,,,
T,43.365181368,-113.772975896,1530.7,-2.2,33.265,146.93,,,,,
T,43.364868052,-113.774737688,1530.7,-0.0,33.412,146.99,,,,,
T,43.364491537,-113.776852945,1527.6,-1.8,33.589,176.49,,,,,
T,43.364280229,-113.778277449,1524.7,-2.5,33.706,117.83,,,,,
T,43.364186184,-113.780087102,1519.1,-3.8,33.853,147.06,,,,,
T,43.364172103,-113.780810879,1518.9,-0.4,33.912,58.69,,,,,
T,43.364050398,-113.786581736,1518.7,-0.0,34.380,467.97,,,,,
T,43.364041345,-113.790047737,1512.6,-2.2,34.661,280.95,,,,,
T,43.364327336,-113.792575132,1513.7,0.5,34.868,207.31,,,,,
T,43.364920355,-113.796377499,1510.6,-1.0,35.184,315.17,,,,,
T,43.364978023,-113.796766670,1510.4,-0.8,35.216,32.19,,,,,
T,43.365089838,-113.797524395,1509.8,-0.9,35.278,62.66,,,,,
T,43.365786709,-113.802546244,1509.4,-0.1,35.693,414.35,,,,,
T,43.365671709,-113.805073388,1506.6,-1.4,35.898,205.24,,,,,
T,43.365454115,-113.806868540,1504.4,-1.5,36.045,147.50,,,,,
T,43.365327464,-113.807944525,1503.2,-1.3,36.134,88.34,,,,,
T,43.364975089,-113.810803844,1500.1,-1.3,36.369,235.05,,,,,
T,43.364718771,-113.812953550,1497.5,-1.4,36.545,176.56,,,,,
T,43.364592791,-113.814028530,1496.5,-1.2,36.634,88.25,,,,,
T,43.363769688,-113.820817284,1496.1,-0.1,37.192,557.83,,,,,
T,43.363186726,-113.825826058,1494.3,-0.4,37.603,411.14,,,,,
T,43.362994948,-113.827240001,1494.5,0.2,37.719,116.58,,,,,
T,43.362384327,-113.829231709,1494.8,0.2,37.894,175.12,,,,,
T,43.361085467,-113.831536481,1493.3,-0.7,38.130,236.07,,,,,
T,43.360246103,-113.832944222,1489.6,-2.5,38.278,147.37,,,,,
T,43.359911917,-113.833506061,1489.3,-0.4,38.337,58.76,,,,,
T,43.356406353,-113.839396024,1488.7,-0.1,38.953,616.17,,,,,
T,43.355908301,-113.840238573,1488.8,0.1,39.041,87.90,,,,,
T,43.352569453,-113.845860986,1489.5,0.1,39.628,587.68,,,,,
T,43.350067539,-113.850088147,1487.5,-0.5,40.070,441.27,,,,,
T,43.349396735,-113.851212328,1485.7,-1.5,40.187,117.74,,,,,
T,43.346416550,-113.856301485,1481.0,-0.9,40.716,529.04,,,,,
T,43.345606271,-113.858171320,1479.1,-1.1,40.893,176.32,,,,,
T,43.345476687,-113.858486982,1478.8,-1.0,40.922,29.37,,,,,
T,43.344834214,-113.860074179,1477.5,-0.9,41.069,147.16,,,,,
T,43.343016515,-113.864491945,1475.6,-0.5,41.480,411.22,,,,,
T,43.340164153,-113.871439788,1470.5,-0.8,42.127,646.39,,,,,
T,43.338214606,-113.876165505,1469.3,-0.3,42.567,440.19,,,,,
T,43.337308019,-113.878375897,1468.6,-0.3,42.773,205.61,,,,,
T,43.335128305,-113.884163601,1464.1,-0.8,43.301,528.14,,,,,
T,43.334947256,-113.886319343,1463.8,-0.2,43.477,175.98,,,,,
T,43.334975503,-113.888859479,1463.2,-0.3,43.683,206.02,,,,,
T,43.335024873,-113.893937571,1460.7,-0.6,44.095,411.85,,,,,
T,43.335092850,-113.903721180,1456.8,-0.5,44.888,793.45,,,,,
T,43.335132999,-113.910967335,1454.5,-0.4,45.476,587.65,,,,,
T,43.335177675,-113.920378536,1454.2,-0.0,46.239,763.23,,,,,
T,43.335199049,-113.923637588,1453.9,-0.1,46.503,264.31,,,,,
T,43.334966032,-113.926143357,1454.0,0.0,46.708,204.85,,,,,
T,43.334188443,-113.928429354,1454.1,0.1,46.913,204.53,,,,,
T,43.332932666,-113.930276055,1454.5,0.2,47.117,204.68,,,,,
T,43.330916399,-113.931996105,1454.1,-0.2,47.381,263.89,,,,,
T,43.328898791,-113.933640383,1455.6,0.6,47.642,260.82,,,,,
T,43.326683203,-113.935530586,1454.1,-0.5,47.932,289.99,,,,,
T,43.324864833,-113.937595636,1455.8,0.6,48.194,262.42,,,,,
T,43.322384963,-113.940447830,1460.9,1.4,48.554,359.76,,,,,
T,43.321700832,-113.941237908,1465.4,4.6,48.654,99.42,,,,,
T,43.320442876,-113.942673057,1465.1,-0.2,48.835,181.89,,,,,
T,43.320018668,-113.943166835,1463.5,-2.6,48.897,61.85,,,,,
T,43.319374016,-113.943897151,1463.7,0.3,48.990,92.95,,,,,
T,43.317539385,-113.945794729,1463.1,-0.3,49.246,255.42,,,,,
T,43.317073686,-113.945954070,1463.1,-0.1,49.299,53.33,,,,,
T,43.315706681,-113.945932360,1461.9,-0.8,49.451,151.88,,,,,
T,43.313688822,-113.945925320,1460.2,-0.7,49.675,224.18,,,,,
T,43.311166456,-113.945916183,1458.8,-0.5,49.955,280.23,,,,,
T,43.308954053,-113.945906712,1458.2,-0.2,50.201,245.80,,,,,
T,43.307025712,-113.945881231,1457.9,-0.2,50.415,214.25,,,,,
T,43.305220418,-113.945872514,1457.6,-0.1,50.616,200.57,,,,,
T,43.302628733,-113.945878213,1457.3,-0.1,50.904,287.93,,,,,
T,43.302404434,-113.945886511,1457.3,0.0,50.929,24.93,,,,,
T,43.302104864,-113.946225056,1457.2,-0.3,50.972,43.15,,,,,
T,43.302092040,-113.947606143,1457.3,0.1,51.084,112.07,,,,,
T,43.302117018,-113.950083582,1457.3,0.0,51.285,201.04,,,,,
T,43.302118527,-113.953169463,1457.6,0.1,51.535,250.39,,,,,
T,43.301973688,-113.957757717,1457.6,0.0,51.908,372.64,,,,,
T,43.301839409,-113.958426761,1457.6,0.0,51.964,56.30,,,,,
