type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),color,width,opacity,name,desc
T,43.303645207,-115.329787591,1548.1,-3.2,168.271,58.75,,,,,
T,43.304172093,-115.329725063,1548.2,0.2,168.329,58.76,,,,,
T,43.304949263,-115.329446448,1546.4,-2.0,168.419,89.25,,,,,
T,43.307140041,-115.328264600,1539.2,-2.8,168.680,261.60,,,,,
T,43.308380814,-115.327754477,1535.9,-2.3,168.824,143.93,,,,,
T,43.309146836,-115.327630006,1534.1,-2.1,168.910,85.70,,,,,
T,43.310404373,-115.327866711,1530.9,-2.3,169.051,141.02,,,,,
T,43.311749417,-115.328810178,1529.3,-0.9,169.219,167.90,,,,,
T,43.313869117,-115.331397504,1530.9,0.5,169.534,315.46,,,,,
T,43.314639330,-115.332356645,1527.4,-3.0,169.650,115.66,,,,,
T,43.315232098,-115.333090397,1526.3,-1.2,169.739,88.77,,,,,
T,43.315635351,-115.333583253,1525.6,-1.2,169.799,60.05,,,,,
T,43.316637408,-115.334821846,1523.5,-1.4,169.949,149.96,,,,,
T,43.320185719,-115.339299375,1525.0,0.3,170.485,536.03,,,,,
T,43.320675893,-115.340155419,1525.6,0.6,170.573,88.25,,,,,
T,43.321215184,-115.341381943,1536.9,9.7,170.689,116.14,,,,,
T,43.321555993,-115.342374276,1531.6,-6.0,170.778,88.95,,,,,
T,43.321656156,-115.342717348,1529.6,-6.5,170.808,29.97,,,,,
T,43.322086232,-115.345241809,1537.2,3.6,171.018,210.27,,,,,
T,43.322123615,-115.347095299,1527.6,-6.4,171.169,150.40,,,,,
T,43.321982464,-115.348568168,1528.4,0.7,171.289,120.49,,,,,
T,43.321774341,-115.349638620,1525.3,-3.5,171.379,89.85,,,,,
T,43.320955429,-115.352731962,1534.7,3.5,171.646,266.90,,,,,
T,43.320678826,-115.353754219,1535.4,0.7,171.734,88.43,,,,,
T,43.320307676,-115.355132874,1539.2,3.2,171.854,119.19,,,,,
T,43.320029061,-115.356167117,1540.5,1.4,171.943,89.42,,,,,
T,43.319752542,-115.357197337,1540.8,0.4,172.032,89.04,,,,,
T,43.319477616,-115.358229065,1549.4,9.6,172.121,89.09,,,,,
T,43.319200175,-115.359268757,1558.6,10.3,172.211,89.79,,,,,
T,43.319106884,-115.359617276,1558.8,0.7,172.241,30.11,,,,,
T,43.318353435,-115.362424459,1548.8,-4.1,172.484,242.61,,,,,
T,43.318073815,-115.363470018,1542.8,-6.7,172.574,90.32,,,,,
T,43.317793524,-115.364509877,1537.5,-5.8,172.664,89.92,,,,,
T,43.317604763,-115.365203312,1536.9,-1.0,172.724,60.03,,,,,
T,43.317327742,-115.366243506,1535.5,-1.6,172.814,89.82,,,,,
T,43.316872101,-115.367959449,1526.2,-6.3,172.962,148.12,,,,,
T,43.316409085,-115.369666927,1526.6,0.3,173.110,147.76,,,,,
T,43.315493530,-115.373120103,1527.1,0.2,173.408,298.02,,,,,
T,43.314425675,-115.377289178,1522.3,-1.3,173.766,358.41,,,,,
T,43.314243955,-115.378746288,1523.5,1.0,173.886,119.92,,,,,
T,43.314192826,-115.379853370,1522.0,-1.6,173.976,89.99,,,,,
T,43.314182516,-115.380957099,1514.4,-8.5,174.066,89.55,,,,,
T,43.314192658,-115.382426027,1515.1,0.6,174.185,119.17,,,,,
T,43.314204225,-115.383529421,1509.7,-6.0,174.274,89.52,,,,,
T,43.314218810,-115.384628707,1509.0,-0.7,174.363,89.19,,,,,
T,43.314382425,-115.391228199,1506.6,-0.5,174.899,535.69,,,,,
T,43.314716024,-115.392628564,1507.2,0.6,175.019,119.50,,,,,
T,43.315591346,-115.394468475,1508.5,0.7,175.197,178.14,,,,,
T,43.316930607,-115.396289527,1509.7,0.6,175.406,209.67,,,,,
T,43.318071300,-115.397835989,1512.7,1.7,175.585,178.32,,,,,
T,43.318709917,-115.398992440,1516.4,3.1,175.702,117.62,,,,,
T,43.318985430,-115.399611946,1519.4,5.0,175.761,58.84,,,,,
T,43.319231020,-115.400254922,1522.4,5.2,175.820,58.86,,,,,
T,43.319450039,-115.400919020,1524.6,3.7,175.879,59.11,,,,,
T,43.319649026,-115.401597200,1526.3,2.7,175.938,59.29,,,,,
T,43.320027217,-115.402966384,1530.8,3.8,176.057,118.75,,,,,
T,43.320309352,-115.403999789,1535.2,4.9,176.147,89.49,,,,,
T,43.320496604,-115.404689452,1539.7,7.6,176.206,59.69,,,,,
T,43.320776895,-115.405721851,1546.4,7.5,176.296,89.35,,,,,
T,43.321026005,-115.406768499,1547.9,1.7,176.385,89.30,,,,,
T,43.321183752,-115.407847753,1551.9,4.5,176.474,89.28,,,,,
T,43.321219375,-115.408946956,1552.8,1.0,176.564,89.25,,,,,
T,43.321151985,-115.410044985,1554.0,1.3,176.653,89.38,,,,,
T,43.321079817,-115.411141338,1560.8,7.6,176.742,89.29,,,,,
T,43.320987783,-115.412598029,1567.3,5.5,176.861,118.60,,,,,
T,43.320918800,-115.413692370,1572.1,5.4,176.950,89.10,,,,,
T,43.320870353,-115.414421679,1572.2,0.2,177.009,59.40,,,,,
T,43.320747809,-115.416254802,1576.2,2.7,177.159,149.32,,,,,
T,43.320529545,-115.419603120,1568.4,-2.8,177.431,272.68,,,,,
T,43.320481265,-115.420342321,1563.2,-8.7,177.492,60.20,,,,,
T,43.320427202,-115.421079760,1561.2,-3.3,177.552,60.12,,,,,
T,43.320324188,-115.421799514,1559.4,-3.0,177.611,59.49,,,,,
T,43.320017578,-115.422816072,1555.8,-4.1,177.700,89.22,,,,,
T,43.319774503,-115.423477572,1551.2,-7.6,177.760,60.07,,,,,
T,43.319567302,-115.424162708,1549.4,-3.0,177.821,60.15,,,,,
T,43.319373429,-115.425238693,1546.6,-3.2,177.910,89.90,,,,,
T,43.319279887,-115.425967835,1538.3,-13.8,177.971,60.05,,,,,
T,43.319148039,-115.426688930,1536.6,-2.8,178.031,60.30,,,,,
T,43.318947041,-115.427367780,1531.3,-9.0,178.090,59.42,,,,,
T,43.318477655,-115.428257687,1530.8,-0.5,178.179,89.05,,,,,
T,43.318282273,-115.428509144,1529.4,-4.6,178.209,29.79,,,,,
T,43.317638710,-115.429184642,1525.4,-4.5,178.299,90.08,,,,,
T,43.316968074,-115.429796604,1522.1,-3.7,178.389,89.53,,,,,
T,43.316088561,-115.430627838,1514.2,-6.6,178.507,118.72,,,,,
T,43.314290978,-115.432820963,1517.7,1.3,178.775,267.46,,,,,
T,43.312383173,-115.434866566,1517.4,-0.1,179.044,269.19,,,,,
T,43.309687804,-115.437297737,1513.4,-1.1,179.403,358.57,,,,,
T,43.306765705,-115.439926470,1511.4,-0.5,179.791,388.43,,,,,
T,43.305128217,-115.441818349,1506.9,-1.9,180.029,238.03,,,,,
T,43.304388011,-115.443310412,1511.3,3.0,180.175,146.35,,,,,
T,43.304167483,-115.443959171,1511.9,1.0,180.234,58.06,,,,,
T,43.303974448,-115.444622934,1520.1,14.1,180.292,57.97,,,,,
T,43.303770181,-115.445279656,1524.6,7.8,180.349,57.92,,,,,
T,43.303647051,-115.445595235,1528.7,14.0,180.378,29.03,,,,,
T,43.302945485,-115.446661496,1531.5,2.4,180.495,116.45,,,,,
T,43.302492527,-115.447035162,1532.6,1.9,180.554,58.75,,,,,
T,43.302250961,-115.447190897,1533.4,2.8,180.583,29.66,,,,,
T,43.301251335,-115.447738990,1534.5,0.9,180.703,119.63,,,,,
T,43.300500149,-115.448149284,1534.3,-0.3,180.793,89.85,,,,,
T,43.299501277,-115.448699389,1542.1,6.6,180.912,119.61,,,,,
T,43.298503663,-115.449242452,1552.2,8.4,181.032,119.27,,,,,
T,43.297758596,-115.449652411,1561.1,10.0,181.121,89.21,,,,,
T,43.297010511,-115.450060777,1559.8,-1.5,181.210,89.47,,,,,
T,43.296015495,-115.450614318,1562.4,2.2,181.330,119.32,,,,,
T,43.295268584,-115.451017823,1563.9,1.8,181.419,89.21,,,,,
T,43.294772627,-115.451287301,1567.4,5.8,181.478,59.28,,,,,
T,43.294034181,-115.451698685,1573.2,6.6,181.567,88.57,,,,,
T,43.293542247,-115.451975288,1577.7,7.7,181.626,59.08,,,,,
T,43.293050313,-115.452253735,1579.8,3.4,181.685,59.14,,,,,
T,43.292315388,-115.452689510,1589.4,10.8,181.774,88.98,,,,,
T,43.291843906,-115.453040125,1591.2,3.1,181.834,59.61,,,,,
T,43.290987862,-115.453947801,1596.7,4.6,181.954,120.30,,,,,
T,43.290007180,-115.455723004,1596.8,0.0,182.134,180.63,,,,,
T,43.289486244,-115.457437523,1590.6,-4.1,182.285,150.70,,,,,
T,43.288912252,-115.459513385,1587.2,-1.9,182.465,180.14,,,,,
T,43.288718713,-115.460201707,1586.4,-1.4,182.525,59.86,,,,,
T,43.288237257,-115.461924356,1581.5,-3.3,182.675,149.69,,,,,
T,43.287752364,-115.463649267,1576.0,-3.6,182.825,150.00,,,,,
T,43.287459584,-115.464683007,1573.9,-2.3,182.915,89.98,,,,,
T,43.287168061,-115.465719011,1568.6,-5.9,183.005,90.10,,,,,
T,43.286974020,-115.466404650,1564.2,-7.4,183.065,59.68,,,,,
T,43.286679229,-115.467438223,1561.1,-3.5,183.155,90.05,,,,,
T,43.286484014,-115.468125623,1555.7,-8.9,183.215,59.86,,,,,
T,43.286291230,-115.468811598,1551.5,-7.1,183.274,59.65,,,,,
T,43.286001217,-115.469843158,1548.2,-3.6,183.364,89.71,,,,,
T,43.285710784,-115.470878994,1542.6,-6.3,183.454,90.05,,,,,
T,43.285416411,-115.471903682,1539.1,-4.0,183.543,89.37,,,,,
T,43.285221029,-115.472587142,1537.2,-3.0,183.603,59.57,,,,,
T,43.284927495,-115.473610405,1534.4,-3.2,183.692,89.22,,,,,
T,43.284633877,-115.474635092,1531.7,-3.0,183.781,89.34,,,,,
T,43.284343611,-115.475662295,1529.3,-2.7,183.871,89.39,,,,,
T,43.283566358,-115.478402088,1522.1,-3.0,184.109,238.55,,,,,
T,43.283276260,-115.479428451,1523.5,1.5,184.199,89.32,,,,,
T,43.282488696,-115.482155085,1517.8,-2.4,184.437,237.98,,,,,
T,43.281820240,-115.484555662,1516.4,-0.7,184.645,208.52,,,,,
T,43.281565933,-115.486714002,1517.2,0.5,184.823,177.45,,,,,
T,43.281661989,-115.488554332,1509.2,-5.3,184.972,149.76,,,,,
T,43.281723596,-115.489658816,1507.6,-1.8,185.062,89.91,,,,,
T,43.281743964,-115.490395836,1507.7,0.3,185.122,59.86,,,,,
T,43.281538021,-115.492205489,1503.2,-3.0,185.271,148.66,,,,,
T,43.281208361,-115.493211150,1501.4,-2.0,185.360,89.47,,,,,
T,43.280818937,-115.494177835,1500.7,-0.7,185.450,89.60,,,,,
T,43.280043025,-115.496115312,1498.0,-1.5,185.629,179.34,,,,,
T,43.279399211,-115.497726733,1494.0,-2.7,185.778,149.08,,,,,
T,43.278534198,-115.499573350,1495.0,0.6,185.956,178.05,,,,,
T,43.276790930,-115.502362764,1487.6,-2.5,186.254,297.96,,,,,
T,43.275902951,-115.503746197,1489.3,1.1,186.404,149.48,,,,,
T,43.274331177,-115.505746286,1488.7,-0.3,186.642,238.44,,,,,
T,43.272860404,-115.506621441,1482.8,-3.3,186.820,178.18,,,,,
T,43.268704656,-115.508189024,1484.0,0.3,187.299,478.91,,,,,
T,43.266839013,-115.509629957,1486.9,1.2,187.537,238.00,,,,,
T,43.265336808,-115.511715710,1476.2,-4.5,187.775,237.76,,,,,
T,43.264718810,-115.512906443,1484.9,7.3,187.894,118.58,,,,,
T,43.264268031,-115.513803726,1488.2,3.8,187.982,88.40,,,,,
T,43.263816163,-115.514698913,1489.3,1.2,188.070,88.33,,,,,
T,43.263513325,-115.515298638,1491.5,3.7,188.130,59.19,,,,,
T,43.263209062,-115.515900292,1499.7,13.8,188.189,59.40,,,,,
T,43.262907229,-115.516504794,1500.7,1.7,188.248,59.44,,,,,
T,43.262603050,-115.517108375,1502.5,3.0,188.308,59.53,,,,,
T,43.262300715,-115.517708603,1508.7,10.5,188.367,59.19,,,,,
T,43.261867454,-115.518636731,1512.8,4.6,188.457,89.42,,,,,
T,43.261333192,-115.520326356,1520.2,5.0,188.606,149.48,,,,,
T,43.260917785,-115.522087393,1515.6,-3.1,188.756,150.25,,,,,
T,43.259728812,-115.527375285,1512.2,-0.8,189.206,449.22,,,,,
T,43.258430874,-115.535637410,1517.5,0.8,189.892,686.19,,,,,
T,43.257224718,-115.542417113,1512.8,-0.8,190.458,566.58,,,,,
T,43.256392311,-115.543850251,1512.5,-0.2,190.607,148.64,,,,,
T,43.254445279,-115.545804743,1513.2,0.3,190.875,268.29,,,,,
T,43.253150443,-115.547090946,1519.4,3.5,191.053,177.77,,,,,
T,43.252523644,-115.547769629,1523.2,4.2,191.142,88.81,,,,,
T,43.251913777,-115.548483850,1525.2,2.3,191.231,89.19,,,,,
T,43.250747016,-115.550013045,1535.1,5.5,191.411,179.51,,,,,
T,43.249880662,-115.551868211,1536.6,0.8,191.589,178.78,,,,,
T,43.249479001,-115.554003501,1522.7,-7.7,191.768,179.06,,,,,
T,43.249465087,-115.555111505,1519.6,-3.4,191.858,89.99,,,,,
T,43.249532562,-115.555847855,1517.3,-3.8,191.919,60.27,,,,,
T,43.249730123,-115.556922332,1515.7,-1.8,192.009,89.98,,,,,
T,43.250037823,-115.557945762,1514.7,-1.1,192.098,89.87,,,,,
T,43.250404196,-115.558929462,1512.8,-2.1,192.188,89.66,,,,,
T,43.250782220,-115.559908720,1504.4,-9.3,192.278,89.93,,,,,
T,43.251159573,-115.560886636,1503.0,-1.6,192.368,89.80,,,,,
T,43.251660308,-115.562192034,1498.7,-3.6,192.488,119.72,,,,,
T,43.252033973,-115.563168861,1492.4,-7.1,192.577,89.53,,,,,
T,43.252405124,-115.564148370,1486.8,-6.2,192.667,89.60,,,,,
T,43.252772922,-115.565126287,1480.2,-7.5,192.756,89.31,,,,,
T,43.253085818,-115.566134462,1471.2,-10.0,192.845,88.94,,,,,
T,43.253164943,-115.566484071,1469.7,-5.1,192.875,29.72,,,,,
T,43.253275165,-115.567932799,1469.4,-0.3,192.993,118.28,,,,,
T,43.253076011,-115.569370380,1464.5,-4.1,193.112,118.82,,,,,
T,43.252707878,-115.570754400,1464.9,0.3,193.231,119.60,,,,,
T,43.252429180,-115.571792582,1463.6,-1.4,193.321,89.81,,,,,
T,43.252241677,-115.572480988,1459.3,-7.2,193.381,59.66,,,,,
T,43.251961554,-115.573515398,1453.0,-7.0,193.470,89.58,,,,,
T,43.251680089,-115.574554671,1452.4,-0.8,193.560,90.00,,,,,
T,43.251497196,-115.575247686,1450.0,-4.0,193.620,59.83,,,,,
T,43.251261581,-115.576304896,1446.5,-3.9,193.710,89.76,,,,,
T,43.251139456,-115.577024482,1443.7,-4.7,193.770,59.99,,,,,
T,43.251000987,-115.578113543,1444.7,1.1,193.860,89.77,,,,,
T,43.250882970,-115.579206627,1437.7,-7.8,193.949,89.73,,,,,
T,43.250802923,-115.579938367,1433.4,-7.1,194.010,60.09,,,,,
T,43.250700496,-115.580662731,1432.9,-0.9,194.069,59.92,,,,,
T,43.250282239,-115.582006685,1423.6,-7.8,194.188,118.62,,,,,
T,43.249965152,-115.582600543,1418.7,-8.4,194.248,59.72,,,,,
T,43.249586541,-115.583126675,1413.0,-9.4,194.308,59.96,,,,,
T,43.248966029,-115.583845172,1407.8,-5.8,194.398,90.32,,,,,
T,43.248550370,-115.584319504,1407.9,0.0,194.458,60.14,,,,,
T,43.248343673,-115.584559226,1407.0,-2.7,194.488,30.11,,,,,
T,43.247931283,-115.585036408,1403.7,-5.6,194.548,60.01,,,,,
T,43.247508919,-115.585495904,1401.7,-3.3,194.608,59.95,,,,,
T,43.247055039,-115.585896475,1395.4,-10.4,194.668,60.01,,,,,
T,43.246813053,-115.586064113,1390.8,-15.4,194.698,30.13,,,,,
T,43.246041499,-115.586404083,1383.8,-7.7,194.789,90.05,,,,,
T,43.245508913,-115.586487986,1385.0,2.0,194.848,59.56,,,,,
T,43.244432090,-115.586470217,1386.1,0.9,194.968,119.64,,,,,
T,43.243632875,-115.586311547,1379.8,-7.0,195.057,89.72,,,,,
T,43.242866267,-115.585952969,1379.1,-0.8,195.147,90.01,,,,,
T,43.241915675,-115.585248386,1375.1,-3.3,195.268,120.12,,,,,
T,43.240977740,-115.584508684,1371.0,-3.4,195.388,120.28,,,,,
T,43.240048857,-115.583757497,1369.2,-1.5,195.508,119.88,,,,,
T,43.239129865,-115.582985943,1364.5,-3.9,195.628,119.80,,,,,
T,43.238213891,-115.582213216,1362.6,-1.6,195.747,119.56,,,,,
T,43.237984059,-115.582019761,1361.6,-3.6,195.777,29.98,,,,,
T,43.237067498,-115.581242843,1356.6,-4.2,195.897,119.80,,,,,
T,43.236150853,-115.580468355,1354.5,-1.7,196.017,119.70,,,,,
T,43.235229263,-115.579699147,1350.2,-3.6,196.137,119.95,,,,,
T,43.234538259,-115.579119036,1344.7,-6.1,196.227,90.08,,,,,
T,43.234078176,-115.578734810,1342.1,-4.3,196.286,59.89,,,,,
T,43.233388681,-115.578154279,1339.5,-2.9,196.376,89.95,,,,,
T,43.232698096,-115.577573581,1334.2,-5.9,196.466,90.06,,,,,
T,43.232008852,-115.576998079,1329.3,-5.4,196.556,89.72,,,,,
T,43.231549105,-115.576609662,1326.5,-4.6,196.616,60.04,,,,,
T,43.230855418,-115.576031562,1323.3,-3.5,196.706,90.25,,,,,
T,43.230163660,-115.575455306,1319.1,-4.7,196.796,89.99,,,,,
T,43.229474667,-115.574883074,1314.8,-4.9,196.886,89.56,,,,,
T,43.228558274,-115.574117806,1311.8,-2.5,197.005,119.29,,,,,
T,43.227182301,-115.572972335,1308.3,-2.0,197.184,178.96,,,,,
T,43.226493560,-115.572397001,1303.8,-5.0,197.274,89.66,,,,,
T,43.225346580,-115.571434759,1300.4,-2.2,197.423,149.49,,,,,
T,43.224888090,-115.571049945,1298.0,-4.1,197.483,59.77,,,,,
T,43.223967254,-115.570284594,1296.0,-1.7,197.603,119.72,,,,,
T,43.223508680,-115.569898440,1292.5,-5.8,197.663,59.83,,,,,
T,43.222819520,-115.569321597,1290.1,-2.7,197.753,89.77,,,,,
T,43.221901618,-115.568561191,1285.7,-3.6,197.872,119.23,,,,,
T,43.221443463,-115.568179730,1284.8,-1.6,197.931,59.59,,,,,
T,43.220524052,-115.567414379,1280.0,-4.0,198.051,119.58,,,,,
T,43.219834222,-115.566837033,1277.8,-2.4,198.141,89.85,,,,,
T,43.219138943,-115.566256922,1272.5,-5.9,198.231,90.49,,,,,
T,43.218443664,-115.565677565,1267.0,-6.1,198.322,90.46,,,,,
T,43.217982743,-115.565289399,1265.4,-2.6,198.382,60.14,,,,,
T,43.217521068,-115.564902322,1262.4,-5.0,198.442,60.17,,,,,
T,43.216829225,-115.564323720,1257.7,-5.1,198.532,90.10,,,,,
T,43.216138640,-115.563744949,1253.7,-4.5,198.622,89.99,,,,,
T,43.215681324,-115.563354604,1251.6,-3.6,198.682,59.89,,,,,
T,43.215230880,-115.562954452,1249.5,-3.4,198.742,59.68,,,,,
T,43.214566531,-115.562330419,1242.3,-8.0,198.831,89.55,,,,,
T,43.213910898,-115.561688785,1240.0,-2.6,198.921,89.58,,,,,
T,43.213261636,-115.561030889,1235.3,-5.2,199.011,89.78,,,,,
T,43.212615894,-115.560372155,1229.9,-6.0,199.100,89.51,,,,,
T,43.212187327,-115.559933782,1228.9,-1.7,199.160,59.46,,,,,
T,43.211327763,-115.559054017,1224.4,-3.8,199.279,119.29,,,,,
T,43.211112851,-115.558832735,1224.1,-1.1,199.309,29.89,,,,,
T,43.210468870,-115.558171487,1223.5,-0.7,199.398,89.48,,,,,
T,43.209821368,-115.557506634,1219.3,-4.6,199.488,89.96,,,,,
T,43.209160035,-115.556865754,1215.0,-4.8,199.578,90.06,,,,,
T,43.208456459,-115.556327971,1210.9,-4.6,199.668,89.55,,,,,
T,43.207699489,-115.555951120,1206.0,-5.4,199.757,89.50,,,,,
T,43.206915446,-115.555679044,1202.7,-3.7,199.847,89.87,,,,,
T,43.206130983,-115.555425826,1196.6,-6.8,199.937,89.55,,,,,
T,43.205080312,-115.555073535,1193.6,-2.5,200.057,120.19,,,,,
T,43.204290066,-115.554817719,1186.8,-7.5,200.147,90.22,,,,,
T,43.203766700,-115.554643208,1184.7,-3.4,200.207,59.85,,,,,
T,43.202983663,-115.554381693,1179.5,-5.8,200.297,89.55,,,,,
T,43.202196267,-115.554136774,1176.9,-2.9,200.386,89.71,,,,,
T,43.200606220,-115.554030743,1175.8,-0.6,200.563,176.86,,,,,
T,43.199809436,-115.554138618,1175.7,-0.2,200.652,88.95,,,,,
T,43.198746778,-115.554345818,1174.0,-1.4,200.771,119.25,,,,,
T,43.197977571,-115.554687884,1171.9,-2.4,200.861,89.87,,,,,
T,43.197495528,-115.555030703,1170.1,-2.9,200.922,60.37,,,,,
T,43.196670748,-115.555977691,1165.6,-3.8,201.041,119.67,,,,,
T,43.196073538,-115.557196084,1161.8,-3.2,201.160,119.20,,,,,
T,43.195867594,-115.557874935,1160.3,-2.4,201.220,59.73,,,,,
T,43.195567271,-115.559297763,1157.6,-2.3,201.341,120.37,,,,,
T,43.195353868,-115.560373664,1154.4,-3.5,201.431,90.61,,,,,
T,43.195136609,-115.561445458,1152.3,-2.3,201.522,90.40,,,,,
T,43.194919685,-115.562505936,1148.8,-3.9,201.611,89.50,,,,,
T,43.194340831,-115.565343211,1145.2,-1.5,201.850,239.42,,,,,
T,43.194043608,-115.566766039,1142.1,-2.6,201.971,120.27,,,,,
T,43.193750912,-115.568186101,1139.6,-2.0,202.091,119.92,,,,,
T,43.193384120,-115.569955101,1135.8,-2.5,202.240,149.45,,,,,
T,43.193008443,-115.571722174,1132.2,-2.4,202.390,149.58,,,,,
T,43.192710383,-115.573137291,1129.3,-2.5,202.509,119.70,,,,,
T,43.192420537,-115.574553162,1127.4,-1.5,202.629,119.51,,,,,
T,43.192351470,-115.574908219,1126.3,-4.0,202.659,29.86,,,,,
T,43.192098755,-115.576337920,1123.5,-2.3,202.778,119.56,,,,,
T,43.191929609,-115.577416168,1122.1,-1.6,202.868,89.64,,,,,
T,43.191783680,-115.578499949,1119.1,-3.3,202.958,89.58,,,,,
T,43.191619897,-115.579950772,1116.5,-2.2,203.077,119.33,,,,,
T,43.191494923,-115.581408720,1112.5,-3.3,203.196,119.32,,,,,
T,43.191387886,-115.583239999,1109.9,-1.8,203.346,149.33,,,,,
T,43.191333990,-115.585074630,1105.8,-2.8,203.495,149.25,,,,,
T,43.191325944,-115.585438320,1105.3,-1.6,203.524,29.58,,,,,
T,43.191283867,-115.587246297,1104.3,-0.7,203.671,147.04,,,,,
T,43.191183619,-115.591529617,1098.7,-1.6,204.020,348.36,,,,,
T,43.191150343,-115.592960827,1094.9,-3.3,204.136,116.40,,,,,
T,43.191122431,-115.594033124,1091.5,-3.9,204.223,87.22,,,,,
T,43.190973988,-115.595448073,1089.0,-2.1,204.340,116.19,,,,,
T,43.190728650,-115.596468151,1086.9,-2.4,204.427,87.28,,,,,
T,43.190387003,-115.597434835,1084.3,-3.0,204.514,87.27,,,,,
T,43.190023396,-115.598391043,1074.8,-10.8,204.602,87.60,,,,,
T,43.189532384,-115.599649921,1073.6,-1.0,204.718,115.96,,,,,
T,43.187755756,-115.604779394,1073.9,0.1,205.179,461.34,,,,,
T,43.187308833,-115.606453009,1070.5,-2.3,205.324,144.83,,,,,
T,43.187040528,-115.607448611,1065.5,-5.9,205.410,86.25,,,,,
T,43.186758310,-115.608434910,1057.0,-9.9,205.496,86.09,,,,,
T,43.186220862,-115.610018000,1057.4,0.3,205.638,141.87,,,,,
T,43.184726536,-115.613255929,1058.5,0.3,205.949,311.21,,,,,
T,43.183555920,-115.615114113,1059.0,0.2,206.149,199.33,,,,,
T,43.179832930,-115.620040409,1055.6,-0.6,206.724,575.74,,,,,
T,43.178481767,-115.621792059,1051.8,-1.8,206.931,206.92,,,,,
T,43.177810376,-115.622709123,1050.0,-1.7,207.037,105.47,,,,,
T,43.176950561,-115.623879153,1046.6,-2.5,207.172,134.81,,,,,
T,43.176144389,-115.624958994,1042.4,-3.4,207.297,125.42,,,,,
T,43.174601868,-115.627007280,1040.1,-0.9,207.536,238.96,,,,,
T,43.173068566,-115.629081717,1036.3,-1.6,207.776,239.72,,,,,
T,43.172880476,-115.629348010,1035.3,-3.4,207.806,30.09,,,,,
T,43.172328779,-115.630160971,1032.3,-3.4,207.896,90.15,,,,,
T,43.171612630,-115.631263778,1028.1,-3.5,208.016,119.88,,,,,
T,43.171079624,-115.632092915,1024.3,-4.2,208.105,89.73,,,,,
T,43.170553576,-115.632923227,1021.1,-3.6,208.195,89.30,,,,,
T,43.170029959,-115.633755634,1018.1,-3.3,208.284,89.25,,,,,
T,43.169503910,-115.634587202,1014.7,-3.8,208.373,89.38,,,,,
T,43.169151451,-115.635139067,1012.4,-4.0,208.433,59.56,,,,,
T,43.168623140,-115.635966109,1009.5,-3.2,208.522,89.26,,,,,
T,43.168098014,-115.636797342,1006.7,-3.1,208.612,89.29,,,,,
T,43.167575570,-115.637630671,1005.5,-1.4,208.701,89.22,,,,,
T,43.166525485,-115.639286600,1003.4,-1.2,208.879,178.17,,,,,
T,43.165471796,-115.640939344,1005.0,0.9,209.057,178.23,,,,,
T,43.164244434,-115.642874222,1006.9,0.9,209.265,208.21,,,,,
T,43.163365172,-115.644254470,1008.8,1.3,209.414,148.80,,,,,
T,43.162664026,-115.645360127,1013.2,3.7,209.533,118.97,,,,,
T,43.161956426,-115.646469472,1014.7,1.3,209.653,119.66,,,,,
T,43.160177115,-115.649248995,1011.7,-1.0,209.953,300.29,,,,,
T,43.159821974,-115.649805302,1011.6,-0.3,210.013,60.03,,,,,
T,43.157309163,-115.653477916,1010.5,-0.3,210.422,408.84,,,,,
T,43.155555921,-115.655091349,1006.4,-1.7,210.657,234.86,,,,,
T,43.155124588,-115.655388152,1005.4,-2.0,210.710,53.66,,,,,
T,43.153554490,-115.656259116,1003.4,-1.0,210.899,188.27,,,,,
T,43.152122358,-115.657013152,1004.3,0.5,211.069,170.52,,,,,
T,43.148546387,-115.658910479,1004.6,0.1,211.495,426.20,,,,,
T,43.146003568,-115.660277819,1000.8,-1.3,211.799,303.60,,,,,
T,43.144058380,-115.661307955,997.6,-1.4,212.031,231.78,,,,,
T,43.143924354,-115.661378866,997.1,-3.6,212.047,15.97,,,,,
T,43.143108124,-115.661812713,993.8,-3.4,212.144,97.31,,,,,
T,43.142490210,-115.662145894,991.8,-2.7,212.218,73.80,,,,,
T,43.142395997,-115.662202723,991.4,-3.4,212.229,11.44,,,,,
T,43.142154515,-115.662490558,990.1,-3.5,212.265,35.61,,,,,
T,43.142131632,-115.662616789,990.0,-1.1,212.276,10.58,,,,,
T,43.142134817,-115.662629195,990.0,1.4,212.277,1.07,,,,,
T,43.142098356,-115.662768921,989.9,-1.4,212.289,12.07,,,,,
T,43.141949242,-115.662998669,989.2,-2.7,212.314,24.98,,,,,
T,43.141760482,-115.663053487,988.4,-3.7,212.335,21.44,,,,,
T,43.141749585,-115.662842514,988.3,-0.5,212.352,17.21,,,,,
T,43.141916888,-115.662757019,989.0,3.4,212.372,19.85,,,,,
T,43.141944967,-115.662867744,989.1,1.6,212.382,9.53,,,,,
T,43.141947901,-115.662862128,989.2,2.3,212.382,0.56,,,,,
T,43.141956283,-115.662870677,989.2,3.5,212.383,1.16,,,,,
T,43.141939854,-115.662916107,989.1,-1.7,212.388,4.12,,,,,
T,43.141921498,-115.662917532,989.0,-4.2,212.390,2.04,,,,,
T,43.141923510,-115.662877467,989.0,0.0,212.393,3.27,,,,,
T,43.141932730,-115.662885178,989.1,3.7,212.394,1.20,,,,,
