Longitude	Latitude	Elevation	Distance	CostPerKm	ElevCost	TurnCost	NodeCost	InitialCost	WayTags	NodeTags
-115694171	43127612	956	574	1496	0	0	0	0	highway=primary surface=asphalt oneway=yes	
-115694478	43127100	956	65	2045	0	0	0	0	reversedirection=yes highway=primary	highway=traffic_signals
-115697342	43126629	956	253	2210	0	0	0	0	highway=primary	highway=traffic_signals
-115717183	43126725	957	1617	1417	0	0	0	0	highway=primary	
-115758940	43122992	968	3480	1468	0	0	0	0	highway=primary surface=asphalt	railway=level_crossing
-115848978	43094460	941	7964	1453	0	0	0	0	highway=primary surface=asphalt	
-115854519	43091333	937	586	1164	0	0	0	0	highway=primary oneway=yes	
-115855547	43091720	936	95	3345	0	0	0	0	highway=primary surface=asphalt	
-116097196	42983322	736	25999	1692	0	0	0	0	reversedirection=yes highway=primary surface=asphalt	
-116220034	43044641	731	12274	1167	0	0	0	0	highway=primary surface=asphalt	
-116471073	43111437	985	22884	1163	0	0	0	0	highway=primary	
-116492950	43142622	940	3947	1197	0	0	0	0	reversedirection=yes highway=primary	
-116549310	43216187	859	9557	1945	0	0	0	0	highway=primary	
-116606886	43333658	704	15834	1168	0	0	0	0	highway=primary maxspeed=100	
-116630265	43343569	709	2260	1371	0	0	0	0	highway=secondary maxspeed=80	
-116812312	43545320	701	29681	2110	0	0	0	0	highway=secondary	
-116816711	43545298	699	355	2076	0	0	0	0	reversedirection=yes highway=trunk	
-116818014	43545299	698	105	2163	0	0	0	0	highway=trunk	
-116817997	43544527	698	6	25268	0	0	0	0	highway=residential	
-116818014	43545299	698	6	21072	0	0	0	0	reversedirection=yes highway=residential	
-116851975	43545285	701	2743	974	0	0	0	0	highway=trunk	
-116931312	43603184	685	10971	1500	0	0	0	0	highway=primary	
-116925523	43617372	674	1688	1441	0	0	0	0	highway=primary surface=asphalt	
-116934277	43617739	681	721	1955	0	0	0	0	reversedirection=yes highway=secondary surface=asphalt	
-116980963	43624658	721	4062	2136	0	0	0	0	highway=secondary	
-117026801	43624595	759	3705	2132	0	0	0	0	reversedirection=yes highway=secondary surface=asphalt	
-117026912	43624608	759	10	2166	0	0	0	0	highway=secondary surface=asphalt	
-117071874	43738782	678	16382	1840	0	0	0	0	highway=primary surface=asphalt	
-117071825	43740495	679	192	2017	0	0	0	0	highway=primary	highway=crossing crossing=uncontrolled
-117071651	43744204	680	416	1951	0	0	0	0	highway=primary	
-117055443	43783564	670	4787	1168	0	0	0	0	reversedirection=yes highway=primary surface=asphalt	
-117033980	43852621	671	9180	1986	0	0	0	0	highway=primary surface=asphalt	
-117028622	43852643	671	430	1281	0	0	0	0	reversedirection=yes highway=primary surface=asphalt	
-117026320	43872029	668	2252	1170	0	0	0	0	highway=primary surface=asphalt	
-117001549	43875799	669	2164	1277	0	0	0	0	reversedirection=yes highway=primary surface=asphalt	highway=crossing crossing=uncontrolled
-117000481	43876888	665	151	1821	0	0	0	0	reversedirection=yes highway=primary surface=asphalt	
-117006297	43896478	663	2332	1646	0	0	0	0	highway=primary	
-117005931	43896481	663	30	11377	0	0	0	0	highway=service	
-117005923	43897164	663	76	5588	0	0	0	0	reversedirection=yes highway=service	
-117005621	43897374	662	27	6745	0	0	0	0	highway=service	
-117005923	43897164	663	27	6544	0	0	0	0	reversedirection=yes highway=service	
-117005931	43896481	663	76	4148	0	0	0	0	highway=service	
-117006297	43896478	663	30	7633	0	0	0	0	reversedirection=yes highway=service	
-117005662	43988682	666	10260	1178	0	0	0	0	highway=primary	
-117230453	43983355	681	18361	1138	0	0	0	0	reversedirection=yes highway=trunk	
-117230770	43983289	681	27	2143	0	0	0	0	highway=trunk	
-117234563	43982689	681	315	1453	0	0	0	0	highway=trunk oneway=yes	
-117238213	43982648	683	294	1886	0	0	0	0	highway=primary oneway=yes	highway=crossing crossing=uncontrolled
-117239216	43982660	683	81	2167	0	0	0	0	highway=primary oneway=yes	highway=crossing crossing=uncontrolled
-117239952	43982664	683	60	1990	0	0	0	0	highway=primary oneway=yes	highway=crossing crossing=uncontrolled
-117241010	43982662	682	86	2051	0	0	0	0	highway=primary oneway=yes	highway=crossing crossing=uncontrolled
-117241998	43982667	683	81	1977	0	0	0	0	highway=primary oneway=yes	highway=crossing crossing=uncontrolled
-117242983	43982669	683	80	2070	0	0	0	0	highway=primary oneway=yes	highway=crossing crossing=uncontrolled
-117243239	43982670	684	22	2169	0	0	0	0	highway=primary oneway=yes	highway=crossing crossing=uncontrolled
-117243982	43982674	684	60	2048	0	0	0	0	highway=primary oneway=yes	highway=crossing crossing=uncontrolled
-117245748	43982684	682	143	2204	0	0	0	0	highway=primary oneway=yes	highway=crossing crossing=uncontrolled
-117251684	43981737	685	501	1603	0	0	0	0	highway=primary oneway=yes	
-117532765	43873575	749	27319	1762	0	0	0	0	reversedirection=yes highway=trunk	
-117742492	43777579	803	22931	1265	0	0	0	0	highway=trunk	
-118078938	43744570	902	37923	1755	0	0	0	0	reversedirection=yes highway=trunk	
-118126223	43771154	922	5005	1352	0	0	0	0	highway=trunk	
-118940409	43614072	1261	77402	1185	0	0	0	0	reversedirection=yes highway=trunk	
-119000952	43614134	1267	4871	1159	0	0	0	0	highway=primary	
-119054387	43594100	1271	5154	1915	0	0	0	0	reversedirection=yes highway=primary	
-119054448	43588348	1267	564	2246	0	0	0	0	highway=primary	
