type,time,latitude,longitude,altitude (m),color,sym,name,desc
T,2017-10-05 20:16:59,42.896204246,-108.597375574,1567.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:17:02,42.895789845,-108.598188367,1567.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:17:07,42.894989122,-108.599473145,1569.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:17:12,42.893998716,-108.600707715,1572.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:17:20,42.892278666,-108.602762790,1575.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:17:26,42.890999252,-108.604288716,1579.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:17:29,42.890355354,-108.605045015,1582.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:17:31,42.889913879,-108.605531584,1584.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:17:37,42.888508234,-108.606854500,1586.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:17:38,42.888267338,-108.607059522,1587.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:17:44,42.886759099,-108.608150342,1591.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:17:48,42.885702392,-108.608735818,1593.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:17:56,42.883545477,-108.609744161,1595.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:18:00,42.882467899,-108.610239029,1598.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:18:03,42.881658878,-108.610605737,1602.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:18:09,42.880046032,-108.611356420,1603.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:18:10,42.879776219,-108.611479970,1604.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:18:16,42.878161529,-108.612232916,1606.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:18:18,42.877622321,-108.612485547,1607.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:18:25,42.875737650,-108.613364389,1610.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:18:27,42.875199364,-108.613612829,1610.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:18:32,42.873848286,-108.614221439,1615.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:18:34,42.873310586,-108.614472477,1616.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:18:42,42.871296583,-108.615872255,1617.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:18:48,42.870145664,-108.617581660,1617.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:18:54,42.869441584,-108.619712759,1626.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:18:58,42.869264223,-108.621260561,1621.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:19:00,42.869213261,-108.622039324,1607.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:19:03,42.869139248,-108.623210359,1595.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:19:05,42.869089209,-108.623991637,1584.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:19:09,42.868983429,-108.625553437,1578.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:19:11,42.868928444,-108.626329517,1577.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:19:13,42.868881086,-108.627105933,1578.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:19:16,42.868814031,-108.628261797,1574.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:19:19,42.868771367,-108.629415650,1573.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:19:24,42.868749825,-108.631344326,1570.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:19:29,42.868745383,-108.633150626,1569.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:19:33,42.868743455,-108.634278243,1569.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:19:38,42.868799195,-108.635159517,1569.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:19:41,42.868825514,-108.635475431,1569.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:19:49,42.868812271,-108.635567296,1569.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:20:26,42.868837249,-108.635502588,1569.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:20:29,42.868818473,-108.635620689,1569.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:20:36,42.868732726,-108.636639425,1570.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:20:45,42.868718980,-108.638826683,1570.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:20:52,42.868698360,-108.640908664,1569.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:21:01,42.868668856,-108.644119268,1571.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:21:16,42.868601046,-108.649966735,1574.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:21:38,42.868501972,-108.658495741,1577.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:21:45,42.868470121,-108.661205862,1579.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:21:57,42.868467774,-108.665845245,1582.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:21:58,42.868488310,-108.666231232,1582.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:22:01,42.868578918,-108.667386007,1582.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:22:14,42.869271599,-108.672339208,1582.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:22:26,42.869876437,-108.676884715,1586.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:22:30,42.869808041,-108.678416423,1586.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:22:34,42.869499670,-108.679897170,1593.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:22:35,42.869388275,-108.680251809,1593.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:22:41,42.868433241,-108.682179647,1596.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:22:47,42.867078055,-108.683604151,1592.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:22:53,42.865469484,-108.684393307,1587.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:22:54,42.865190953,-108.684484754,1587.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:23:10,42.860761117,-108.685966088,1591.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:23:20,42.858079327,-108.687214404,1595.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:23:27,42.856481904,-108.688842254,1596.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:23:38,42.854050649,-108.691526810,1599.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:23:42,42.853192845,-108.692542194,1600.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:23:48,42.852166146,-108.694394762,1598.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:24:09,42.849230468,-108.701471854,1603.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:24:13,42.848674245,-108.702807091,1603.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:24:17,42.848115507,-108.704141574,1605.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:24:19,42.847823230,-108.704800978,1609.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:24:23,42.847188553,-108.706065891,1615.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:24:29,42.846238296,-108.707647640,1619.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:24:32,42.845788691,-108.708291370,1622.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:24:39,42.844851846,-108.709528791,1627.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:24:43,42.844353207,-108.710185597,1630.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:24:46,42.843974261,-108.710680129,1631.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:25:06,42.841416271,-108.714007745,1631.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:25:23,42.839061292,-108.716537403,1634.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:25:47,42.835721690,-108.720105747,1634.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:25:52,42.835196899,-108.720714608,1628.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:26:12,42.833371321,-108.722614702,1635.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:26:21,42.832383933,-108.723058440,1637.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:26:22,42.832272202,-108.723102948,1637.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:26:27,42.831728971,-108.723374437,1638.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:26:44,42.830838645,-108.723789928,1641.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:26:53,42.829990732,-108.722802792,1642.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:27:00,42.829185147,-108.721865779,1644.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:27:01,42.829063274,-108.721721526,1644.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:27:09,42.827996844,-108.720481507,1648.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:27:14,42.827303996,-108.719734848,1652.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:27:17,42.826861683,-108.719343748,1652.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:27:21,42.826243602,-108.718876876,1657.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:27:26,42.825417062,-108.718412351,1666.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:27:33,42.824216774,-108.717952352,1666.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:27:36,42.823695839,-108.717792844,1667.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:27:47,42.821873277,-108.716852562,1667.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:27:54,42.820854792,-108.715874562,1660.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:28:00,42.820024146,-108.714873427,1656.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:28:04,42.819423079,-108.714142358,1653.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:28:09,42.818589918,-108.713143403,1648.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:28:15,42.817500942,-108.711871617,1641.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:28:17,42.817118140,-108.711416479,1641.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:28:34,42.813790105,-108.707460053,1641.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:28:49,42.810838921,-108.703946192,1638.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:28:57,42.809260441,-108.702074513,1633.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:29:14,42.806030475,-108.697981294,1631.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:29:19,42.805217430,-108.696585540,1629.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:29:24,42.804488791,-108.695110744,1625.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:29:25,42.804344539,-108.694815030,1625.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:29:41,42.802081006,-108.690074226,1627.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:29:51,42.800584836,-108.686947441,1627.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:29:52,42.800430860,-108.686629599,1628.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:29:56,42.799804313,-108.685361752,1632.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:30:00,42.799128229,-108.684123661,1638.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:30:01,42.798949359,-108.683821745,1638.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:30:10,42.797144735,-108.681331733,1635.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:30:14,42.796241082,-108.680375274,1633.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:30:16,42.795777060,-108.679918293,1631.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:30:18,42.795312116,-108.679464245,1627.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:30:21,42.794619184,-108.678789921,1623.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:30:25,42.793702790,-108.677898087,1623.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:30:32,42.792097908,-108.676335868,1626.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:30:40,42.790231258,-108.674579021,1626.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:30:43,42.789536566,-108.673930261,1631.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:30:46,42.788846148,-108.673277311,1636.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:30:48,42.788385646,-108.672837848,1639.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:30:51,42.787690367,-108.672176264,1645.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:30:52,42.787457183,-108.671954982,1645.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:30:55,42.786753355,-108.671288202,1646.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:31:06,42.784183463,-108.668789975,1639.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:31:10,42.783261202,-108.667871738,1634.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:31:14,42.782344222,-108.666974287,1630.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:31:28,42.779121799,-108.663892178,1639.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:31:29,42.778894901,-108.663671399,1640.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:31:32,42.778213872,-108.663009647,1644.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:31:34,42.777759070,-108.662561299,1648.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:31:36,42.777298987,-108.662115047,1652.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:31:40,42.776369769,-108.661224972,1659.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:31:44,42.775431415,-108.660330456,1660.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:31:53,42.773257233,-108.658441426,1654.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:31:58,42.772004139,-108.657489996,1648.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:32:02,42.770989509,-108.656799663,1647.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:32:06,42.769952333,-108.656170098,1641.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:32:08,42.769429469,-108.655869775,1640.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:32:21,42.765959781,-108.654248631,1640.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:32:25,42.764865104,-108.653885527,1646.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:32:28,42.764048372,-108.653642535,1648.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:32:30,42.763502542,-108.653499121,1653.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:32:33,42.762670973,-108.653308684,1656.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:32:35,42.762110224,-108.653193852,1660.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:32:41,42.760407440,-108.652903419,1664.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:32:47,42.758695604,-108.652630756,1659.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:32:52,42.757274620,-108.652361361,1655.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:32:56,42.756144907,-108.652151898,1652.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:33:03,42.754179435,-108.651773287,1653.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:33:13,42.751389016,-108.651133161,1656.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:33:19,42.749708109,-108.650738709,1658.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:33:27,42.747471230,-108.650227413,1663.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:33:29,42.746923724,-108.650097074,1665.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:33:31,42.746376386,-108.649962964,1667.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:33:34,42.745551691,-108.649767246,1676.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:33:37,42.744716182,-108.649570439,1681.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:33:41,42.743594348,-108.649301296,1679.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:33:46,42.742185518,-108.648968032,1687.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:33:49,42.741337940,-108.648774242,1684.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:34:12,42.734878259,-108.647247814,1683.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:34:19,42.732903985,-108.646900049,1683.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:34:28,42.730358904,-108.646714222,1686.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:34:37,42.727803178,-108.646668876,1690.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:34:53,42.723251469,-108.646458825,1695.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:35:03,42.720465744,-108.645689366,1690.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:35:07,42.719356064,-108.645287789,1693.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:35:10,42.718525417,-108.644990735,1689.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:35:12,42.717971625,-108.644800549,1686.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:35:14,42.717415318,-108.644615309,1684.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:35:16,42.716852892,-108.644450521,1678.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:35:18,42.716285270,-108.644303083,1675.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:35:21,42.715435764,-108.644097475,1668.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:35:36,42.711280938,-108.643141855,1680.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:35:37,42.711005844,-108.643079326,1681.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:35:38,42.710731505,-108.643019311,1682.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:35:39,42.710455991,-108.642963739,1683.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:35:42,42.709623668,-108.642802639,1689.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:35:44,42.709069625,-108.642683532,1692.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:35:46,42.708515748,-108.642553445,1696.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-05 20:35:48,42.707959274,-108.642423022,1701.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
