type,time,latitude,longitude,altitude (m),color,sym,name,desc
T,2017-10-03 14:51:42,41.455916427,-96.444738647,357.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:51:57,41.459655091,-96.444773097,357.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:52:02,41.460964428,-96.444773348,357.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:52:19,41.465505324,-96.444948697,357.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:52:28,41.467834991,-96.445752019,357.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:52:37,41.470005233,-96.447167387,358.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:52:46,41.471902225,-96.449137637,358.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:52:55,41.473467713,-96.451585321,358.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:53:04,41.474618716,-96.454411447,358.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:53:13,41.475337548,-96.457492216,359.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:53:23,41.475639129,-96.461052010,359.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:53:48,41.476201974,-96.469958536,361.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:54:05,41.476290487,-96.476036087,361.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:54:16,41.476279003,-96.479955297,362.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:54:20,41.476274813,-96.481374688,362.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:54:23,41.476274813,-96.482445477,362.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:54:24,41.476273891,-96.482803384,362.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:54:38,41.476273807,-96.487824479,362.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:54:39,41.476274058,-96.488183644,362.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:54:43,41.476277243,-96.489617620,362.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:54:44,41.476275567,-96.489973683,362.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:54:47,41.476272550,-96.491034078,362.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:54:55,41.476247320,-96.493860623,362.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:54:59,41.476243632,-96.495279009,362.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:55:18,41.476239860,-96.502091903,363.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:55:32,41.476233155,-96.507105622,364.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:55:42,41.475970130,-96.510704728,364.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:55:51,41.475173933,-96.513727410,365.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:56:00,41.473887563,-96.516434932,365.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:56:08,41.472383430,-96.518471651,365.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:56:25,41.468718862,-96.522105792,365.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:56:57,41.461817706,-96.528936876,365.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:57:28,41.455143699,-96.535548102,367.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:57:40,41.452743458,-96.538113384,367.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:57:47,41.451827064,-96.540023787,367.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:57:54,41.451433701,-96.542230826,368.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:58:06,41.451421296,-96.546146935,369.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:58:21,41.451433869,-96.551028723,369.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:58:43,41.451458931,-96.558084860,369.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:58:52,41.451447532,-96.561114080,370.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:58:56,41.451446358,-96.562701529,370.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:58:57,41.451451303,-96.563103274,370.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:58:59,41.451461446,-96.563920509,370.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:59:00,41.451472594,-96.564329965,370.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:59:08,41.451502517,-96.567345355,371.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:59:20,41.451514922,-96.571249897,371.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 14:59:41,41.451551299,-96.578173097,371.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:00:03,41.451536631,-96.585439788,372.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:00:28,41.451536128,-96.593690515,372.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:00:52,41.451541241,-96.601617197,373.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:01:13,41.451559178,-96.608550707,373.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:01:35,41.451599076,-96.615816643,374.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:01:48,41.451735366,-96.619919585,374.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:01:55,41.451875009,-96.621750528,374.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:02:06,41.452393094,-96.624145657,374.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:02:16,41.452746140,-96.626404412,374.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:02:26,41.452611443,-96.628728714,375.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:02:35,41.452395944,-96.630957546,375.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:02:44,41.452565761,-96.633755425,375.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:03:08,41.453050906,-96.641675904,375.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:03:28,41.453440078,-96.648271624,375.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:03:51,41.453894544,-96.655849451,376.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:04:02,41.454124795,-96.659474876,376.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:04:19,41.454446912,-96.664960161,378.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:04:23,41.454521511,-96.666211998,378.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:04:31,41.454663919,-96.668385677,378.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:04:46,41.454898361,-96.672352999,379.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:05:05,41.455205055,-96.677381638,379.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:05:21,41.455466319,-96.681860592,379.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:05:37,41.455758596,-96.686787391,379.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:05:46,41.455929168,-96.689481000,380.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:05:58,41.456316411,-96.692882879,381.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:06:04,41.457067514,-96.694304952,380.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:06:15,41.458601905,-96.696480559,381.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:06:20,41.458959561,-96.697683865,381.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:06:29,41.459033405,-96.699900711,381.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:06:40,41.459051259,-96.702837981,381.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:06:42,41.459055282,-96.703448352,381.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:06:57,41.459085038,-96.707838709,381.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:07:13,41.459096856,-96.712078024,382.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:07:17,41.459110268,-96.713139927,382.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:07:30,41.459158966,-96.717120074,382.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:07:37,41.459189979,-96.719401292,382.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:07:54,41.459247982,-96.724973414,383.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:08:08,41.459294502,-96.729104100,383.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:08:23,41.459346889,-96.733383816,384.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:08:42,41.459418386,-96.738909585,384.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:08:59,41.459465576,-96.743825152,384.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:09:12,41.459540092,-96.747617964,384.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:09:24,41.459634220,-96.751149511,385.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:09:41,41.459935801,-96.756127942,385.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:09:55,41.460171752,-96.760088978,386.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:10:10,41.460434943,-96.764300130,386.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:10:26,41.460715737,-96.768771289,387.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:10:37,41.460879017,-96.771321231,387.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:10:46,41.461253017,-96.773243789,387.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:10:55,41.461788621,-96.774798380,387.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:11:04,41.461865818,-96.776454225,387.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:11:20,41.461817958,-96.779420245,387.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:11:39,41.461753333,-96.783314226,388.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:11:48,41.461708993,-96.785702230,388.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:12:01,41.461612014,-96.789116347,388.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:12:12,41.461632550,-96.791886147,388.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:12:14,41.461680494,-96.792487213,388.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:12:16,41.461749310,-96.793152820,388.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:12:17,41.461791890,-96.793503184,388.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:12:28,41.462239064,-96.797199519,388.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:12:49,41.462974073,-96.803817032,389.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:13:09,41.463560388,-96.810357850,390.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:13:31,41.463117069,-96.817587828,391.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:13:39,41.462334869,-96.820017239,391.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:13:46,41.462039826,-96.822286136,391.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:14:05,41.462179385,-96.828558901,391.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:14:27,41.462327912,-96.835773708,391.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:14:45,41.462631756,-96.841499051,393.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:14:52,41.463367939,-96.843502745,393.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:14:58,41.464344263,-96.844929345,393.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:15:01,41.464914568,-96.845573410,393.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:15:09,41.466060206,-96.847599233,393.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:15:16,41.466558343,-96.849735947,393.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:15:24,41.466603354,-96.852297289,394.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:15:40,41.466580722,-96.857343698,392.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:15:48,41.466556583,-96.859992966,394.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:15:51,41.466529341,-96.861129385,394.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:15:52,41.466528922,-96.861523585,394.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:16:01,41.466566641,-96.864915574,394.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:16:12,41.466571083,-96.868532449,395.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:16:32,41.466576364,-96.875186507,395.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:16:56,41.466581142,-96.883292561,396.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:17:27,41.466634870,-96.893855939,397.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:17:54,41.466681976,-96.903060274,398.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:17:55,41.466684490,-96.903400915,398.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:18:21,41.466762694,-96.912256144,399.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:18:46,41.466839891,-96.920775510,399.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:19:02,41.466891440,-96.926227016,401.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:19:27,41.466905521,-96.934740851,401.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:19:37,41.466913065,-96.938149603,402.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:19:39,41.466916250,-96.938831387,402.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:20:06,41.466946593,-96.948039830,402.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:20:29,41.466986993,-96.955869868,402.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:20:33,41.466995124,-96.957232514,403.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:20:46,41.467009876,-96.961664194,404.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:20:54,41.467023035,-96.964391749,404.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:20:59,41.467032591,-96.966094449,404.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:21:05,41.467045248,-96.968138963,405.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:21:28,41.467068885,-96.975969840,405.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:21:59,41.467115320,-96.986531206,407.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:22:29,41.467174916,-96.996756792,407.4,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:22:57,41.467149183,-97.006292716,408.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:23:11,41.467112135,-97.011064114,408.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:23:32,41.467167959,-97.018212369,409.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:23:49,41.467186483,-97.024136698,411.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:24:13,41.467178604,-97.032694956,411.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:24:27,41.466875598,-97.037682021,409.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:24:35,41.466642832,-97.040523654,411.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:24:49,41.466578375,-97.045511054,411.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:25:16,41.466629589,-97.055130126,411.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:25:39,41.466667391,-97.063330226,411.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:26:07,41.466704691,-97.073324472,413.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:26:30,41.466646185,-97.081531025,414.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:26:36,41.466141008,-97.083556261,414.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:26:42,41.465187063,-97.085276982,414.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:26:48,41.463894155,-97.086539548,414.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:27:13,41.458132519,-97.091156133,415.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:27:14,41.457902519,-97.091341708,415.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:27:26,41.455248306,-97.093746811,415.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:27:32,41.454338115,-97.095500641,415.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:27:38,41.453900412,-97.097561080,415.6,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:27:55,41.453480143,-97.103636702,416.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:28:06,41.453204211,-97.107553817,416.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:28:29,41.452700794,-97.115748217,417.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:28:47,41.452730633,-97.122168085,417.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:29:08,41.452727867,-97.129659494,418.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:29:33,41.452764748,-97.138694348,419.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:29:59,41.452848986,-97.148103956,420.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:30:24,41.452900451,-97.157156328,422.1,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:30:30,41.452913778,-97.159391614,422.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:30:34,41.452919897,-97.160985265,423.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:30:36,41.452923752,-97.161801495,423.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:30:37,41.452925093,-97.162207514,423.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:30:38,41.452926770,-97.162607247,423.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:30:39,41.452928362,-97.162999101,423.3,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:30:52,41.452946467,-97.167896563,423.8,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:30:58,41.452949317,-97.170197815,424.2,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:31:17,41.452987120,-97.177088745,426.7,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:31:39,41.452999106,-97.185044428,427.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:32:10,41.453007152,-97.196261678,429.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:32:37,41.453005560,-97.206027685,431.5,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:32:44,41.452482026,-97.208414096,431.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:32:48,41.451917421,-97.209620252,431.9,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
T,2017-10-03 15:32:55,41.450558547,-97.211336028,432.0,#efebe7,http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png,0,0
