type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),color,width,opacity,name,desc
T,42.024424039,-110.932519147,1888.3,0.4,305.418,251.38,,,,,
T,42.027273299,-110.932511520,1887.0,-0.4,305.735,316.48,,,,,
T,42.034361539,-110.932396771,1890.1,0.4,306.522,787.38,,,,,
T,42.037155479,-110.931709707,1894.5,1.4,306.838,315.51,,,,,
T,42.040272793,-110.931462944,1891.7,-0.8,307.185,346.85,,,,,
T,42.040839577,-110.931450203,1892.0,0.4,307.248,62.96,,,,,
T,42.044233661,-110.931356242,1892.8,0.2,307.625,377.08,,,,,
T,42.050495194,-110.931270076,1886.4,-0.9,308.320,695.53,,,,,
T,42.051066505,-110.931275776,1886.5,0.1,308.384,63.46,,,,,
T,42.052777251,-110.931290025,1886.6,0.1,308.574,190.02,,,,,
T,42.057289649,-110.931609459,1885.0,-0.3,309.076,501.91,,,,,
T,42.058818089,-110.932611935,1886.2,0.6,309.265,188.97,,,,,
T,42.061395021,-110.935022151,1885.3,-0.3,309.613,348.90,,,,,
T,42.064003972,-110.936527457,1886.5,0.4,309.929,315.44,,,,,
T,42.066495912,-110.938325040,1889.6,1.0,310.243,314.24,,,,,
T,42.068073302,-110.940522440,1891.0,0.6,310.496,252.53,,,,,
T,42.070713015,-110.943994476,1891.5,0.1,310.906,410.53,,,,,
T,42.072276492,-110.944877341,1885.5,-3.2,311.095,188.41,,,,,
T,42.073940718,-110.945333149,1887.6,1.1,311.283,188.66,,,,,
T,42.074213801,-110.945404228,1887.9,0.8,311.314,30.90,,,,,
T,42.076961137,-110.946148122,1889.3,0.5,311.625,311.31,,,,,
T,42.078776238,-110.946643408,1887.6,-0.8,311.831,205.74,,,,,
T,42.080860985,-110.947172726,1888.8,0.5,312.067,235.67,,,,,
T,42.085003071,-110.948308557,1891.9,0.7,312.536,469.58,,,,,
T,42.088844748,-110.949347410,1891.2,-0.2,312.972,435.28,,,,,
T,42.090772670,-110.949931713,1891.4,0.1,313.191,219.53,,,,,
T,42.093223287,-110.950782644,1891.3,-0.0,313.472,281.16,,,,,
T,42.096133567,-110.951744551,1891.8,0.2,313.805,332.91,,,,,
T,42.101711724,-110.953327557,1891.4,-0.1,314.439,633.28,,,,,
T,42.109783916,-110.955625540,1887.9,-0.4,315.355,916.55,,,,,
T,42.110334272,-110.955820167,1887.7,-0.3,315.418,63.21,,,,,
T,42.113280259,-110.957217850,1886.8,-0.2,315.765,347.04,,,,,
T,42.116647773,-110.959219364,1885.6,-0.3,316.174,409.04,,,,,
T,42.118193228,-110.960907144,1883.0,-1.2,316.396,221.25,,,,,
T,42.119855862,-110.963535290,1880.8,-0.8,316.681,285.20,,,,,
T,42.120038504,-110.963828405,1880.6,-0.5,316.713,31.61,,,,,
T,42.122581489,-110.967431450,1885.2,1.1,317.123,410.56,,,,,
T,42.124114791,-110.968371565,1877.6,-4.1,317.310,187.22,,,,,
T,42.125795614,-110.968606845,1885.3,4.1,317.498,187.71,,,,,
T,42.127219699,-110.968513973,1878.8,-4.1,317.656,158.37,,,,,
T,42.130915951,-110.968528306,1878.3,-0.1,318.067,410.57,,,,,
T,42.135987170,-110.969442520,1881.6,0.6,318.635,568.34,,,,,
T,42.138394872,-110.970593858,1879.4,-0.8,318.919,283.87,,,,,
T,42.140610376,-110.972307371,1877.4,-0.7,319.203,283.95,,,,,
T,42.143480340,-110.974815488,1877.4,-0.0,319.583,380.28,,,,,
T,42.147553694,-110.977522759,1871.8,-1.1,320.088,504.77,,,,,
T,42.152404385,-110.980705535,1873.4,0.3,320.688,599.59,,,,,
T,42.154178582,-110.981871458,1876.6,1.5,320.907,219.37,,,,,
T,42.155184662,-110.982530108,1878.1,1.3,321.031,124.31,,,,,
T,42.160491664,-110.986015554,1876.2,-0.3,321.688,656.10,,,,,
T,42.161750458,-110.986841675,1876.4,0.1,321.843,155.60,,,,,
T,42.162506003,-110.987338051,1869.4,-7.5,321.937,93.41,,,,,
T,42.163512837,-110.987997958,1865.3,-3.3,322.061,124.42,,,,,
T,42.164767692,-110.988821899,1864.7,-0.4,322.216,155.13,,,,,
T,42.167767156,-110.990791814,1865.7,0.3,322.587,370.81,,,,,
T,42.168767452,-110.991441831,1870.9,4.2,322.710,123.41,,,,,
T,42.169771185,-110.992100732,1874.9,3.2,322.834,124.08,,,,,
T,42.170776092,-110.992760137,1880.8,4.8,322.959,124.21,,,,,
T,42.171760546,-110.993475867,1881.9,0.8,323.083,124.32,,,,,
T,42.172459345,-110.994105851,1881.5,-0.4,323.176,93.46,,,,,
T,42.174117453,-110.996132847,1883.5,0.8,323.425,248.94,,,,,
T,42.175613036,-110.998879680,1886.1,0.9,323.707,281.26,,,,,
T,42.177350270,-111.002306621,1882.3,-1.1,324.049,342.64,,,,,
T,42.179609947,-111.006596061,1884.5,0.5,324.483,434.27,,,,,
T,42.179787056,-111.006886996,1884.8,1.0,324.515,31.06,,,,,
T,42.181509454,-111.009359323,1888.3,1.2,324.794,279.86,,,,,
T,42.184032993,-111.012336491,1889.5,0.3,325.167,372.91,,,,,
T,42.184663648,-111.013080971,1889.8,0.4,325.261,93.22,,,,,
T,42.186564496,-111.015306786,1894.9,1.8,325.541,279.98,,,,,
T,42.188248755,-111.017288519,1897.8,1.2,325.789,248.59,,,,,
T,42.191778543,-111.021020142,1895.8,-0.4,326.288,498.74,,,,,
T,42.193435142,-111.022449508,1895.8,0.0,326.506,218.63,,,,,
T,42.193915509,-111.022841362,1895.1,-1.2,326.569,62.41,,,,,
T,42.194868615,-111.023639822,1892.4,-2.2,326.694,124.73,,,,,
T,42.195583172,-111.024238626,1888.0,-4.7,326.787,93.52,,,,,
T,42.196295634,-111.024836004,1881.9,-6.6,326.880,93.26,,,,,
T,42.197009102,-111.025436316,1878.6,-3.6,326.974,93.48,,,,,
T,42.197958771,-111.026224634,1874.4,-3.4,327.098,123.96,,,,,
T,42.200089199,-111.028002938,1873.1,-0.5,327.376,278.52,,,,,
T,42.206273703,-111.033155797,1872.3,-0.1,328.184,808.09,,,,,
T,42.208406897,-111.034942567,1877.8,2.0,328.464,279.14,,,,,
T,42.209354304,-111.035735663,1880.3,2.0,328.588,123.95,,,,,
T,42.211858397,-111.038159626,1876.7,-1.1,328.930,342.68,,,,,
T,42.212650152,-111.039724611,1867.1,-6.1,329.087,156.32,,,,,
T,42.212975202,-111.040766649,1867.1,0.0,329.180,93.31,,,,,
T,42.213162873,-111.041867361,1865.7,-1.5,329.273,93.25,,,,,
T,42.213225067,-111.042620977,1863.4,-3.7,329.336,62.61,,,,,
T,42.213293379,-111.043755049,1859.7,-3.9,329.430,93.95,,,,,
T,42.213338138,-111.044511683,1857.2,-4.0,329.492,62.68,,,,,
T,42.213429082,-111.046019588,1852.9,-3.4,329.617,124.92,,,,,
T,42.213543579,-111.047896380,1850.4,-1.6,329.773,155.49,,,,,
T,42.213565875,-111.048271051,1849.6,-2.6,329.804,31.04,,,,,
T,42.213907857,-111.053589452,1849.4,-0.0,330.245,440.80,,,,,
T,42.214016905,-111.055334732,1849.5,0.1,330.389,144.62,,,,,
T,42.214398449,-111.062680297,1849.0,-0.1,330.997,608.02,,,,,
T,42.214052025,-111.066505881,1848.5,-0.1,331.315,318.22,,,,,
T,42.212689882,-111.074367520,1848.6,0.0,331.982,666.56,,,,,
T,42.211092878,-111.083569676,1852.7,0.5,332.762,780.30,,,,,
T,42.211034372,-111.083907885,1854.1,4.7,332.791,28.67,,,,,
T,42.210860783,-111.084921341,1858.4,5.0,332.877,85.88,,,,,
T,42.210743520,-111.085596588,1860.7,4.0,332.934,57.26,,,,,
T,42.210566243,-111.086611552,1860.3,-0.5,333.020,86.09,,,,,
T,42.210390475,-111.087631294,1857.5,-3.3,333.107,86.44,,,,,
T,42.210156619,-111.088992935,1861.8,3.8,333.222,115.40,,,,,
T,42.209979594,-111.090013767,1865.9,4.8,333.309,86.56,,,,,
T,42.209803574,-111.091033928,1869.1,3.7,333.395,86.48,,,,,
T,42.209628224,-111.092053670,1876.7,8.7,333.482,86.43,,,,,
T,42.209454551,-111.093073413,1883.0,7.4,333.568,86.39,,,,,
T,42.209278867,-111.094094664,1889.1,7.0,333.654,86.56,,,,,
T,42.209103266,-111.095116502,1891.1,2.2,333.741,86.61,,,,,
T,42.208985416,-111.095796693,1891.1,0.1,333.799,57.67,,,,,
T,42.208822472,-111.096821884,1902.1,12.7,333.885,86.57,,,,,
T,42.208657768,-111.097850343,1903.6,1.7,333.972,86.88,,,,,
T,42.208360964,-111.099567627,1903.2,-0.3,334.118,145.59,,,,,
T,42.208300866,-111.099911286,1901.8,-4.8,334.147,29.15,,,,,
T,42.207943127,-111.101960828,1903.6,1.0,334.321,173.85,,,,,
T,42.207771046,-111.102977637,1901.3,-2.6,334.407,86.12,,,,,
T,42.207630984,-111.104348665,1915.3,12.3,334.521,114.28,,,,,
T,42.207679683,-111.105385590,1914.6,-0.9,334.607,85.80,,,,,
T,42.207893338,-111.106391167,1918.5,4.6,334.693,86.37,,,,,
T,42.208258370,-111.107319882,1924.9,7.3,334.780,86.75,,,,,
T,42.208757093,-111.108136531,1928.2,3.8,334.867,87.27,,,,,
T,42.209365787,-111.108806580,1936.5,9.4,334.955,87.37,,,,,
T,42.209824361,-111.109150825,1938.8,3.9,335.013,58.33,,,,,
T,42.211360680,-111.109667988,1936.4,-1.3,335.189,175.91,,,,,
T,42.213219954,-111.109620044,1924.9,-5.6,335.396,206.56,,,,,
T,42.214277498,-111.109612584,1924.3,-0.5,335.513,117.47,,,,,
T,42.215063386,-111.109586265,1920.7,-4.2,335.600,87.32,,,,,
T,42.215846507,-111.109637814,1915.2,-6.3,335.687,87.09,,,,,
T,42.216364006,-111.109766727,1911.7,-5.8,335.746,58.46,,,,,
T,42.217110749,-111.110129999,1908.0,-4.2,335.834,88.20,,,,,
T,42.217779290,-111.110679684,1906.1,-2.3,335.921,87.03,,,,,
T,42.218352444,-111.111398097,1902.1,-4.5,336.008,87.02,,,,,
T,42.218808001,-111.112259757,1897.4,-5.5,336.095,87.30,,,,,
T,42.219152162,-111.113214875,1898.2,0.9,336.183,87.64,,,,,
T,42.219442595,-111.114198742,1899.0,0.9,336.271,87.41,,,,,
T,42.219726238,-111.115189483,1893.1,-6.7,336.358,87.66,,,,,
T,42.220026562,-111.116167065,1890.9,-2.5,336.446,87.34,,,,,
T,42.220368795,-111.117122853,1883.8,-8.1,336.533,87.59,,,,,
T,42.220786130,-111.118022483,1879.0,-5.5,336.621,87.56,,,,,
T,42.221268760,-111.118853884,1875.8,-3.7,336.708,87.10,,,,,
T,42.221616609,-111.119370041,1877.2,2.5,336.765,57.52,,,,,
T,42.222564686,-111.120560942,1875.7,-1.1,336.909,144.08,,,,,
T,42.223736560,-111.121952003,1873.6,-1.2,337.083,173.59,,,,,
T,42.224712381,-111.123115998,1866.7,-4.8,337.228,144.86,,,,,
T,42.225498855,-111.124040019,1867.9,1.1,337.344,115.98,,,,,
T,42.225693148,-111.124275047,1867.8,-0.5,337.373,29.02,,,,,
T,42.227054117,-111.125906082,1869.4,0.8,337.575,202.45,,,,,
T,42.229962219,-111.129404688,1865.8,-0.8,338.009,433.32,,,,,
T,42.231299886,-111.131532937,1862.2,-1.6,338.239,230.10,,,,,
T,42.231717641,-111.133546019,1858.0,-2.4,338.411,172.54,,,,,
T,42.231527707,-111.135622552,1856.3,-1.0,338.584,172.71,,,,,
T,42.231148593,-111.136931637,1856.7,0.3,338.700,115.98,,,,,
T,42.229935229,-111.140846908,1854.4,-0.7,339.050,350.19,,,,,
T,42.229534071,-111.142151970,1851.4,-2.5,339.167,116.59,,,,,
T,42.228885898,-111.144071426,1850.5,-0.6,339.341,174.05,,,,,
T,42.227712097,-111.145930113,1849.0,-0.7,339.542,201.36,,,,,
T,42.226135125,-111.147150938,1848.0,-0.5,339.744,202.09,,,,,
T,42.222214993,-111.149135521,1845.3,-0.6,340.209,465.24,,,,,
T,42.220746065,-111.149880672,1845.1,-0.1,340.384,174.38,,,,,
T,42.217077725,-111.151747657,1842.3,-0.7,340.819,435.65,,,,,
T,42.211468220,-111.154621979,1838.4,-0.6,341.486,666.76,,,,,
T,42.205863409,-111.157502672,1833.2,-0.8,342.153,666.47,,,,,
T,42.199802538,-111.160677569,1833.6,0.1,342.875,722.48,,,,,
T,42.198772822,-111.161728660,1831.3,-1.6,343.019,143.59,,,,,
T,42.198301842,-111.162546063,1831.2,-0.1,343.104,85.41,,,,,
T,42.197872354,-111.163810724,1841.9,9.4,343.219,114.83,,,,,
T,42.197718881,-111.165914666,1831.1,-6.2,343.394,174.61,,,,,
T,42.198016187,-111.167644607,1828.6,-1.7,343.540,146.65,,,,,
T,42.198240990,-111.168660494,1828.9,0.4,343.628,87.54,,,,,
T,42.198389685,-111.169328950,1829.2,0.4,343.685,57.63,,,,,
T,42.198897209,-111.171659203,1831.6,1.2,343.886,200.55,,,,,
T,42.199040540,-111.172330594,1831.9,0.5,343.944,57.69,,,,,
T,42.199470783,-111.175451595,1835.5,1.4,344.206,262.16,,,,,
T,42.199204741,-111.177174747,1833.3,-1.5,344.351,145.35,,,,,
T,42.198835686,-111.178484419,1833.4,0.1,344.467,115.68,,,,,
T,42.197238347,-111.184032485,1827.4,-1.2,344.958,491.38,,,,,
T,42.194875739,-111.192204589,1828.9,0.2,345.682,724.20,,,,,
T,42.194309626,-111.194154555,1830.1,0.7,345.855,172.90,,,,,
T,42.194216922,-111.194479689,1830.1,-0.1,345.884,28.76,,,,,
T,42.193855997,-111.196148526,1830.1,0.0,346.028,143.56,,,,,
T,42.193833869,-111.197542269,1831.0,0.8,346.143,115.15,,,,,
T,42.194312811,-111.199536491,1841.6,6.1,346.316,173.10,,,,,
T,42.195342612,-111.201129556,1832.3,-5.3,346.490,174.35,,,,,
T,42.196486825,-111.201995742,1829.8,-1.7,346.636,145.85,,,,,
T,42.197201969,-111.202433947,1827.7,-2.4,346.723,87.29,,,,,
T,42.198145604,-111.203019340,1827.5,-0.1,346.839,115.43,,,,,
T,42.202060372,-111.205772040,1827.3,-0.0,347.330,490.69,,,,,
T,42.204712573,-111.208639154,1827.1,-0.1,347.707,377.96,,,,,
T,42.211030936,-111.215981534,1827.1,-0.0,348.635,927.47,,,,,
T,42.211623117,-111.216668095,1826.9,-0.2,348.722,86.84,,,,,
T,42.214341620,-111.219337396,1826.8,-0.0,349.096,373.85,,,,,
T,42.216105172,-111.219907617,1824.4,-1.2,349.297,201.47,,,,,
T,42.222041823,-111.221020063,1823.6,-0.1,349.963,665.79,,,,,
T,42.224101508,-111.221404290,1827.4,1.6,350.194,230.97,,,,,
T,42.226362024,-111.222252790,1830.1,1.0,350.455,260.68,,,,,
T,42.228427995,-111.223758599,1830.4,0.1,350.716,260.99,,,,,
T,42.230198923,-111.225825995,1833.3,1.1,350.976,260.43,,,,,
T,42.231306089,-111.227301797,1836.2,1.7,351.149,173.11,,,,,
T,42.231490323,-111.227548141,1836.3,0.5,351.178,28.85,,,,,
T,42.232228601,-111.228532847,1840.0,3.2,351.293,115.47,,,,,
T,42.232782645,-111.229272299,1844.7,5.4,351.380,86.68,,,,,
T,42.233523941,-111.230257424,1848.4,3.1,351.496,115.73,,,,,
T,42.234082092,-111.230996288,1848.8,0.4,351.583,86.97,,,,,
T,42.236502869,-111.234205384,1850.6,0.5,351.960,377.46,,,,,
T,42.237994848,-111.236180915,1851.1,0.2,352.193,232.50,,,,,
T,42.238926412,-111.237428058,1845.3,-4.0,352.339,145.96,,,,,
T,42.239662847,-111.238434222,1839.2,-5.2,352.455,116.57,,,,,
T,42.240223009,-111.239176691,1837.8,-1.7,352.543,87.33,,,,,
T,42.240780992,-111.239915723,1835.6,-2.4,352.630,86.96,,,,,
T,42.241522288,-111.240891125,1831.4,-3.7,352.745,115.16,,,,,
T,42.242077673,-111.241623955,1830.0,-1.6,352.831,86.40,,,,,
T,42.242815783,-111.242603799,1827.7,-2.0,352.946,115.16,,,,,
T,42.245026929,-111.245547859,1830.0,0.7,353.292,345.49,,,,,
T,42.245764704,-111.246523177,1831.1,1.0,353.407,114.87,,,,,
T,42.246318245,-111.247253995,1838.3,8.4,353.493,86.13,,,,,
T,42.247247379,-111.248479346,1842.9,3.1,353.637,144.49,,,,,
T,42.247804860,-111.249220809,1846.1,3.7,353.724,87.06,,,,,
T,42.248547496,-111.250205766,1845.1,-0.9,353.840,115.81,,,,,
T,42.248920156,-111.250697700,1848.2,5.4,353.898,57.98,,,,,
T,42.249851888,-111.251929672,1852.9,3.2,354.043,145.08,,,,,
T,42.250037883,-111.252175765,1853.3,1.3,354.072,28.97,,,,,
T,42.250967687,-111.253406564,1855.0,1.2,354.217,144.86,,,,,
T,42.252267133,-111.255126698,1856.9,0.9,354.419,202.45,,,,,
T,42.256362867,-111.260572756,1853.5,-0.5,355.059,639.49,,,,,
T,42.258020639,-111.262768479,1856.2,1.1,355.317,258.33,,,,,
T,42.261182796,-111.266986253,1854.4,-0.4,355.812,494.46,,,,,
T,42.261932809,-111.267979005,1848.3,-5.2,355.929,116.83,,,,,
T,42.262492301,-111.268714937,1842.7,-6.5,356.015,86.89,,,,,
T,42.263235189,-111.269698553,1841.2,-1.3,356.131,115.74,,,,,
T,42.263810691,-111.270411853,1837.3,-4.5,356.218,86.89,,,,,
T,42.264610492,-111.271308130,1833.6,-3.2,356.334,115.59,,,,,
T,42.265239386,-111.271928726,1831.7,-2.1,356.420,86.61,,,,,
T,42.266109847,-111.272694245,1832.0,0.2,356.536,115.49,,,,,
T,42.267014086,-111.273380052,1826.6,-4.7,356.651,115.28,,,,,
T,42.269848175,-111.275098175,1826.5,-0.0,356.996,345.25,,,,,
T,42.272938751,-111.276925514,1828.2,0.5,357.371,374.94,,,,,
T,42.280094884,-111.281171031,1824.1,-0.5,358.240,868.62,,,,,
T,42.283193506,-111.283006081,1822.5,-0.4,358.616,376.00,,,,,
T,42.283672532,-111.283288971,1822.3,-0.3,358.674,58.10,,,,,
T,42.289387649,-111.286686407,1819.5,-0.4,359.368,693.92,,,,,
T,42.293439712,-111.289092014,1823.9,0.9,359.860,491.88,,,,,
T,42.294151001,-111.289516389,1823.9,-0.0,359.946,86.41,,,,,
T,42.295096479,-111.290083090,1830.5,5.7,360.061,114.95,,,,,
T,42.296551410,-111.290861266,1836.1,3.2,360.235,173.89,,,,,
T,42.297046194,-111.291098557,1834.6,-2.5,360.293,58.34,,,,,
T,42.298290655,-111.291643549,1828.3,-4.3,360.439,145.36,,,,,
T,42.299537631,-111.292169681,1828.0,-0.2,360.584,145.15,,,,,
T,42.300537340,-111.292585842,1827.9,-0.1,360.700,116.23,,,,,
T,42.302280860,-111.293308949,1822.8,-2.5,360.903,202.64,,,,,
T,42.304021362,-111.294033900,1818.8,-2.0,361.105,202.36,,,,,
T,42.305511245,-111.294663632,1815.5,-1.9,361.279,173.45,,,,,
T,42.306005945,-111.294870917,1815.8,0.6,361.336,57.55,,,,,
T,42.308548680,-111.295923265,1816.3,0.2,361.632,295.47,,,,,
T,42.311307248,-111.296905372,1817.7,0.4,361.949,316.94,,,,,
T,42.314148713,-111.297720931,1819.0,0.4,362.271,322.71,,,,,
T,42.317068633,-111.297734426,1820.4,0.4,362.596,324.34,,,,,
T,42.320526755,-111.297727302,1822.7,0.6,362.980,384.13,,,,,
T,42.323853532,-111.297727385,1822.7,0.0,363.349,369.54,,,,,
T,42.327302769,-111.297725709,1820.2,-0.6,363.732,383.14,,,,,
T,42.330313129,-111.297726212,1817.7,-0.7,364.067,334.39,,,,,
T,42.332481276,-111.297713304,1816.8,-0.4,364.308,240.84,,,,,
T,42.336608861,-111.297632167,1814.8,-0.4,364.766,458.54,,,,,
T,42.339049168,-111.297617164,1814.6,-0.1,365.037,271.07,,,,,
T,42.342187185,-111.297554299,1816.3,0.5,365.386,348.61,,,,,
T,42.344272854,-111.297599478,1818.5,1.0,365.618,231.71,,,,,
T,42.345823003,-111.297877170,1820.6,1.2,365.791,173.70,,,,,
T,42.348585175,-111.298893895,1824.7,1.3,366.109,318.05,,,,,
T,42.351433178,-111.300670020,1825.8,0.3,366.458,348.57,,,,,
T,42.357062129,-111.304387646,1823.9,-0.3,367.154,696.26,,,,,
T,42.358001657,-111.305009248,1822.1,-1.6,367.270,116.25,,,,,
T,42.360572638,-111.306729801,1818.9,-1.0,367.589,318.83,,,,,
T,42.367825415,-111.311535733,1822.3,0.4,368.487,897.66,,,,,
T,42.371902205,-111.313890461,1820.7,-0.3,368.980,492.64,,,,,
T,42.374124415,-111.314905426,1824.7,1.5,369.240,260.62,,,,,
T,42.375605414,-111.315568015,1828.5,2.2,369.413,173.33,,,,,
T,42.377086161,-111.316240160,1831.4,1.7,369.587,173.55,,,,,
T,42.379810112,-111.317468192,1835.3,1.2,369.906,319.03,,,,,
T,42.382529955,-111.318699494,1841.8,2.0,370.225,318.69,,,,,
T,42.385279890,-111.319926940,1841.5,-0.1,370.546,321.75,,,,,
T,42.388569871,-111.321359659,1843.4,0.5,370.930,384.03,,,,,
T,42.394330585,-111.323977662,1843.5,0.0,371.606,675.24,,,,,
T,42.396180974,-111.324868072,1842.5,-0.4,371.824,218.23,,,,,
T,42.398760086,-111.326041035,1842.5,-0.0,372.126,302.33,,,,,
T,42.403945969,-111.328389728,1842.6,0.0,372.734,607.64,,,,,
T,42.409132691,-111.330736829,1845.6,0.5,373.342,607.68,,,,,
T,42.411849936,-111.331968298,1848.3,0.9,373.660,318.40,,,,,
T,42.419515271,-111.335437400,1847.4,-0.1,374.558,898.08,,,,,
T,42.425448066,-111.338128746,1844.9,-0.4,375.253,695.25,,,,,
T,42.430648701,-111.340425052,1843.1,-0.3,375.861,607.82,,,,,
T,42.436266337,-111.343222428,1846.8,0.6,376.526,665.12,,,,,
T,42.440718971,-111.346157854,1846.1,-0.1,377.077,550.43,,,,,
T,42.444704399,-111.349501563,1848.1,0.4,377.598,521.22,,,,,
T,42.448611539,-111.353015173,1845.9,-0.4,378.119,521.46,,,,,
T,42.452734346,-111.356725674,1842.3,-0.7,378.670,550.37,,,,,
T,42.455563406,-111.359260026,1839.1,-0.8,379.047,377.12,,,,,
T,42.456647186,-111.360240374,1837.6,-1.0,379.192,144.90,,,,,
T,42.457961552,-111.361382743,1835.4,-1.3,379.365,173.63,,,,,
T,42.458188534,-111.361556919,1834.8,-2.2,379.394,29.00,,,,,
T,42.458896134,-111.362013984,1830.7,-4.7,379.482,87.13,,,,,
T,42.459880924,-111.362485550,1828.1,-2.2,379.598,116.07,,,,,
T,42.460375456,-111.362692835,1827.1,-1.8,379.655,57.52,,,,,
T,42.463341560,-111.363886083,1830.6,1.0,379.999,343.79,,,,,
T,42.465313990,-111.364685381,1832.4,0.8,380.228,228.75,,,,,
T,42.467833841,-111.365707973,1833.8,0.5,380.520,292.27,,,,,
T,42.469686745,-111.366463937,1836.6,1.3,380.735,215.01,,,,,
T,42.471665544,-111.367419725,1833.6,-1.3,380.968,233.44,,,,,
T,42.472057147,-111.367686102,1831.0,-5.4,381.017,48.70,,,,,
T,42.472312292,-111.367857261,1830.5,-1.5,381.049,31.64,,,,,
T,42.474751174,-111.369502628,1830.4,-0.0,381.352,302.83,,,,,
T,42.478189599,-111.371824164,1830.3,-0.0,381.779,427.00,,,,,
T,42.479653582,-111.372796549,1835.0,2.6,381.960,181.22,,,,,
T,42.479773192,-111.372876260,1835.3,2.6,381.975,14.82,,,,,
T,42.480256660,-111.373198461,1837.4,3.4,382.034,59.88,,,,,
T,42.480866779,-111.373607833,1840.0,3.5,382.110,75.67,,,,,
T,42.483471539,-111.375363339,1840.7,0.2,382.433,323.35,,,,,
T,42.483780915,-111.375574982,1840.6,-0.4,382.472,38.52,,,,,
T,42.484780457,-111.376259616,1838.3,-1.9,382.596,124.49,,,,,
T,42.485658713,-111.376848193,1837.4,-0.8,382.705,108.90,,,,,
T,42.487209197,-111.377893751,1838.9,0.8,382.898,192.49,,,,,
T,42.487836918,-111.378332628,1840.9,2.5,382.976,78.51,,,,,
T,42.488463130,-111.378858341,1842.7,2.2,383.058,81.90,,,,,
T,42.489774311,-111.380584762,1841.9,-0.4,383.262,203.37,,,,,
T,42.490595151,-111.382358791,1840.4,-0.8,383.434,172.00,,,,,
T,42.490700427,-111.382679902,1840.3,-0.5,383.463,28.87,,,,,
T,42.491494864,-111.384897670,1840.3,0.0,383.665,202.56,,,,,
T,42.492548721,-111.386455782,1836.8,-2.0,383.839,173.53,,,,,
T,42.493659910,-111.387371337,1834.3,-1.7,383.983,144.57,,,,,
T,42.495159097,-111.387986066,1831.5,-1.6,384.157,174.03,,,,,
T,42.495410806,-111.388078267,1830.6,-3.1,384.186,28.97,,,,,
T,42.499910546,-111.389763281,1835.7,1.0,384.705,518.68,,,,,
T,42.500663325,-111.390040889,1835.8,0.1,384.792,86.68,,,,,
T,42.502417825,-111.390695768,1836.4,0.3,384.994,202.19,,,,,
T,42.503168760,-111.390977567,1840.2,4.4,385.080,86.57,,,,,
T,42.504423363,-111.391452486,1840.6,0.3,385.225,144.73,,,,,
T,42.510699984,-111.393826911,1830.2,-1.4,385.949,724.02,,,,,
T,42.511691982,-111.394201331,1833.1,2.6,386.063,114.41,,,,,
T,42.512435289,-111.394481705,1843.7,12.3,386.149,85.72,,,,,
T,42.513182787,-111.394762248,1848.2,5.3,386.235,86.18,,,,,
T,42.513932465,-111.395046311,1851.3,3.6,386.322,86.49,,,,,
T,42.514677197,-111.395345712,1854.5,3.8,386.408,86.31,,,,,
T,42.515408266,-111.395708313,1859.9,6.2,386.495,86.50,,,,,
T,42.516120058,-111.396142915,1863.0,3.5,386.581,86.76,,,,,
T,42.516581984,-111.396468300,1863.6,1.1,386.639,57.86,,,,,
T,42.516808882,-111.396640632,1863.7,0.2,386.668,28.91,,,,,
T,42.517478094,-111.397183360,1868.0,5.0,386.755,86.69,,,,,
T,42.518126937,-111.397775877,1873.8,6.7,386.842,86.98,,,,,
T,42.518339753,-111.397979641,1874.3,1.4,386.871,28.97,,,,,
T,42.518976023,-111.398592275,1878.1,4.5,386.958,86.78,,,,,
T,42.519611288,-111.399206333,1879.6,1.7,387.044,86.75,,,,,
T,42.520037172,-111.399612352,1879.8,0.2,387.102,57.89,,,,,
T,42.520676628,-111.400222387,1883.1,3.8,387.189,86.94,,,,,
T,42.521317592,-111.400828985,1891.1,9.2,387.276,86.91,,,,,
T,42.522183443,-111.401605904,1894.8,3.2,387.392,115.44,,,,,
T,42.522642436,-111.401930787,1896.5,3.0,387.449,57.55,,,,,
T,42.523606438,-111.402454237,1903.1,5.7,387.565,115.40,,,,,
T,42.524355026,-111.402744921,1904.7,1.9,387.651,86.52,,,,,
T,42.525368482,-111.403075336,1914.1,8.1,387.767,115.81,,,,,
T,42.526128385,-111.403321680,1914.7,0.7,387.854,86.81,,,,,
T,42.527390365,-111.403767178,1913.7,-0.7,387.999,144.89,,,,,
T,42.529022824,-111.404865291,1913.0,-0.4,388.201,202.54,,,,,
T,42.530351272,-111.406573271,1913.7,0.4,388.405,203.64,,,,,
T,42.530979160,-111.407715976,1906.4,-6.3,388.522,116.96,,,,,
T,42.531449050,-111.408570846,1898.7,-8.7,388.609,87.51,,,,,
T,42.532075345,-111.409708438,1899.1,0.3,388.726,116.51,,,,,
T,42.533170860,-111.411694111,1897.2,-0.9,388.929,203.53,,,,,
T,42.533799503,-111.412824495,1889.8,-6.3,389.045,116.19,,,,,
T,42.534492267,-111.413879106,1890.9,0.9,389.161,115.88,,,,,
T,42.535285447,-111.414798936,1891.8,0.8,389.277,116.08,,,,,
T,42.536157416,-111.415567473,1886.4,-4.6,389.393,115.62,,,,,
T,42.537080767,-111.416223608,1880.4,-5.2,389.509,115.87,,,,,
T,42.538236799,-111.417040760,1878.9,-1.1,389.654,144.90,,,,,
