0,2512
1,2516
2,2525
3,2555
4,2580
5,2600
6,2626
7,2645
8,2665
9,2685
10,2705
11,2720
12,2740
13,2755
14,2770
15,2785
16,2795
17,2805
18,2815
19,2830
20,2834
21,2850
22,2855
23,2865
24,2875
25,2880
26,2890
27,2900
28,2900
29,2910
30,2920
31,2920
32,2930
33,2940
34,2940
35,2950
36,2950
37,2960
38,2960
39,2970
40,2970
41,2980
42,2980
43,2985
44,2990
45,2995
46,3000
47,3005
48,3010
49,3010
50,3019
51,3020
52,3025
53,3030
54,3030
55,3035
56,3040
57,3040
58,3045
59,3050
60,3055
61,3055
62,3060
63,3065
64,3065
65,3070
66,3075
67,3075
68,3080
69,3085
70,3085
71,3090
72,3095
73,3095
74,3100
75,3105
76,3105
77,3110
78,3115
79,3115
80,3120
81,3120
82,3125
83,3125
84,3130
85,3135
86,3135
87,3140
88,3145
89,3145
90,3150
91,3155
92,3155
93,3155
94,3165
95,3165
96,3165
97,3175
98,3175
99,3175
100,3185
101,3185
102,3185
103,3190
104,3195
105,3195
106,3195
107,3205
108,3205
109,3205
110,3215
111,3215
112,3215
113,3220
114,3225
115,3225
116,3235
117,3235
118,3235
119,3240
120,3245
121,3245
122,3245
123,3255
124,3255
125,3255
126,3260
127,3265
128,3265
129,3270
130,3275
131,3275
132,3275
133,3280
134,3285
135,3285
136,3285
137,3295
138,3295
139,3295
140,3300
141,3305
142,3305
143,3305
144,3315
145,3315
146,3315
147,3320
148,3325
149,3325
150,3325
151,3330
152,3335
153,3335
154,3335
155,3340
156,3345
157,3345
158,3345
159,3350
160,3355
161,3355
162,3360
163,3360
164,3365
165,3370
166,3370
167,3370
168,3380
169,3380
170,3380
171,3385
172,3390
173,3390
174,3395
175,3395
176,3395
177,3400
178,3405
179,3405
180,3405
181,3405
182,3405
183,3405
184,3405
185,3410
186,3415
187,3415
188,3415
189,3415
190,3415
191,3415
192,3415
193,3415
194,3415
195,3420
196,3420
197,3425
198,3425
199,3425
200,3425
201,3425
202,3425
203,3425
204,3425
205,3425
206,3425
207,3430
208,3430
209,3430
210,3430
211,3435
212,3435
213,3435
214,3435
215,3435
216,3435
217,3435
218,3435
219,3435
220,3435
221,3435
222,3440
223,3440
224,3440
225,3445
226,3445
227,3445
228,3445
229,3445
230,3445
231,3445
232,3445
233,3445
234,3445
235,3445
236,3445
237,3450
238,3455
239,3455
240,3455
241,3455
242,3455
243,3455
244,3455
245,3455
246,3455
247,3465
248,3465
249,3465
250,3465
251,3465
252,3465
253,3470
254,3470
255,3475
256,3475
257,3475
258,3475
259,3475
260,3475
261,3485
262,3485
263,3485
264,3485
265,3485
266,3485
267,3485
268,3490
269,3490
270,3495
271,3495
272,3495
273,3495
274,3495
275,3495
276,3500
277,3505
278,3505
279,3505
280,3505
281,3505
282,3510
283,3510
284,3510
285,3515
286,3515
287,3515
288,3515
289,3515
290,3515
291,3520
292,3525
293,3525
294,3525
295,3525
296,3525
297,3525
298,3525
299,3525
300,3530
301,3530
302,3535
303,3535
304,3535
305,3535
306,3535
307,3535
308,3535
309,3535
310,3535
311,3540
312,3545
313,3545
314,3545
315,3545
316,3545
317,3545
318,3545
319,3545
320,3545
321,3550
322,3555
323,3555
324,3555
325,3555
326,3555
327,3555
328,3555
329,3555
330,3555
331,3555
332,3565
333,3565
334,3565
335,3565
336,3565
337,3565
338,3565
339,3565
340,3565
341,3565
342,3570
343,3575
344,3575
345,3575
346,3575
347,3575
348,3575
349,3575
350,3575
351,3575
352,3575
353,3575
354,3580
355,3580
356,3585
357,3585
358,3585
359,3585
360,3585
361,3585
362,3585
363,3585
364,3585
365,3585
366,3585
367,3590
368,3595
369,3595
370,3595
371,3595
372,3595
373,3595
374,3595
375,3595
376,3595
377,3595
378,3600
379,3600
380,3600
381,3605
382,3605
383,3605
384,3605
385,3605
386,3605
387,3605
388,3605
389,3605
390,3605
391,3605
392,3610
393,3610
