type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),color,width,opacity,name,desc
T,43.543084916,-119.857801152,1408.2,-3.8,72.820,30.10,,,,,
T,43.543675337,-119.858557535,1407.2,-1.1,72.910,89.67,,,,,
T,43.545838874,-119.861307638,1407.1,-0.0,73.237,327.38,,,,,
T,43.546820143,-119.862555787,1407.1,0.0,73.386,148.53,,,,,
T,43.548975298,-119.865324078,1407.1,0.0,73.713,327.69,,,,,
T,43.550940016,-119.867839990,1407.2,0.0,74.012,298.30,,,,,
T,43.551135985,-119.868090442,1407.2,0.2,74.041,29.73,,,,,
T,43.552122284,-119.869343536,1409.4,1.5,74.191,149.20,,,,,
T,43.552709604,-119.870101511,1409.5,0.1,74.280,89.50,,,,,
T,43.553887932,-119.871607991,1410.3,0.5,74.459,178.77,,,,,
T,43.554084236,-119.871856682,1411.1,2.8,74.489,29.66,,,,,
T,43.554864004,-119.872861672,1411.3,0.2,74.607,118.74,,,,,
T,43.557430627,-119.876136817,1408.2,-0.8,74.996,389.04,,,,,
T,43.561552679,-119.881413560,1410.5,0.4,75.622,625.71,,,,,
T,43.562728409,-119.882918363,1414.6,2.3,75.800,178.45,,,,,
T,43.564901166,-119.885681961,1417.2,0.8,76.129,328.83,,,,,
T,43.566244030,-119.887933172,1416.3,-0.4,76.365,235.24,,,,,
T,43.567111725,-119.891037578,1414.3,-0.7,76.633,268.69,,,,,
T,43.568891874,-119.897226440,1415.7,0.3,77.171,537.67,,,,,
T,43.569477685,-119.898452796,1417.6,1.6,77.289,118.54,,,,,
T,43.572283778,-119.903421504,1417.4,-0.0,77.798,508.24,,,,,
T,43.573401170,-119.905927861,1410.5,-2.9,78.035,237.49,,,,,
T,43.574135257,-119.909087336,1397.1,-5.0,78.303,267.93,,,,,
T,43.574748812,-119.911910528,1410.6,5.7,78.541,238.02,,,,,
T,43.575285673,-119.914398612,1408.5,-1.0,78.751,209.64,,,,,
T,43.575516427,-119.915466467,1407.6,-0.9,78.841,89.99,,,,,
T,43.575898558,-119.917237228,1407.2,-0.3,78.990,149.20,,,,,
T,43.576464085,-119.920074334,1407.2,0.0,79.228,237.62,,,,,
T,43.576788129,-119.923354844,1407.8,0.2,79.495,267.42,,,,,
T,43.576744460,-119.927432220,1404.4,-1.0,79.824,329.38,,,,,
T,43.576709256,-119.928552210,1402.3,-2.3,79.915,90.55,,,,,
T,43.576679332,-119.929665495,1398.8,-3.9,80.005,89.99,,,,,
T,43.576652342,-119.930769224,1394.6,-4.7,80.094,89.20,,,,,
T,43.576619402,-119.932241170,1390.7,-3.3,80.213,118.95,,,,,
T,43.576659132,-119.935185732,1387.9,-1.2,80.451,237.89,,,,,
T,43.577194903,-119.938035077,1383.8,-1.7,80.689,237.73,,,,,
T,43.578334423,-119.942938741,1388.3,1.1,81.104,415.82,,,,,
T,43.578736754,-119.944689302,1390.5,1.5,81.253,148.29,,,,,
T,43.579224078,-119.946804475,1390.6,0.0,81.432,179.22,,,,,
T,43.579628253,-119.948571129,1393.6,2.0,81.582,149.59,,,,,
T,43.581027528,-119.954164708,1399.4,1.2,82.059,477.79,,,,,
T,43.581624068,-119.955420150,1394.8,-3.8,82.181,121.14,,,,,
T,43.582382044,-119.956482975,1389.9,-4.1,82.301,120.25,,,,,
T,43.582975818,-119.957233323,1387.4,-2.7,82.390,89.58,,,,,
T,43.583965972,-119.958477868,1384.8,-1.7,82.539,149.02,,,,,
T,43.585727680,-119.960726984,1378.2,-2.5,82.806,267.03,,,,,
T,43.586318102,-119.961486720,1377.6,-0.7,82.896,89.82,,,,,
T,43.586517172,-119.961737171,1377.1,-1.5,82.926,29.97,,,,,
T,43.587697511,-119.963232335,1372.8,-2.4,83.104,178.26,,,,,
T,43.590523638,-119.967108630,1372.0,-0.2,83.548,443.38,,,,,
T,43.590869308,-119.968087384,1372.5,0.5,83.636,87.88,,,,,
T,43.590948433,-119.968433389,1373.2,2.6,83.665,29.29,,,,,
T,43.591081118,-119.969507027,1377.2,4.5,83.753,87.95,,,,,
T,43.591082543,-119.970235582,1378.2,1.8,83.812,58.83,,,,,
T,43.590992941,-119.971338473,1380.1,2.1,83.901,89.62,,,,,
T,43.590682894,-119.974679835,1377.9,-0.8,84.173,272.02,,,,,
T,43.590546018,-119.976164019,1374.0,-3.3,84.294,120.82,,,,,
T,43.590448201,-119.977273783,1369.8,-4.6,84.385,90.28,,,,,
T,43.590415511,-119.977640491,1367.2,-8.7,84.414,29.84,,,,,
T,43.590351054,-119.978370974,1364.4,-4.7,84.474,59.42,,,,,
T,43.590255585,-119.979462717,1359.8,-5.2,84.563,88.80,,,,,
T,43.589680921,-119.986033123,1364.1,0.8,85.097,534.43,,,,,
T,43.589617722,-119.986755643,1367.1,5.0,85.156,58.77,,,,,
T,43.589519821,-119.987849481,1368.6,1.7,85.245,89.00,,,,,
T,43.588994946,-119.993738439,1369.0,0.1,85.724,479.14,,,,,
T,43.588700993,-119.997053146,1364.7,-1.6,85.994,269.67,,,,,
T,43.588543749,-119.998865062,1368.7,2.7,86.141,147.37,,,,,
T,43.588483231,-119.999580123,1371.0,3.9,86.199,58.14,,,,,
T,43.588452637,-119.999939455,1372.3,4.6,86.228,29.22,,,,,
T,43.588360185,-120.001024241,1374.9,2.9,86.317,88.21,,,,,
T,43.588263625,-120.002123611,1375.9,1.2,86.406,89.43,,,,,
T,43.588004625,-120.005069431,1378.3,1.0,86.646,239.64,,,,,
T,43.587971851,-120.005436642,1378.2,-0.2,86.675,29.88,,,,,
T,43.587640012,-120.009124596,1375.0,-1.1,86.976,300.11,,,,,
T,43.587544626,-120.010225307,1373.9,-1.2,87.065,89.52,,,,,
T,43.587325439,-120.012752199,1379.8,2.9,87.271,205.52,,,,,
T,43.587232232,-120.013825418,1383.2,3.9,87.358,87.29,,,,,
T,43.587170541,-120.014548358,1384.9,3.0,87.417,58.79,,,,,
T,43.587074569,-120.015610596,1387.0,2.4,87.503,86.45,,,,,
T,43.586904164,-120.017599538,1391.3,2.6,87.665,161.74,,,,,
T,43.586876253,-120.017913943,1391.6,1.1,87.690,25.58,,,,,
T,43.586654300,-120.020748954,1393.4,0.8,87.921,230.28,,,,,
T,43.586792685,-120.023068227,1392.6,-0.4,88.109,187.94,,,,,
T,43.586968957,-120.024173213,1393.8,1.3,88.200,91.36,,,,,
T,43.587256707,-120.025512474,1393.3,-0.5,88.313,112.79,,,,,
T,43.588069752,-120.028839083,1391.2,-0.7,88.596,283.44,,,,,
T,43.589134589,-120.033427505,1393.1,0.5,88.985,388.98,,,,,
T,43.589542620,-120.035179406,1395.8,1.8,89.134,148.56,,,,,
T,43.589864820,-120.036582453,1398.3,2.1,89.253,118.83,,,,,
T,43.590435209,-120.039059641,1399.6,0.6,89.462,209.85,,,,,
T,43.590798145,-120.040836604,1400.8,0.8,89.612,149.06,,,,,
T,43.590987157,-120.043408088,1400.4,-0.2,89.820,208.72,,,,,
T,43.590974081,-120.047097886,1403.8,1.2,90.118,297.97,,,,,
T,43.590972321,-120.048940396,1404.9,0.7,90.267,148.79,,,,,
T,43.590967711,-120.050410079,1406.3,1.2,90.386,118.69,,,,,
T,43.590968801,-120.052632708,1405.9,-0.2,90.565,179.49,,,,,
T,43.590965113,-120.054852236,1404.8,-0.6,90.744,179.24,,,,,
T,43.590961173,-120.058542872,1402.8,-0.7,91.042,298.04,,,,,
T,43.590961257,-120.058912598,1402.8,-0.2,91.072,29.86,,,,,
T,43.590859501,-120.061859088,1402.5,-0.1,91.311,238.21,,,,,
T,43.590255668,-120.065832697,1400.2,-0.7,91.638,327.83,,,,,
T,43.589173397,-120.069593321,1401.4,0.4,91.965,326.63,,,,,
T,43.588963263,-120.070265382,1403.6,3.7,92.024,59.08,,,,,
T,43.588646175,-120.071272887,1405.4,2.1,92.113,88.66,,,,,
T,43.588253064,-120.072641149,1409.4,3.3,92.232,118.82,,,,,
T,43.587884009,-120.075187320,1408.8,-0.2,92.441,209.67,,,,,
T,43.587844279,-120.076311417,1404.8,-4.4,92.532,90.89,,,,,
T,43.587816870,-120.078171696,1400.9,-2.6,92.682,150.27,,,,,
T,43.587791305,-120.080022169,1396.4,-3.0,92.832,149.47,,,,,
T,43.587776972,-120.081126401,1394.2,-2.5,92.921,89.19,,,,,
T,43.587755682,-120.082604634,1391.2,-2.5,93.040,119.40,,,,,
T,43.587732632,-120.083716745,1389.2,-2.3,93.130,89.85,,,,,
T,43.587727267,-120.084087895,1388.6,-1.8,93.160,29.98,,,,,
T,43.587711258,-120.085195312,1385.6,-3.4,93.250,89.45,,,,,
T,43.587639760,-120.089604864,1381.2,-1.2,93.606,356.20,,,,,
T,43.587634061,-120.089973919,1380.7,-1.5,93.636,29.81,,,,,
T,43.587510511,-120.098094726,1379.7,-0.2,94.292,655.98,,,,,
T,43.587502968,-120.098465625,1379.3,-1.4,94.322,29.97,,,,,
T,43.587452844,-120.101051442,1376.8,-1.2,94.531,208.90,,,,,
T,43.587437086,-120.102160033,1375.5,-1.4,94.620,89.55,,,,,
T,43.587389225,-120.105483709,1373.5,-0.7,94.889,268.47,,,,,
T,43.587376401,-120.106218383,1373.8,0.4,94.948,59.35,,,,,
T,43.587328456,-120.109174680,1370.3,-1.5,95.187,238.81,,,,,
T,43.587323511,-120.109545915,1369.9,-1.4,95.217,29.99,,,,,
T,43.587316470,-120.111028338,1368.3,-1.3,95.337,119.72,,,,,
T,43.587382939,-120.112868501,1366.4,-1.3,95.485,148.79,,,,,
T,43.587894235,-120.117599918,1366.1,-0.1,95.872,386.31,,,,,
T,43.588931831,-120.122197224,1365.1,-0.3,96.260,388.76,,,,,
T,43.589809835,-120.124896113,1363.7,-0.6,96.499,238.79,,,,,
T,43.590997467,-120.127797928,1362.2,-0.5,96.768,268.93,,,,,
T,43.593072910,-120.131656705,1360.5,-0.4,97.156,387.65,,,,,
T,43.596774610,-120.137974983,1355.8,-0.7,97.811,655.33,,,,,
T,43.598117139,-120.140287969,1355.7,-0.1,98.050,239.02,,,,,
T,43.602144308,-120.147211673,1355.7,0.0,98.766,716.05,,,,,
T,43.605499081,-120.152974147,1355.9,0.0,99.362,596.14,,,,,
T,43.609524323,-120.159886200,1356.7,0.1,100.077,715.13,,,,,
T,43.609692045,-120.160173113,1356.6,-0.5,100.107,29.73,,,,,
T,43.610861572,-120.162202455,1356.1,-0.2,100.316,209.10,,,,,
T,43.612376684,-120.164801180,1354.0,-0.8,100.585,268.98,,,,,
T,43.615214881,-120.169217437,1355.7,0.4,101.061,475.95,,,,,
T,43.619235009,-120.174134513,1352.7,-0.5,101.659,597.52,,,,,
T,43.619435336,-120.174378846,1352.6,-0.2,101.688,29.74,,,,,
T,43.622956155,-120.178338708,1352.0,-0.1,102.194,505.15,,,,,
T,43.627042752,-120.181128373,1351.3,-0.1,102.700,506.80,,,,,
T,43.627525633,-120.181461554,1350.9,-0.6,102.760,60.01,,,,,
T,43.630168280,-120.183271207,1351.1,0.1,103.088,327.93,,,,,
T,43.634252446,-120.186066655,1350.9,-0.0,103.595,506.75,,,,,
T,43.635693798,-120.187055217,1350.8,-0.1,103.774,178.91,,,,,
T,43.636897020,-120.187876057,1350.5,-0.2,103.923,149.19,,,,,
T,43.639541008,-120.189691745,1349.5,-0.3,104.251,328.27,,,,,
T,43.642661087,-120.191835333,1349.7,0.0,104.639,387.41,,,,,
T,43.645148082,-120.193998870,1347.2,-0.8,104.966,326.84,,,,,
T,43.647119338,-120.196511932,1347.5,0.1,105.264,298.46,,,,,
T,43.650922040,-120.202260744,1347.2,-0.1,105.892,627.39,,,,,
T,43.655806929,-120.209658863,1347.2,0.0,106.698,806.70,,,,,
T,43.660151940,-120.216221474,1347.5,0.0,107.415,716.44,,,,,
T,43.665214861,-120.223856550,1347.6,0.0,108.249,834.08,,,,,
T,43.669738909,-120.230682604,1347.0,-0.1,108.994,745.49,,,,,
T,43.673717966,-120.236690417,1347.0,0.0,109.650,655.90,,,,,
T,43.677331991,-120.242155753,1347.0,0.0,110.246,596.22,,,,,
T,43.681675829,-120.248715766,1347.8,0.1,110.962,716.06,,,,,
T,43.686303310,-120.255904673,1347.9,0.0,111.737,774.81,,,,,
T,43.687971057,-120.259689437,1347.9,-0.0,112.094,357.01,,,,,
T,43.690224281,-120.265149577,1348.1,0.0,112.601,506.42,,,,,
T,43.690357050,-120.265470520,1348.2,0.2,112.630,29.78,,,,,
T,43.691423144,-120.268038567,1348.3,0.0,112.869,238.53,,,,,
T,43.695011353,-120.276717357,1348.3,-0.0,113.674,805.28,,,,,
T,43.698463775,-120.285076546,1347.9,-0.0,114.450,775.39,,,,,
T,43.700316511,-120.289579388,1347.6,-0.1,114.867,417.28,,,,,
T,43.703372050,-120.296978932,1347.1,-0.1,115.553,686.30,,,,,
T,43.706287024,-120.304055773,1347.4,0.0,116.209,655.95,,,,,
T,43.707091771,-120.305976905,1347.6,0.1,116.388,178.80,,,,,
T,43.710012697,-120.313052991,1348.0,0.1,117.044,656.19,,,,,
T,43.713596631,-120.321736978,1348.6,0.1,117.849,805.22,,,,,
T,43.716647225,-120.329134008,1349.5,0.1,118.535,685.74,,,,,
T,43.717845837,-120.332021993,1350.3,0.3,118.803,268.14,,,,,
T,43.717977265,-120.332343522,1349.2,-3.6,118.833,29.74,,,,,
T,43.721164651,-120.340060322,1353.5,0.6,119.549,715.61,,,,,
T,43.723556511,-120.345837716,1355.1,0.3,120.085,536.05,,,,,
T,43.723946102,-120.346803395,1357.1,2.3,120.174,89.04,,,,,
T,43.724616570,-120.348420935,1355.2,-1.3,120.324,150.12,,,,,
T,43.725151084,-120.349720968,1352.6,-2.2,120.444,120.42,,,,,
T,43.725284943,-120.350044174,1352.6,0.3,120.474,29.99,,,,,
T,43.725948874,-120.351647129,1352.0,-0.5,120.623,148.74,,,,,
T,43.729398698,-120.360007156,1352.6,0.1,121.398,775.01,,,,,
T,43.730192548,-120.361940945,1352.3,-0.1,121.577,179.04,,,,,
T,43.731128136,-120.364186121,1355.2,1.4,121.786,208.63,,,,,
T,43.734174119,-120.371592287,1353.5,-0.2,122.472,685.98,,,,,
T,43.736833194,-120.378019866,1354.9,0.2,123.068,596.17,,,,,
T,43.736966718,-120.378340976,1354.8,-0.4,123.098,29.82,,,,,
T,43.737757551,-120.380285997,1354.3,-0.2,123.277,179.64,,,,,
T,43.740547467,-120.387041895,1354.5,0.0,123.904,626.32,,,,,
T,43.740810910,-120.387684535,1354.7,0.3,123.963,59.47,,,,,
T,43.743327493,-120.393808857,1351.6,-0.5,124.530,567.06,,,,,
T,43.743726304,-120.394775458,1351.6,0.0,124.620,89.59,,,,,
T,43.744388977,-120.396380341,1352.0,0.3,124.769,148.77,,,,,
T,43.745712312,-120.399585832,1357.0,1.7,125.066,297.13,,,,,
T,43.746781508,-120.402170727,1355.3,-0.7,125.305,239.71,,,,,
T,43.748103753,-120.405397592,1354.2,-0.4,125.604,298.56,,,,,
T,43.748762570,-120.407010773,1352.3,-1.2,125.753,149.13,,,,,
T,43.752341727,-120.415696101,1353.0,0.1,126.558,804.66,,,,,
T,43.752740705,-120.416659350,1353.0,0.0,126.647,89.35,,,,,
T,43.754853532,-120.421815310,1354.6,0.3,127.124,477.01,,,,,
T,43.757245392,-120.427603768,1356.1,0.3,127.661,536.60,,,,,
T,43.758827224,-120.431468999,1355.2,-0.3,128.018,357.46,,,,,
T,43.759630714,-120.433398848,1355.1,-0.0,128.197,179.23,,,,,
T,43.761743708,-120.438536117,1357.6,0.5,128.673,475.67,,,,,
T,43.762401603,-120.440154914,1357.2,-0.3,128.822,149.45,,,,,
T,43.762799995,-120.441126125,1356.8,-0.4,128.912,89.86,,,,,
T,43.766515190,-120.450134743,1357.6,0.1,129.747,834.62,,,,,
T,43.767040903,-120.451417510,1359.4,1.5,129.866,118.66,,,,,
T,43.767172750,-120.451737950,1360.0,2.2,129.895,29.67,,,,,
T,43.767698379,-120.453024823,1360.9,0.8,130.014,118.94,,,,,
T,43.769165631,-120.456571290,1364.1,1.0,130.343,328.81,,,,,
T,43.769297479,-120.456893742,1364.3,0.5,130.373,29.81,,,,,
T,43.770883670,-120.460753608,1368.2,1.1,130.730,357.27,,,,,
T,43.771944148,-120.463326350,1372.8,1.9,130.968,238.31,,,,,
T,43.772470029,-120.464615487,1375.8,2.5,131.088,119.11,,,,,
T,43.772863895,-120.465585440,1376.4,0.6,131.177,89.52,,,,,
T,43.773927139,-120.468165977,1380.0,1.5,131.416,239.00,,,,,
T,43.774590651,-120.469772033,1381.8,1.2,131.565,148.84,,,,,
T,43.774856441,-120.470414255,1382.1,0.6,131.624,59.54,,,,,
T,43.774988959,-120.470735282,1382.6,1.6,131.654,29.75,,,,,
T,43.775645178,-120.472338824,1388.3,3.9,131.802,148.26,,,,,
T,43.776042815,-120.473291762,1394.0,6.4,131.891,88.53,,,,,
T,43.776305504,-120.473929960,1396.5,4.2,131.950,59.09,,,,,
T,43.776567858,-120.474570841,1398.2,2.9,132.009,59.26,,,,,
T,43.776830379,-120.475215158,1400.5,3.9,132.069,59.51,,,,,
T,43.777225753,-120.476185111,1403.6,3.4,132.158,89.60,,,,,
T,43.777491376,-120.476833116,1405.8,3.8,132.218,59.94,,,,,
T,43.778014658,-120.478137508,1407.7,1.5,132.338,120.03,,,,,
T,43.779089721,-120.480826171,1410.2,1.0,132.586,247.22,,,,,
T,43.779382166,-120.481539387,1411.2,1.6,132.652,65.97,,,,,
T,43.779679304,-120.482256962,1412.6,2.0,132.718,66.54,,,,,
T,43.780430993,-120.484055216,1415.4,1.7,132.885,167.13,,,,,
T,43.782241987,-120.488596028,1418.5,0.7,133.303,417.26,,,,,
T,43.782451702,-120.489391135,1419.1,0.8,133.371,68.11,,,,,
T,43.782674409,-120.490195965,1420.2,1.6,133.440,69.35,,,,,
T,43.782785889,-120.490596453,1420.9,1.9,133.475,34.54,,,,,
T,43.783717202,-120.493859276,1421.9,0.4,133.757,282.30,,,,,
T,43.784001516,-120.494884215,1424.9,3.4,133.845,88.35,,,,,
T,43.784185667,-120.495559713,1427.8,5.0,133.903,58.10,,,,,
T,43.784461683,-120.496567050,1431.8,4.6,133.990,86.69,,,,,
T,43.784649940,-120.497248247,1434.9,5.2,134.049,58.69,,,,,
T,43.784837946,-120.497939335,1436.3,2.3,134.108,59.42,,,,,
T,43.785708323,-120.501086321,1431.4,-1.8,134.379,271.15,,,,,
T,43.785999259,-120.502130454,1428.7,-3.0,134.469,90.05,,,,,
T,43.786379043,-120.503509110,1427.8,-0.8,134.588,118.72,,,,,
T,43.786666123,-120.504539581,1428.7,1.1,134.677,88.87,,,,,
T,43.787426865,-120.507288007,1433.5,2.0,134.914,236.83,,,,,
T,43.787522167,-120.507631833,1433.7,0.7,134.943,29.63,,,,,
T,43.787804972,-120.508670099,1434.7,1.1,135.033,89.28,,,,,
T,43.788668895,-120.511798477,1437.6,1.1,135.302,269.48,,,,,
T,43.790768562,-120.519411424,1441.4,0.6,135.958,655.66,,,,,
T,43.790958580,-120.520103518,1441.7,0.4,136.017,59.57,,,,,
T,43.792010089,-120.523918457,1442.9,0.4,136.346,328.53,,,,,
T,43.792202286,-120.524609964,1442.9,-0.0,136.405,59.61,,,,,
T,43.792868648,-120.527045829,1440.8,-1.0,136.615,209.57,,,,,
T,43.794297846,-120.532242861,1438.0,-0.6,137.062,447.41,,,,,
T,43.794392478,-120.532593811,1436.9,-3.9,137.093,30.14,,,,,
T,43.794682827,-120.533639621,1435.9,-1.1,137.183,90.14,,,,,
T,43.795063784,-120.535022551,1433.8,-1.8,137.302,119.08,,,,,
T,43.797440473,-120.543670580,1430.7,-0.4,138.046,744.41,,,,,
T,43.799536033,-120.551302219,1425.2,-0.8,138.703,656.83,,,,,
T,43.799827388,-120.552348699,1421.7,-3.9,138.793,90.22,,,,,
T,43.800113127,-120.553381182,1420.3,-1.6,138.882,88.95,,,,,
T,43.800674379,-120.555438772,1418.6,-1.0,139.059,176.94,,,,,
T,43.800958609,-120.556471674,1417.0,-1.7,139.148,88.92,,,,,
T,43.801434282,-120.558199603,1416.0,-0.7,139.297,148.76,,,,,
T,43.802293008,-120.561305601,1419.1,1.2,139.564,267.54,,,,,
T,43.802387137,-120.561650265,1419.2,0.4,139.594,29.64,,,,,
T,43.804010209,-120.567557998,1419.0,-0.0,140.102,508.46,,,,,
T,43.805151908,-120.571703436,1420.3,0.4,140.459,356.88,,,,,
T,43.806201071,-120.575529188,1417.9,-0.7,140.788,329.18,,,,,
T,43.808285817,-120.583135094,1417.9,-0.0,141.443,654.38,,,,,
T,43.809618540,-120.587975979,1419.9,0.5,141.860,416.71,,,,,
T,43.809714764,-120.588321900,1420.2,0.9,141.889,29.82,,,,,
T,43.811312020,-120.594161823,1418.7,-0.3,142.392,502.28,,,,,
T,43.811487285,-120.594798094,1418.3,-0.8,142.446,54.77,,,,,
T,43.811898250,-120.596280517,1416.3,-1.5,142.574,127.72,,,,,
T,43.813475976,-120.602041148,1413.8,-0.5,143.070,495.53,,,,,
T,43.814827222,-120.606989739,1409.4,-1.0,143.495,425.51,,,,,
T,43.815051606,-120.607808148,1408.9,-0.8,143.566,70.41,,,,,
T,43.816543669,-120.613285806,1406.3,-0.5,144.036,470.85,,,,,
T,43.816619357,-120.613562660,1405.9,-1.7,144.060,23.81,,,,,
T,43.817612110,-120.617162688,1400.3,-1.8,144.370,309.92,,,,,
T,43.817987619,-120.618530950,1397.3,-2.6,144.488,117.72,,,,,
T,43.818462370,-120.620247982,1394.2,-2.1,144.636,147.87,,,,,
T,43.819485716,-120.623982120,1395.2,0.3,144.957,321.21,,,,,
T,43.820240339,-120.626734318,1393.1,-0.9,145.194,236.75,,,,,
T,43.821360245,-120.630827034,1390.8,-0.7,145.546,351.98,,,,,
T,43.822483504,-120.634929724,1386.2,-1.3,145.899,352.85,,,,,
T,43.822577465,-120.635271789,1385.9,-1.0,145.928,29.43,,,,,
T,43.822949119,-120.636637537,1385.0,-0.7,146.045,117.37,,,,,
T,43.823700137,-120.639355620,1385.5,0.2,146.279,234.03,,,,,
T,43.824539334,-120.642431779,1385.1,-0.1,146.544,264.44,,,,,
T,43.825008217,-120.644151494,1380.7,-2.9,146.692,147.82,,,,,
T,43.825195218,-120.644842750,1378.1,-4.4,146.751,59.36,,,,,
T,43.825570894,-120.646212855,1375.9,-1.9,146.869,117.85,,,,,
T,43.826227365,-120.648589125,1373.3,-1.3,147.073,204.59,,,,,
T,43.826321410,-120.648929095,1373.0,-1.1,147.103,29.28,,,,,
T,43.826880902,-120.650978722,1369.8,-1.8,147.279,176.20,,,,,
T,43.827998964,-120.655078227,1364.3,-1.6,147.631,352.38,,,,,
T,43.828186132,-120.655768896,1361.6,-4.6,147.691,59.32,,,,,
T,43.828557534,-120.657136738,1359.8,-1.5,147.808,117.51,,,,,
T,43.828936564,-120.658476418,1359.3,-0.4,147.924,115.70,,,,,
T,43.830143977,-120.662890747,1357.8,-0.4,148.303,379.57,,,,,
T,43.831264386,-120.666993437,1357.3,-0.1,148.656,352.70,,,,,
T,43.833420211,-120.674842754,1355.2,-0.3,149.331,675.25,,,,,
T,43.833884904,-120.676553669,1354.5,-0.5,149.478,146.98,,,,,
T,43.834258988,-120.677913632,1354.5,0.0,149.595,117.01,,,,,
T,43.835382918,-120.682018586,1351.5,-0.8,149.948,352.98,,,,,
T,43.835851383,-120.683721537,1350.7,-0.6,150.095,146.52,,,,,
T,43.837993629,-120.691569848,1349.1,-0.2,150.769,674.59,,,,,
T,43.838463100,-120.693280092,1349.1,0.0,150.917,147.10,,,,,
T,43.840805339,-120.701820748,1348.1,-0.1,151.651,734.51,,,,,
T,43.843506994,-120.711725308,1348.4,0.0,152.502,851.20,,,,,
T,43.845467437,-120.718897786,1344.2,-0.7,153.119,616.54,,,,,
T,43.845745465,-120.719922725,1343.1,-1.3,153.207,88.02,,,,,
T,43.846962936,-120.724366810,1339.5,-0.9,153.589,382.11,,,,,
T,43.847428635,-120.726078814,1338.9,-0.4,153.736,147.07,,,,,
T,43.848828329,-120.731195379,1338.1,-0.2,154.176,439.84,,,,,
T,43.850882901,-120.738719394,1337.0,-0.2,154.822,646.63,,,,,
T,43.851442561,-120.740766674,1336.9,-0.1,154.998,175.97,,,,,
T,43.853395963,-120.747944852,1335.9,-0.2,155.615,616.62,,,,,
T,43.854337251,-120.751356119,1331.0,-1.6,155.909,293.54,,,,,
T,43.854431380,-120.751697598,1331.6,1.8,155.938,29.38,,,,,
T,43.854905712,-120.753395855,1331.2,-0.3,156.084,146.36,,,,,
T,43.855973314,-120.756745851,1327.2,-1.3,156.379,294.31,,,,,
T,43.856188394,-120.757416235,1327.3,0.2,156.438,58.96,,,,,
T,43.857595548,-120.761739789,1323.9,-0.9,156.819,381.15,,,,,
T,43.857703172,-120.762073137,1324.0,0.3,156.848,29.35,,,,,
T,43.857918670,-120.762737906,1325.1,2.0,156.907,58.56,,,,,
T,43.859953461,-120.769082923,1323.5,-0.3,157.465,557.97,,,,,
T,43.861244610,-120.773070864,1324.6,0.3,157.816,351.24,,,,,
T,43.863070691,-120.778744994,1326.3,0.3,158.315,499.24,,,,,
T,43.863285351,-120.779412696,1326.3,0.0,158.374,58.74,,,,,
T,43.865211681,-120.785409864,1327.9,0.3,158.901,527.48,,,,,
T,43.866112484,-120.788475042,1325.3,-1.0,159.167,265.95,,,,,
T,43.866500231,-120.789847327,1320.4,-4.1,159.286,118.43,,,,,
T,43.866801141,-120.790869920,1318.0,-2.7,159.374,88.74,,,,,
T,43.867195677,-120.792217394,1314.6,-2.9,159.491,116.85,,,,,
T,43.867590129,-120.793554978,1314.3,-0.3,159.607,116.11,,,,,
T,43.869849220,-120.801328523,1312.0,-0.3,160.281,673.39,,,,,
T,43.871430885,-120.807499113,1313.0,0.2,160.807,526.21,,,,,
T,43.871445051,-120.809702966,1312.0,-0.6,160.984,177.15,,,,,
T,43.871445805,-120.810070932,1311.8,-0.7,161.014,29.58,,,,,
T,43.871446727,-120.811534161,1311.3,-0.4,161.131,117.61,,,,,
T,43.871436082,-120.816286784,1311.3,-0.0,161.513,382.01,,,,,
T,43.871433651,-120.822135005,1310.7,-0.1,161.983,470.08,,,,,
T,43.871428454,-120.831642430,1311.5,0.1,162.748,764.20,,,,,
T,43.871433483,-120.833106246,1310.7,-0.6,162.865,117.66,,,,,
T,43.871432645,-120.833472535,1310.7,-0.3,162.895,29.44,,,,,
T,43.871430131,-120.837856857,1310.9,0.1,163.247,352.41,,,,,
T,43.871428538,-120.840028860,1313.6,1.6,163.422,174.58,,,,,
T,43.871425940,-120.841487562,1317.3,3.1,163.539,117.25,,,,,
T,43.871430550,-120.847698469,1319.0,0.3,164.038,499.23,,,,,
T,43.871434154,-120.851712646,1322.5,1.1,164.361,322.66,,,,,
T,43.871436082,-120.852076253,1322.8,1.0,164.390,29.23,,,,,
T,43.871428454,-120.853893450,1325.5,1.8,164.536,146.07,,,,,
T,43.871427449,-120.854257140,1326.1,2.1,164.565,29.23,,,,,
T,43.871472459,-120.861588959,1323.9,-0.4,165.155,589.35,,,,,
T,43.871474471,-120.861955164,1323.7,-0.6,165.184,29.44,,,,,
T,43.871502299,-120.864511896,1324.1,0.2,165.390,205.53,,,,,
T,43.871530714,-120.867070220,1318.1,-2.9,165.595,205.66,,,,,
T,43.871569522,-120.870369589,1313.7,-1.7,165.861,265.24,,,,,
T,43.871578993,-120.871470636,1310.7,-3.4,165.949,88.51,,,,,
T,43.871646803,-120.873280205,1307.2,-2.4,166.095,145.65,,,,,
T,43.871707991,-120.874000043,1307.0,-0.2,166.153,58.26,,,,,
T,43.871988784,-120.876139607,1307.5,0.2,166.328,174.78,,,,,
T,43.873259146,-120.883963443,1306.1,-0.2,166.972,644.51,,,,,
