type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),color,width,opacity,name,desc
T,43.518576901,-119.107428538,1284.3,-1.2,10.338,264.79,,,,,
T,43.518382525,-119.107675050,1283.8,-1.6,10.368,29.39,,,,,
T,43.517599152,-119.108655313,1285.1,1.1,10.486,117.71,,,,,
T,43.517209897,-119.109149007,1286.2,1.8,10.544,58.85,,,,,
T,43.516821815,-119.109643623,1286.3,0.1,10.603,58.81,,,,,
T,43.516630121,-119.109893991,1286.3,0.2,10.633,29.38,,,,,
T,43.516250504,-119.110400090,1286.2,-0.3,10.691,58.77,,,,,
T,43.516063420,-119.110655990,1286.1,-0.3,10.721,29.33,,,,,
T,43.514212025,-119.113720162,1287.5,0.4,11.043,322.02,,,,,
T,43.514064755,-119.114022832,1287.6,0.6,11.072,29.44,,,,,
T,43.513506940,-119.115259834,1291.3,3.1,11.190,117.67,,,,,
T,43.513379032,-119.115579687,1292.0,2.3,11.219,29.51,,,,,
T,43.513254812,-119.115901971,1291.7,-0.8,11.249,29.49,,,,,
T,43.512792299,-119.117222708,1289.3,-2.1,11.367,118.51,,,,,
T,43.512686351,-119.117559912,1288.6,-2.3,11.397,29.70,,,,,
T,43.512488119,-119.118241025,1286.6,-3.4,11.456,59.32,,,,,
T,43.512397008,-119.118585354,1286.1,-1.7,11.486,29.63,,,,,
T,43.512310591,-119.118930521,1285.6,-1.9,11.516,29.52,,,,,
T,43.512229035,-119.119278118,1285.2,-1.2,11.545,29.53,,,,,
T,43.512151753,-119.119627141,1285.0,-0.9,11.575,29.50,,,,,
T,43.512008591,-119.120328454,1283.2,-3.0,11.633,58.90,,,,,
T,43.511942374,-119.120680913,1281.2,-6.9,11.663,29.43,,,,,
T,43.511879090,-119.121034127,1278.9,-7.7,11.692,29.41,,,,,
T,43.511765683,-119.121743655,1274.4,-7.7,11.751,58.74,,,,,
T,43.511672309,-119.122460475,1272.3,-3.5,11.810,58.88,,,,,
T,43.511632495,-119.122820813,1271.8,-1.9,11.839,29.47,,,,,
T,43.511541551,-119.123905264,1272.0,0.3,11.928,88.27,,,,,
T,43.511502491,-119.124630131,1272.1,0.1,11.986,58.77,,,,,
T,43.511488829,-119.124992397,1272.0,-0.2,12.016,29.33,,,,,
T,43.511503832,-119.127168087,1268.3,-2.1,12.192,175.94,,,,,
T,43.511534762,-119.127890775,1268.1,-0.3,12.250,58.54,,,,,
T,43.511784961,-119.134748178,1269.2,0.2,12.805,555.19,,,,,
T,43.511881689,-119.137654100,1273.3,1.8,13.041,235.22,,,,,
T,43.512030132,-119.142013025,1267.8,-1.6,13.393,352.85,,,,,
T,43.512124848,-119.144911151,1267.6,-0.1,13.628,234.58,,,,,
T,43.512319559,-119.150708746,1267.6,0.0,14.097,469.29,,,,,
T,43.512354596,-119.151794873,1267.6,0.0,14.185,87.91,,,,,
T,43.512415029,-119.153608046,1267.7,0.1,14.332,146.77,,,,,
T,43.512535477,-119.161584182,1269.1,0.2,14.977,645.09,,,,,
T,43.512446294,-119.167757453,1272.6,0.7,15.476,499.27,,,,,
T,43.512408324,-119.171046512,1276.7,1.5,15.742,265.99,,,,,
T,43.512375802,-119.172893884,1279.7,2.0,15.892,149.42,,,,,
T,43.512330456,-119.175484814,1274.8,-2.4,16.101,209.56,,,,,
T,43.512315284,-119.176594745,1273.3,-1.7,16.191,89.77,,,,,
T,43.512312267,-119.178802958,1273.7,0.2,16.370,178.56,,,,,
T,43.512614099,-119.182459731,1273.8,0.0,16.667,297.58,,,,,
T,43.513515992,-119.187092995,1273.7,-0.0,17.055,387.81,,,,,
T,43.514098031,-119.189930186,1273.7,0.0,17.293,238.35,,,,,
T,43.514463818,-119.191702791,1273.7,0.0,17.442,148.98,,,,,
T,43.514683424,-119.192766119,1273.8,0.2,17.532,89.37,,,,,
T,43.515788661,-119.197303411,1275.8,0.5,17.919,386.87,,,,,
T,43.516464159,-119.199711364,1277.8,0.9,18.127,208.66,,,,,
T,43.517818423,-119.204526516,1280.0,0.5,18.545,417.39,,,,,
T,43.519433951,-119.210784361,1282.9,0.5,19.082,536.85,,,,,
T,43.519865032,-119.214797113,1282.1,-0.3,19.410,327.95,,,,,
T,43.519899901,-119.216270987,1283.0,0.8,19.529,119.23,,,,,
T,43.519957485,-119.219584772,1284.8,0.6,19.797,268.00,,,,,
T,43.520278679,-119.225825938,1288.4,0.7,20.303,505.86,,,,,
T,43.521202197,-119.231209215,1289.6,0.3,20.750,447.16,,,,,
T,43.521711733,-119.234073311,1291.4,0.7,20.988,238.38,,,,,
T,43.522662995,-119.239441250,1296.1,1.1,21.435,446.67,,,,,
T,43.523301529,-119.243016383,1301.0,1.6,21.732,297.61,,,,,
T,43.523427593,-119.243733538,1300.1,-1.5,21.792,59.65,,,,,
T,43.524109293,-119.249182446,1304.2,0.9,22.239,446.98,,,,,
T,43.524125805,-119.251390072,1303.9,-0.2,22.418,178.48,,,,,
T,43.523922795,-119.253947306,1306.0,1.1,22.625,207.97,,,,,
T,43.523712326,-119.255387150,1309.9,3.3,22.744,118.73,,,,,
T,43.523577377,-119.256097684,1307.8,-3.5,22.804,59.37,,,,,
T,43.523346623,-119.257157408,1312.3,5.0,22.893,89.43,,,,,
T,43.523020567,-119.258564478,1316.4,3.5,23.012,119.38,,,,,
T,43.522695685,-119.259968614,1317.1,0.6,23.132,119.12,,,,,
T,43.522533746,-119.260671772,1317.0,-0.2,23.191,59.63,,,,,
T,43.522452693,-119.261022303,1317.9,2.9,23.221,29.74,,,,,
T,43.522209451,-119.262076411,1321.9,4.5,23.310,89.40,,,,,
T,43.521801923,-119.263835186,1324.0,1.4,23.460,149.23,,,,,
T,43.521478632,-119.265242172,1325.8,1.5,23.579,119.29,,,,,
T,43.521243855,-119.266298628,1327.6,2.0,23.668,89.31,,,,,
T,43.521002792,-119.268483370,1334.4,3.8,23.847,178.65,,,,,
T,43.521006145,-119.269218799,1335.9,2.6,23.906,59.46,,,,,
T,43.521101614,-119.270312553,1339.5,4.0,23.995,89.06,,,,,
T,43.521721037,-119.272745987,1344.6,2.4,24.204,208.43,,,,,
T,43.521993114,-119.273380162,1346.5,3.1,24.263,59.52,,,,,
T,43.522599377,-119.274591683,1349.9,2.9,24.382,118.87,,,,,
T,43.523046132,-119.275505226,1352.7,3.2,24.471,88.99,,,,,
T,43.523639822,-119.276727308,1356.3,3.0,24.590,118.79,,,,,
T,43.523788601,-119.277032157,1358.6,7.5,24.620,29.68,,,,,
T,43.524380866,-119.278258597,1362.4,3.3,24.739,119.00,,,,,
T,43.524828376,-119.279176751,1366.5,4.5,24.828,89.34,,,,,
T,43.525423575,-119.280401599,1371.9,4.6,24.947,119.07,,,,,
T,43.525867481,-119.281322602,1372.8,1.0,25.036,89.31,,,,,
T,43.526312476,-119.282241510,1377.9,5.7,25.126,89.23,,,,,
T,43.526749760,-119.283165280,1383.0,5.7,25.215,89.09,,,,,
T,43.527029129,-119.283788642,1383.5,0.9,25.274,59.19,,,,,
T,43.527384354,-119.284767816,1389.8,7.1,25.362,88.45,,,,,
T,43.527652575,-119.285803651,1392.5,3.1,25.451,88.88,,,,,
T,43.527849633,-119.286874272,1397.2,5.2,25.540,89.27,,,,,
T,43.528013416,-119.287965680,1401.4,4.6,25.630,90.09,,,,,
T,43.528119279,-119.288694905,1402.2,1.3,25.691,60.11,,,,,
T,43.529184954,-119.296343057,1399.5,-0.4,26.320,629.50,,,,,
T,43.529293165,-119.297068175,1398.7,-1.4,26.380,59.84,,,,,
T,43.530457998,-119.305024361,1398.1,-0.1,27.036,656.04,,,,,
T,43.530673748,-119.306479627,1394.9,-2.7,27.156,120.06,,,,,
T,43.530779611,-119.307206255,1393.8,-1.9,27.216,59.90,,,,,
T,43.531368272,-119.311232334,1394.8,0.3,27.548,331.96,,,,,
T,43.531846628,-119.314515274,1393.5,-0.5,27.819,270.64,,,,,
T,43.532063132,-119.315991411,1390.3,-2.7,27.940,121.72,,,,,
T,43.532235799,-119.317156160,1386.9,-3.5,28.036,96.09,,,,,
T,43.532363037,-119.317994351,1384.4,-3.6,28.106,69.21,,,,,
T,43.532443000,-119.318533726,1384.3,-0.1,28.150,44.50,,,,,
T,43.533138279,-119.323346531,1382.9,-0.4,28.547,396.63,,,,,
T,43.533398705,-119.325146628,1381.4,-1.0,28.695,148.35,,,,,
T,43.533655694,-119.327194579,1379.7,-1.1,28.863,167.98,,,,,
T,43.533763569,-119.328362094,1378.3,-1.4,28.958,95.13,,,,,
T,43.533922574,-119.330687905,1374.9,-1.8,29.147,188.83,,,,,
T,43.534151986,-119.335086225,1373.7,-0.3,29.503,356.43,,,,,
T,43.534408975,-119.340169262,1371.4,-0.6,29.915,411.86,,,,,
T,43.534425823,-119.340477465,1371.3,-0.5,29.940,24.98,,,,,
T,43.534492543,-119.341732236,1370.9,-0.4,30.042,101.69,,,,,
T,43.534508469,-119.342041193,1371.0,0.5,30.067,25.04,,,,,
T,43.534716172,-119.346028883,1372.2,0.4,30.390,323.15,,,,,
T,43.534861850,-119.349122560,1367.2,-2.0,30.641,250.59,,,,,
T,43.534897892,-119.350182954,1364.4,-3.3,30.727,85.81,,,,,
T,43.534981711,-119.351758668,1360.6,-2.9,30.854,127.71,,,,,
T,43.535152702,-119.354999028,1362.5,0.7,31.117,262.61,,,,,
T,43.535288489,-119.357012529,1360.6,-1.2,31.280,163.45,,,,,
T,43.535555201,-119.361969000,1357.2,-0.9,31.682,401.72,,,,,
T,43.535786374,-119.366518194,1355.7,-0.4,32.051,368.60,,,,,
T,43.535883855,-119.368414935,1355.9,0.1,32.204,153.69,,,,,
T,43.536082506,-119.372198861,1358.6,0.9,32.511,306.64,,,,,
T,43.536321139,-119.376764149,1355.1,-1.0,32.881,369.96,,,,,
T,43.536342094,-119.377145441,1354.2,-2.7,32.912,30.91,,,,,
T,43.536402611,-119.378283201,1352.7,-1.7,33.004,92.21,,,,,
T,43.536535548,-119.380908329,1355.5,1.4,33.217,212.70,,,,,
T,43.536554156,-119.381283755,1356.2,2.2,33.247,30.42,,,,,
T,43.536632862,-119.382797275,1360.6,3.6,33.370,122.65,,,,,
T,43.536971491,-119.389253771,1359.2,-0.3,33.893,523.22,,,,,
T,43.537112810,-119.391908990,1357.2,-0.9,34.108,215.19,,,,,
T,43.537207190,-119.393804306,1355.4,-1.2,34.262,153.55,,,,,
T,43.537309617,-119.395705070,1353.2,-1.4,34.416,154.05,,,,,
T,43.537432328,-119.397982601,1349.2,-2.2,34.600,184.59,,,,,
T,43.537490666,-119.399125390,1347.2,-2.2,34.693,92.59,,,,,
T,43.537528301,-119.399886383,1345.4,-3.0,34.755,61.65,,,,,
T,43.537630225,-119.401779603,1342.2,-2.1,34.908,153.44,,,,,
T,43.537708428,-119.403299075,1337.0,-4.2,35.031,123.12,,,,,
T,43.537728041,-119.403684139,1336.3,-2.2,35.062,31.20,,,,,
T,43.537768191,-119.404453179,1335.4,-1.4,35.125,62.32,,,,,
T,43.537809849,-119.405216267,1335.2,-0.4,35.187,61.85,,,,,
T,43.537888471,-119.406725094,1335.9,0.6,35.309,122.27,,,,,
T,43.538280828,-119.414314320,1332.0,-0.6,35.924,614.95,,,,,
T,43.538299520,-119.414679017,1332.2,0.9,35.953,29.55,,,,,
T,43.538375627,-119.416133696,1335.0,2.4,36.071,117.88,,,,,
T,43.538412508,-119.416858982,1336.2,2.0,36.130,58.76,,,,,
T,43.538470175,-119.417947791,1341.0,5.4,36.218,88.24,,,,,
T,43.538506385,-119.418680202,1342.1,1.9,36.278,59.33,,,,,
T,43.538624067,-119.420903167,1342.3,0.1,36.458,180.15,,,,,
T,43.538696487,-119.422391793,1341.8,-0.4,36.578,120.59,,,,,
T,43.538770247,-119.423872121,1340.8,-0.8,36.698,119.93,,,,,
T,43.538830765,-119.424975850,1340.5,-0.4,36.788,89.46,,,,,
T,43.539116755,-119.430476474,1339.1,-0.3,37.233,445.72,,,,,
T,43.539251285,-119.433061955,1335.2,-1.9,37.443,209.50,,,,,
T,43.539307695,-119.434175575,1331.1,-4.5,37.533,90.23,,,,,
T,43.539346587,-119.434913099,1329.2,-3.2,37.593,59.77,,,,,
T,43.539386485,-119.435652299,1324.4,-8.0,37.653,59.91,,,,,
T,43.539425712,-119.436391331,1323.3,-1.8,37.713,59.89,,,,,
T,43.539463514,-119.437128603,1322.1,-2.0,37.772,59.74,,,,,
T,43.539502155,-119.437858416,1320.1,-3.3,37.832,59.14,,,,,
T,43.539540125,-119.438583869,1318.0,-3.6,37.890,58.79,,,,,
T,43.539725197,-119.442235362,1317.9,-0.0,38.186,295.84,,,,,
T,43.539825361,-119.444071418,1317.9,0.0,38.335,148.81,,,,,
T,43.540163739,-119.450691193,1317.8,-0.0,38.871,536.35,,,,,
T,43.540276224,-119.452908877,1315.4,-1.4,39.051,179.67,,,,,
T,43.540598508,-119.459169656,1310.5,-1.0,39.558,507.28,,,,,
T,43.540656846,-119.460274726,1305.7,-5.3,39.648,89.55,,,,,
T,43.540676124,-119.460640177,1305.3,-1.5,39.677,29.61,,,,,
T,43.540713927,-119.461373258,1302.0,-5.6,39.737,59.40,,,,,
T,43.540752651,-119.462108854,1298.8,-5.3,39.796,59.61,,,,,
T,43.540812079,-119.463211242,1294.6,-4.7,39.886,89.34,,,,,
T,43.540870752,-119.464309858,1293.2,-1.6,39.975,89.03,,,,,
T,43.540909309,-119.465040844,1291.9,-2.2,40.034,59.23,,,,,
T,43.540984327,-119.466506503,1288.7,-2.8,40.153,118.75,,,,,
T,43.541004192,-119.466873044,1287.8,-2.9,40.183,29.71,,,,,
T,43.541078121,-119.468335435,1284.8,-2.5,40.301,118.48,,,,,
T,43.541261936,-119.472003020,1285.2,0.1,40.598,297.12,,,,,
T,43.541785553,-119.482301110,1284.6,-0.1,41.432,834.33,,,,,
T,43.542263908,-119.491499662,1284.6,-0.0,42.178,745.33,,,,,
T,43.542329790,-119.496653108,1285.5,0.2,42.594,416.57,,,,,
T,43.542222921,-119.503651159,1287.2,0.3,43.160,565.71,,,,,
T,43.542059474,-119.511380028,1287.9,0.1,43.785,624.91,,,,,
T,43.541887561,-119.521339741,1289.7,0.2,44.590,805.18,,,,,
T,43.541712631,-119.530924950,1291.1,0.2,45.365,774.93,,,,,
T,43.541558655,-119.540144457,1290.6,-0.1,46.110,745.33,,,,,
T,43.541394537,-119.549709298,1297.6,0.9,46.884,773.26,,,,,
T,43.541374086,-119.550798107,1299.7,2.4,46.972,88.03,,,,,
T,43.541359585,-119.551532697,1299.7,0.0,47.031,59.39,,,,,
T,43.541313736,-119.554124214,1304.1,2.1,47.241,209.51,,,,,
T,43.541172333,-119.562624888,1297.0,-1.0,47.928,687.22,,,,,
T,43.541153893,-119.563737418,1298.0,1.1,48.018,89.94,,,,,
T,43.541006958,-119.572542524,1296.6,-0.2,48.730,711.83,,,,,
T,43.540840158,-119.581767898,1296.7,0.0,49.475,745.84,,,,,
T,43.540782994,-119.585077073,1298.3,0.6,49.743,267.53,,,,,
T,43.540735133,-119.587649228,1300.9,1.3,49.951,207.96,,,,,
T,43.540709149,-119.589119749,1304.2,2.8,50.070,118.89,,,,,
T,43.540623235,-119.593920568,1306.0,0.5,50.458,388.13,,,,,
T,43.540521478,-119.599818326,1310.7,1.0,50.935,476.81,,,,,
T,43.540466912,-119.602765152,1311.8,0.5,51.173,238.25,,,,,
T,43.540459871,-119.603131441,1311.9,0.2,51.203,29.61,,,,,
T,43.540347638,-119.609412588,1312.1,0.0,51.710,507.81,,,,,
T,43.540203804,-119.617884597,1313.8,0.3,52.395,684.92,,,,,
T,43.540074304,-119.624889856,1314.4,0.1,52.962,566.37,,,,,
T,43.539943714,-119.632268194,1316.1,0.3,53.558,596.52,,,,,
T,43.539857213,-119.636693420,1318.0,0.5,53.916,357.79,,,,,
T,43.539809687,-119.639271274,1319.0,0.5,54.124,208.42,,,,,
T,43.539802479,-119.639638569,1319.0,0.2,54.154,29.70,,,,,
T,43.539781272,-119.641112024,1319.6,0.5,54.273,119.11,,,,,
T,43.539646827,-119.648108482,1322.8,0.6,54.839,565.68,,,,,
T,43.539566025,-119.652898991,1324.7,0.5,55.226,387.29,,,,,
T,43.539512968,-119.655837100,1329.9,2.2,55.464,237.54,,,,,
T,43.539494695,-119.656939320,1332.5,3.0,55.553,89.11,,,,,
T,43.539473321,-119.658041960,1335.1,2.9,55.642,89.15,,,,,
T,43.539444152,-119.659516001,1336.3,1.0,55.761,119.18,,,,,
T,43.539401069,-119.661737373,1340.6,2.4,55.941,179.60,,,,,
T,43.539275257,-119.668761073,1339.5,-0.2,56.509,567.86,,,,,
T,43.539217841,-119.672075529,1337.3,-0.8,56.777,267.96,,,,,
T,43.539140895,-119.676488936,1338.0,0.2,57.133,356.81,,,,,
T,43.539054142,-119.680925226,1335.7,-0.6,57.492,358.69,,,,,
T,43.538960349,-119.686072636,1334.9,-0.2,57.908,416.17,,,,,
T,43.538788939,-119.695293652,1330.1,-0.6,58.654,745.53,,,,,
T,43.538709897,-119.699720135,1329.1,-0.3,59.012,357.88,,,,,
T,43.538659858,-119.702294301,1329.0,-0.0,59.220,208.13,,,,,
T,43.538503535,-119.710775698,1326.1,-0.4,59.906,685.73,,,,,
T,43.538394403,-119.716675887,1327.0,0.2,60.383,477.04,,,,,
T,43.538351487,-119.718876891,1327.9,0.5,60.561,177.96,,,,,
T,43.538185442,-119.727359042,1334.0,0.9,61.246,685.82,,,,,
T,43.538156021,-119.729198031,1333.0,-0.6,61.395,148.67,,,,,
T,43.538093325,-119.732868131,1334.6,0.5,61.692,296.72,,,,,
T,43.538062479,-119.734330689,1337.0,2.0,61.810,118.26,,,,,
T,43.538030712,-119.735804982,1337.5,0.5,61.929,119.21,,,,,
T,43.537897943,-119.742833544,1337.3,-0.0,62.498,568.28,,,,,
T,43.537786296,-119.749095496,1342.4,1.0,63.004,506.28,,,,,
T,43.537648581,-119.756102432,1344.8,0.4,63.570,566.55,,,,,
T,43.537491756,-119.764213432,1342.5,-0.4,64.226,655.82,,,,,
T,43.537141811,-119.769710871,1342.5,-0.0,64.672,446.04,,,,,
T,43.536647446,-119.771808777,1344.4,1.1,64.850,178.24,,,,,
T,43.535476243,-119.776305249,1347.5,0.8,65.237,386.04,,,,,
T,43.535209615,-119.777325746,1353.8,7.2,65.324,87.64,,,,,
T,43.535033008,-119.778000573,1357.4,6.3,65.382,57.97,,,,,
T,43.534856150,-119.778676322,1359.7,3.9,65.440,58.05,,,,,
T,43.534676693,-119.779358525,1361.4,2.9,65.499,58.64,,,,,
T,43.534495225,-119.780049697,1362.4,1.8,65.558,59.39,,,,,
T,43.534219042,-119.781096429,1363.7,1.4,65.648,90.00,,,,,
T,43.533221595,-119.784960905,1363.5,-0.1,65.980,331.45,,,,,
T,43.532108478,-119.788307967,1362.9,-0.2,66.277,297.48,,,,,
T,43.530425811,-119.792734869,1360.6,-0.6,66.681,403.74,,,,,
T,43.529508160,-119.795071911,1360.6,0.0,66.896,214.67,,,,,
T,43.529355191,-119.795482121,1360.6,0.0,66.933,37.26,,,,,
T,43.527402291,-119.800780322,1360.6,-0.0,67.413,480.12,,,,,
T,43.526674239,-119.802720062,1366.1,3.1,67.589,176.44,,,,,
T,43.526119189,-119.804195864,1369.2,2.3,67.724,134.30,,,,,
T,43.525987007,-119.804546395,1372.0,9.0,67.756,31.92,,,,,
T,43.524606507,-119.808202414,1366.5,-1.7,68.089,332.99,,,,,
T,43.524237703,-119.809184605,1366.5,0.0,68.178,89.35,,,,,
T,43.523407811,-119.812275684,1366.5,0.0,68.444,266.37,,,,,
T,43.523252914,-119.814833589,1366.5,0.0,68.652,207.51,,,,,
T,43.523551561,-119.817380682,1366.5,0.0,68.860,208.58,,,,,
T,43.524392769,-119.820093149,1367.7,0.5,69.099,238.37,,,,,
T,43.525146805,-119.822059125,1367.2,-0.3,69.278,179.66,,,,,
T,43.527395586,-119.827949088,1368.7,0.3,69.816,537.72,,,,,
T,43.527520057,-119.828274976,1369.0,0.8,69.846,29.75,,,,,
T,43.529383186,-119.833161291,1375.0,1.3,70.292,445.96,,,,,
T,43.529624166,-119.833795298,1380.6,9.8,70.350,57.82,,,,,
T,43.529867409,-119.834426036,1385.0,7.7,70.407,57.71,,,,,
T,43.530111238,-119.835062223,1388.0,5.2,70.466,58.13,,,,,
T,43.530477025,-119.836024381,1392.1,4.7,70.553,87.75,,,,,
T,43.530720435,-119.836668698,1396.5,7.4,70.612,58.69,,,,,
T,43.531093597,-119.837643681,1400.3,4.3,70.701,89.05,,,,,
T,43.531640600,-119.838929968,1402.0,1.5,70.821,120.44,,,,,
T,43.531930698,-119.839557270,1402.7,1.2,70.882,60.08,,,,,
T,43.533241628,-119.842351964,1405.8,1.2,71.150,268.79,,,,,
T,43.534701252,-119.845470619,1403.4,-0.8,71.450,299.74,,,,,
T,43.535576239,-119.847337185,1401.0,-1.3,71.630,179.48,,,,,
T,43.536194153,-119.848547699,1400.7,-0.3,71.749,119.53,,,,,
T,43.538181838,-119.851542972,1401.2,0.2,72.077,327.69,,,,,
T,43.540141443,-119.854042120,1404.5,1.1,72.374,296.99,,,,,
T,43.540722057,-119.854780482,1409.1,5.3,72.462,87.88,,,,,
T,43.541110558,-119.855273422,1409.2,0.1,72.520,58.74,,,,,
T,43.541306527,-119.855523622,1409.6,1.4,72.550,29.71,,,,,
T,43.542887271,-119.857546510,1409.3,-0.1,72.790,239.95,,,,,
