type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),color,width,opacity,name,desc
T,42.438317388,-104.360758709,1388.6,-0.0,111.039,448.04,,,,,
T,42.439464536,-104.360760218,1390.6,1.6,111.167,127.43,,,,,
T,42.440039199,-104.360760637,1391.0,0.5,111.231,63.83,,,,,
T,42.441477953,-104.360761139,1394.4,2.2,111.390,159.82,,,,,
T,42.442918131,-104.360765163,1396.7,1.4,111.550,159.98,,,,,
T,42.443493297,-104.360766672,1397.8,1.7,111.614,63.89,,,,,
T,42.446966926,-104.360780753,1396.8,-0.3,112.000,385.86,,,,,
T,42.448704410,-104.360784525,1395.2,-0.8,112.193,193.00,,,,,
T,42.449282594,-104.360784525,1394.4,-1.2,112.257,64.23,,,,,
T,42.450722856,-104.360792320,1390.8,-2.3,112.417,159.99,,,,,
T,42.453864813,-104.361059871,1393.5,0.8,112.767,349.71,,,,,
T,42.455756441,-104.361973917,1397.2,1.7,112.990,223.17,,,,,
T,42.457554610,-104.363197591,1401.3,1.9,113.214,223.67,,,,,
T,42.459104005,-104.364245916,1405.3,2.0,113.406,192.50,,,,,
T,42.460913323,-104.365465650,1407.5,1.0,113.631,224.63,,,,,
T,42.461172408,-104.365638904,1407.6,0.2,113.663,32.11,,,,,
T,42.464542436,-104.367883075,1411.5,0.9,114.081,417.38,,,,,
T,42.466198364,-104.368494535,1411.7,0.1,114.271,190.69,,,,,
T,42.467912296,-104.368344918,1411.5,-0.1,114.462,190.78,,,,,
T,42.471508803,-104.366887724,1414.4,0.7,114.879,417.10,,,,,
T,42.479249155,-104.363714084,1416.7,0.3,115.778,898.55,,,,,
T,42.483721823,-104.362171227,1414.1,-0.5,116.290,512.78,,,,,
T,42.485684277,-104.361627325,1419.7,2.5,116.513,222.53,,,,,
T,42.486800328,-104.361262880,1421.9,1.7,116.640,127.54,,,,,
T,42.488763370,-104.360621497,1423.4,0.7,116.865,224.35,,,,,
T,42.496334491,-104.358147662,1427.9,0.5,117.730,865.26,,,,,
T,42.498913100,-104.357674504,1425.1,-1.0,118.019,289.07,,,,,
T,42.501774263,-104.357770644,1430.0,1.6,118.337,317.92,,,,,
T,42.502339371,-104.357795706,1432.6,4.1,118.400,62.81,,,,,
T,42.503194828,-104.357833508,1435.4,2.9,118.495,95.08,,,,,
T,42.503769491,-104.357859325,1437.1,2.6,118.559,63.87,,,,,
T,42.504633833,-104.357899893,1439.6,2.7,118.655,96.07,,,,,
T,42.504923008,-104.357912634,1439.7,0.3,118.687,32.14,,,,,
T,42.511001229,-104.358168868,1435.4,-0.6,119.363,675.52,,,,,
T,42.511871103,-104.358206755,1433.3,-2.2,119.459,96.68,,,,,
T,42.512448533,-104.358233828,1432.5,-1.3,119.523,64.18,,,,,
T,42.517328560,-104.358387552,1437.6,0.9,120.066,542.24,,,,,
T,42.517614383,-104.358401634,1438.0,1.5,120.097,31.77,,,,,
T,42.518465733,-104.358490147,1439.6,1.6,120.192,94.85,,,,,
T,42.519305265,-104.358697934,1443.9,4.6,120.287,94.81,,,,,
T,42.520129289,-104.359024409,1448.8,5.1,120.382,95.39,,,,,
T,42.521445835,-104.359827815,1451.9,2.0,120.543,160.46,,,,,
T,42.522478821,-104.360544300,1455.1,2.4,120.672,128.97,,,,,
T,42.525133286,-104.362079780,1457.2,0.7,120.993,320.73,,,,,
T,42.527910881,-104.363104887,1459.8,0.8,121.312,319.83,,,,,
T,42.529291967,-104.363619788,1464.1,2.7,121.472,159.14,,,,,
T,42.530398713,-104.364033267,1466.0,1.5,121.599,127.55,,,,,
T,42.531505879,-104.364450937,1468.7,2.1,121.727,127.69,,,,,
T,42.532614637,-104.364863997,1471.4,2.2,121.855,127.75,,,,,
T,42.533447044,-104.365177229,1475.1,3.8,121.951,95.98,,,,,
T,42.535121664,-104.365810733,1480.5,2.8,122.144,193.17,,,,,
T,42.537035169,-104.366746237,1476.6,-1.7,122.370,226.03,,,,,
T,42.538123308,-104.367279746,1472.5,-3.2,122.498,128.57,,,,,
T,42.539733890,-104.368070914,1478.0,2.9,122.689,190.35,,,,,
T,42.541350676,-104.368858393,1481.1,1.6,122.880,190.89,,,,,
T,42.542162044,-104.369257037,1482.5,1.5,122.975,95.89,,,,,
T,42.542968551,-104.369656602,1486.3,4.0,123.071,95.41,,,,,
T,42.543778159,-104.370045606,1488.8,2.6,123.166,95.44,,,,,
T,42.544875098,-104.370524464,1494.7,4.7,123.294,128.04,,,,,
T,42.546016294,-104.370780615,1497.6,2.2,123.423,128.50,,,,,
T,42.548910063,-104.370821854,1497.7,0.0,123.744,321.47,,,,,
T,42.550344961,-104.370816238,1499.9,1.4,123.904,159.39,,,,,
T,42.550632376,-104.370814478,1500.2,0.9,123.936,31.93,,,,,
T,42.553524217,-104.370795703,1499.8,-0.1,124.257,321.24,,,,,
T,42.555550625,-104.370786147,1495.4,-1.9,124.482,225.10,,,,,
T,42.555839298,-104.370785141,1495.0,-1.3,124.514,32.07,,,,,
T,42.560422020,-104.370802408,1500.2,1.0,125.023,509.07,,,,,
T,42.561276052,-104.370854544,1502.6,2.5,125.118,94.97,,,,,
T,42.562125307,-104.371034335,1505.1,2.6,125.214,95.49,,,,,
T,42.562405514,-104.371126620,1505.8,2.3,125.246,32.04,,,,,
T,42.563229036,-104.371488886,1507.9,2.1,125.342,96.20,,,,,
T,42.564021545,-104.371969420,1506.4,-1.5,125.438,96.47,,,,,
T,42.565811248,-104.373249672,1511.5,2.3,125.663,224.89,,,,,
T,42.567599863,-104.374518944,1514.1,1.2,125.888,224.36,,,,,
T,42.568364292,-104.375063684,1515.5,1.5,125.984,95.98,,,,,
T,42.572059454,-104.378125509,1513.8,-0.4,126.465,481.34,,,,,
T,42.572679799,-104.378953138,1512.4,-1.5,126.562,96.78,,,,,
T,42.573700128,-104.380325507,1514.9,1.6,126.721,159.82,,,,,
T,42.575935749,-104.383284403,1520.3,1.6,127.069,347.40,,,,,
T,42.576743010,-104.384358879,1524.0,3.0,127.195,125.79,,,,,
T,42.578695491,-104.386597266,1526.0,0.7,127.479,284.27,,,,,
T,42.581696380,-104.388835905,1530.1,1.1,127.860,380.66,,,,,
T,42.582692066,-104.389593378,1524.2,-4.6,127.986,126.89,,,,,
T,42.583606029,-104.390518991,1519.6,-3.6,128.113,126.81,,,,,
T,42.584193852,-104.391361121,1516.2,-3.6,128.208,95.09,,,,,
T,42.584689139,-104.392302660,1512.0,-4.4,128.303,94.87,,,,,
T,42.585153328,-104.393274542,1509.7,-2.4,128.398,94.99,,,,,
T,42.585464632,-104.393921122,1508.5,-1.8,128.462,63.35,,,,,
T,42.586085983,-104.395213779,1505.7,-2.2,128.588,126.58,,,,,
T,42.586397287,-104.395859018,1505.0,-1.1,128.651,63.25,,,,,
T,42.589331958,-104.401955763,1506.3,0.2,129.249,597.26,,,,,
T,42.589638401,-104.402596643,1506.8,0.8,129.311,62.66,,,,,
T,42.590569043,-104.404532779,1507.8,0.6,129.501,189.59,,,,,
T,42.590723857,-104.404857243,1508.0,0.6,129.533,31.70,,,,,
T,42.591353087,-104.406149481,1510.2,1.7,129.660,127.03,,,,,
T,42.592595955,-104.408714846,1513.9,1.5,129.911,251.79,,,,,
T,42.592751607,-104.409034364,1515.0,3.6,129.943,31.41,,,,,
T,42.593529616,-104.410636900,1518.3,2.1,130.100,157.38,,,,,
T,42.594154654,-104.411921175,1520.8,2.0,130.226,126.22,,,,,
T,42.595917955,-104.414955256,1523.1,0.7,130.543,316.83,,,,,
T,42.597246738,-104.416974792,1519.1,-1.8,130.765,221.95,,,,,
T,42.598392041,-104.418691993,1517.7,-0.7,130.955,189.86,,,,,
T,42.600472094,-104.421847109,1511.7,-1.7,131.302,347.04,,,,,
T,42.601611866,-104.423573948,1508.4,-1.8,131.492,190.04,,,,,
T,42.601800626,-104.423859101,1508.6,0.6,131.524,31.42,,,,,
T,42.605331168,-104.428830994,1508.7,0.0,132.090,565.94,,,,,
T,42.606871929,-104.429779910,1509.6,0.5,132.278,188.04,,,,,
T,42.609923361,-104.430709211,1511.8,0.6,132.625,347.44,,,,,
T,42.610478327,-104.430874335,1512.2,0.6,132.688,63.12,,,,,
T,42.613245193,-104.431714453,1515.4,1.0,133.003,314.99,,,,,
T,42.613523891,-104.431797098,1515.9,1.6,133.035,31.69,,,,,
T,42.617137162,-104.432890350,1520.1,1.0,133.446,411.28,,,,,
T,42.617689278,-104.433061005,1521.2,1.7,133.509,62.91,,,,,
T,42.618515817,-104.433318917,1522.9,1.8,133.603,94.22,,,,,
T,42.619896904,-104.433748573,1524.7,1.2,133.761,157.42,,,,,
T,42.620729059,-104.433998438,1526.8,2.2,133.855,94.69,,,,,
T,42.622122131,-104.434387106,1531.0,2.6,134.013,158.00,,,,,
T,42.622677935,-104.434548374,1533.2,3.5,134.076,63.14,,,,,
T,42.623508247,-104.434802933,1536.7,3.7,134.171,94.57,,,,,
T,42.624889081,-104.435232086,1539.2,1.6,134.328,157.38,,,,,
T,42.626270922,-104.435660485,1542.5,2.1,134.486,157.47,,,,,
T,42.627652343,-104.436091231,1545.7,2.0,134.643,157.47,,,,,
T,42.628760934,-104.436430112,1549.6,3.1,134.770,126.25,,,,,
T,42.629038291,-104.436517786,1550.6,3.1,134.801,31.64,,,,,
T,42.629593425,-104.436692381,1551.2,1.0,134.865,63.31,,,,,
T,42.632932104,-104.437699970,1553.3,0.6,135.245,379.98,,,,,
T,42.634900762,-104.438006831,1558.5,2.4,135.465,220.13,,,,,
T,42.636027290,-104.438036168,1564.1,4.5,135.590,125.16,,,,,
T,42.637163876,-104.438034995,1567.7,2.9,135.716,126.26,,,,,
T,42.644296372,-104.438017728,1564.9,-0.4,136.508,792.32,,,,,
T,42.645441005,-104.438035246,1561.6,-2.5,136.636,127.16,,,,,
T,42.646588990,-104.438049663,1556.3,-4.2,136.763,127.53,,,,,
T,42.647161977,-104.438051339,1553.1,-5.0,136.827,63.65,,,,,
T,42.648016093,-104.438049914,1548.8,-4.5,136.922,94.88,,,,,
T,42.649710076,-104.438049076,1547.0,-0.9,137.110,188.18,,,,,
T,42.654532352,-104.438048238,1542.2,-0.9,137.646,535.69,,,,,
T,42.655102070,-104.438042371,1542.0,-0.3,137.709,63.29,,,,,
T,42.657942195,-104.438051758,1538.0,-1.3,138.024,315.50,,,,,
T,42.659076434,-104.438051088,1536.8,-1.0,138.150,126.00,,,,,
T,42.668173313,-104.438045891,1536.0,-0.1,139.161,1010.54,,,,,
T,42.676133523,-104.438048741,1534.9,-0.1,140.045,884.27,,,,,
T,42.678394793,-104.438049998,1537.8,1.2,140.296,251.20,,,,,
T,42.679237593,-104.438048825,1541.3,3.7,140.390,93.62,,,,,
T,42.680088189,-104.438047735,1544.7,3.6,140.484,94.49,,,,,
T,42.681514286,-104.438048657,1549.8,3.2,140.643,158.42,,,,,
T,42.683804892,-104.438038431,1540.0,-3.9,140.897,254.46,,,,,
T,42.684664624,-104.438037342,1536.6,-3.5,140.993,95.50,,,,,
T,42.685522512,-104.438031642,1536.1,-0.5,141.088,95.30,,,,,
T,42.686090302,-104.438030384,1535.7,-0.6,141.151,63.07,,,,,
T,42.694037687,-104.438003730,1530.1,-0.6,142.034,882.85,,,,,
T,42.694893228,-104.438003395,1529.1,-1.1,142.129,95.04,,,,,
T,42.698013978,-104.437988475,1524.5,-1.3,142.476,346.68,,,,,
T,42.700568195,-104.437976321,1523.8,-0.3,142.759,283.74,,,,,
T,42.709661135,-104.437909182,1523.7,-0.0,143.770,1010.12,,,,,
T,42.714484166,-104.437867189,1525.2,0.3,144.305,535.79,,,,,
T,42.719326559,-104.437829554,1521.9,-0.6,144.843,537.94,,,,,
T,42.720750309,-104.437818658,1518.1,-2.4,145.002,158.16,,,,,
T,42.721602665,-104.437808599,1516.9,-1.3,145.096,94.69,,,,,
T,42.723306958,-104.437794518,1514.3,-1.4,145.286,189.33,,,,,
T,42.728401981,-104.437982440,1513.5,-0.1,145.852,566.20,,,,,
T,42.730271062,-104.438853320,1514.9,0.6,146.071,219.54,,,,,
T,42.732176688,-104.440500280,1517.2,0.9,146.322,251.01,,,,,
T,42.732647750,-104.440933205,1517.7,0.7,146.385,63.21,,,,,
T,42.734528147,-104.442667589,1524.0,2.5,146.638,252.60,,,,,
T,42.735225186,-104.443303943,1530.0,6.4,146.731,93.33,,,,,
T,42.735692644,-104.443727732,1530.9,1.4,146.794,62.46,,,,,
T,42.736396724,-104.444376742,1535.2,4.5,146.888,94.56,,,,,
T,42.738053743,-104.445894370,1535.1,-0.0,147.111,222.10,,,,,
T,42.739713862,-104.447420966,1532.9,-1.0,147.333,222.79,,,,,
T,42.740897723,-104.448499968,1531.9,-0.6,147.492,158.44,,,,,
T,42.742320048,-104.449775526,1531.3,-0.3,147.681,189.40,,,,,
T,42.743819822,-104.450804405,1528.6,-1.5,147.868,186.69,,,,,
T,42.744749542,-104.451179327,1527.0,-1.5,147.976,107.75,,,,,
T,42.744961018,-104.451241856,1526.4,-2.5,148.000,24.04,,,,,
T,42.745362679,-104.451333219,1525.6,-1.6,148.045,45.24,,,,,
T,42.746498594,-104.451440759,1525.5,-0.1,148.171,126.49,,,,,
T,42.748286454,-104.451497840,1526.2,0.4,148.370,198.66,,,,,
T,42.750495169,-104.451586185,1529.8,1.5,148.616,245.47,,,,,
T,42.753150975,-104.451682158,1528.5,-0.4,148.911,295.13,,,,,
T,42.754985523,-104.451763043,1528.9,0.2,149.115,203.90,,,,,
T,42.755343933,-104.452151042,1529.3,0.8,149.165,50.93,,,,,
T,42.755325576,-104.453381589,1530.2,0.9,149.266,100.76,,,,,
T,42.755176462,-104.455229547,1533.9,2.4,149.418,152.19,,,,,
T,42.754588472,-104.456955045,1534.1,0.1,149.574,155.63,,,,,
T,42.753721029,-104.458953291,1532.2,-1.0,149.764,189.86,,,,,
T,42.752824249,-104.461096712,1531.0,-0.6,149.966,201.78,,,,,
T,42.751690345,-104.463814125,1535.1,1.6,150.221,255.65,,,,,
T,42.751453724,-104.464448635,1536.3,2.1,150.280,58.22,,,,,
T,42.750474466,-104.467972387,1534.3,-0.7,150.588,308.32,,,,,
T,42.749725124,-104.472753424,1536.6,0.6,150.988,400.18,,,,,
T,42.749355650,-104.475331195,1539.8,1.5,151.203,215.00,,,,,
T,42.749037305,-104.477533959,1542.4,1.4,151.387,183.78,,,,,
T,42.748983409,-104.477900248,1542.7,1.1,151.417,30.58,,,,,
T,42.748713009,-104.479737896,1544.6,1.2,151.571,153.42,,,,,
T,42.748276144,-104.482870214,1549.0,1.7,151.832,261.00,,,,,
T,42.748237168,-104.483178081,1548.9,-0.1,151.857,25.58,,,,,
T,42.747996859,-104.485124359,1550.8,1.1,152.019,161.57,,,,,
T,42.747793431,-104.487324944,1553.4,1.5,152.201,181.58,,,,,
T,42.747648591,-104.490328012,1556.2,1.1,152.447,246.40,,,,,
T,42.747625122,-104.495205358,1561.3,1.3,152.846,399.34,,,,,
T,42.747625625,-104.497072427,1565.1,2.5,152.999,152.86,,,,,
T,42.747624535,-104.498190321,1567.3,2.4,153.091,91.53,,,,,
T,42.747616405,-104.500061413,1569.1,1.2,153.244,153.20,,,,,
T,42.747612046,-104.501186768,1572.3,3.4,153.336,92.14,,,,,
T,42.747611124,-104.502687463,1573.6,1.1,153.459,122.87,,,,,
T,42.747610370,-104.503062805,1574.5,2.8,153.490,30.73,,,,,
T,42.747603245,-104.504186567,1577.6,3.4,153.582,92.01,,,,,
T,42.747598384,-104.504936077,1579.0,2.2,153.643,61.37,,,,,
T,42.747596204,-104.506056570,1581.1,2.3,153.735,91.74,,,,,
T,42.747598719,-104.507178822,1581.2,0.2,153.827,91.88,,,,,
T,42.747596959,-104.508301076,1585.3,4.5,153.919,91.88,,,,,
T,42.747595199,-104.508675411,1585.4,0.3,153.949,30.65,,,,,
T,42.747582458,-104.510544743,1592.2,4.5,154.102,153.06,,,,,
T,42.747574747,-104.511666829,1595.8,3.8,154.194,91.87,,,,,
T,42.747567706,-104.513161574,1598.6,2.3,154.316,122.38,,,,,
T,42.747564521,-104.514285503,1604.9,6.8,154.409,92.02,,,,,
T,42.747564102,-104.515034091,1608.9,6.6,154.470,61.29,,,,,
T,42.747563012,-104.517286727,1607.5,-0.8,154.654,184.43,,,,,
T,42.747570807,-104.519166369,1610.9,2.2,154.808,153.90,,,,,
T,42.747586733,-104.521046681,1615.4,3.0,154.962,153.96,,,,,
T,42.747656973,-104.530424606,1616.6,0.2,155.730,767.85,,,,,
T,42.747673318,-104.534567110,1612.3,-1.3,156.069,339.17,,,,,
T,42.747673066,-104.536841623,1609.9,-1.3,156.255,186.22,,,,,
T,42.747689746,-104.541895157,1611.6,0.4,156.669,413.76,,,,,
T,42.747714641,-104.545801962,1616.2,1.4,156.989,319.88,,,,,
T,42.747731656,-104.547752766,1619.5,2.0,157.149,159.73,,,,,
T,42.747736182,-104.548920365,1621.4,2.0,157.244,95.60,,,,,
T,42.747746911,-104.550089724,1622.0,0.7,157.340,95.75,,,,,
T,42.747798124,-104.556767335,1615.3,-1.2,157.887,546.75,,,,,
T,42.747801812,-104.557945663,1613.3,-2.1,157.983,96.47,,,,,
T,42.747807847,-104.558728617,1611.8,-2.4,158.047,64.11,,,,,
T,42.747862749,-104.562224206,1611.6,-0.1,158.334,286.26,,,,,
T,42.748073135,-104.565321067,1616.4,1.9,158.588,254.63,,,,,
T,42.748110434,-104.565708898,1616.4,0.2,158.620,32.02,,,,,
T,42.748513352,-104.568791594,1618.4,0.8,158.877,256.33,,,,,
T,42.749610962,-104.574059788,1620.9,0.6,159.325,448.22,,,,,
T,42.750229798,-104.576242017,1622.1,0.7,159.516,191.43,,,,,
T,42.750572283,-104.577316157,1623.7,1.6,159.612,95.82,,,,,
T,42.752468605,-104.582174560,1622.9,-0.2,160.062,450.09,,,,,
T,42.752927681,-104.583176197,1618.6,-4.4,160.159,96.57,,,,,
T,42.753249966,-104.583831327,1616.7,-2.9,160.223,64.49,,,,,
T,42.754102405,-104.585418357,1614.8,-1.2,160.384,160.77,,,,,
T,42.756812526,-104.589957660,1614.6,-0.0,160.862,478.25,,,,,
T,42.758825188,-104.593281001,1619.8,1.5,161.214,352.14,,,,,
T,42.760477262,-104.596004197,1617.1,-0.9,161.503,288.74,,,,,
T,42.761763297,-104.598129261,1611.8,-2.4,161.728,225.10,,,,,
T,42.763228705,-104.600547440,1610.2,-0.6,161.984,256.28,,,,,
T,42.768342923,-104.609001093,1607.3,-0.3,162.880,895.29,,,,,
T,42.770346617,-104.612332229,1604.0,-1.0,163.232,351.96,,,,,
T,42.774455091,-104.619373949,1602.1,-0.3,163.967,735.14,,,,,
T,42.775741545,-104.622866102,1603.1,0.3,164.286,319.53,,,,,
T,42.776468676,-104.626235543,1604.2,0.4,164.574,287.33,,,,,
T,42.776794229,-104.629724845,1606.4,0.8,164.862,287.83,,,,,
T,42.776812166,-104.630113263,1606.5,0.4,164.893,31.85,,,,,
T,42.776813591,-104.635991240,1608.7,0.5,165.374,481.03,,,,,
T,42.776801689,-104.645778872,1614.5,0.7,166.175,800.98,,,,,
T,42.776799342,-104.647339750,1613.9,-0.5,166.303,127.74,,,,,
T,42.776794648,-104.648509612,1614.5,0.6,166.399,95.74,,,,,
T,42.776798587,-104.652028000,1618.6,1.5,166.687,287.93,,,,,
T,42.776790457,-104.655160569,1622.4,1.5,166.943,256.36,,,,,
T,42.776794480,-104.659857117,1625.4,0.8,167.328,384.34,,,,,
T,42.776793558,-104.669642318,1627.5,0.3,168.128,800.78,,,,,
T,42.776788026,-104.675122155,1626.6,-0.2,168.577,448.45,,,,,
T,42.776499689,-104.679793390,1628.0,0.4,168.960,383.61,,,,,
T,42.775685135,-104.683948215,1625.4,-0.7,169.312,351.85,,,,,
T,42.774636559,-104.687163848,1628.4,1.0,169.600,287.79,,,,,
T,42.772804694,-104.691139469,1628.4,0.0,169.984,383.76,,,,,
T,42.768546520,-104.699982461,1632.6,0.5,170.848,864.62,,,,,
T,42.767691650,-104.702882096,1632.5,-0.1,171.104,255.62,,,,,
T,42.767259227,-104.706355305,1628.3,-1.4,171.392,288.30,,,,,
T,42.766657658,-104.712961083,1628.5,0.0,171.937,544.79,,,,,
T,42.765992051,-104.717160752,1630.6,0.6,172.289,351.60,,,,,
T,42.764639212,-104.722729269,1628.0,-0.5,172.769,479.92,,,,,
T,42.763830526,-104.726070799,1627.2,-0.3,173.057,287.89,,,,,
T,42.762273001,-104.732789900,1620.2,-1.2,173.633,576.56,,,,,
T,42.762092203,-104.733536309,1618.0,-3.4,173.697,64.31,,,,,
T,42.761819288,-104.734651353,1616.3,-1.8,173.794,96.18,,,,,
T,42.759926151,-104.742440656,1616.2,-0.0,174.465,671.39,,,,,
T,42.759288121,-104.745037369,1616.2,0.0,174.689,224.07,,,,,
T,42.759019062,-104.746154174,1616.2,0.0,174.785,96.18,,,,,
T,42.758360244,-104.749969784,1610.0,-1.9,175.106,320.80,,,,,
T,42.758270558,-104.751139311,1610.1,0.1,175.202,96.25,,,,,
T,42.758068554,-104.754635906,1612.1,0.7,175.489,287.11,,,,,
T,42.757539824,-104.764002934,1610.1,-0.3,176.258,769.04,,,,,
T,42.757600844,-104.767499026,1616.1,2.1,176.545,286.27,,,,,
T,42.757831765,-104.769030316,1616.7,0.5,176.673,127.95,,,,,
T,42.758776825,-104.772728244,1617.8,0.3,176.993,320.40,,,,,
T,42.759541674,-104.775681188,1621.4,1.4,177.249,256.22,,,,,
T,42.760061268,-104.779093713,1622.6,0.4,177.534,285.24,,,,,
T,42.760244580,-104.783717170,1622.6,-0.0,177.914,379.01,,,,,
T,42.760271989,-104.790272657,1625.1,0.5,178.450,536.62,,,,,
T,42.760029416,-104.792563431,1622.6,-1.3,178.640,189.44,,,,,
T,42.759637982,-104.795996156,1621.4,-0.4,178.924,284.34,,,,,
T,42.759118639,-104.800567143,1616.0,-1.4,179.303,378.60,,,,,
T,42.759077065,-104.800948352,1615.5,-1.6,179.334,31.55,,,,,
T,42.758253124,-104.807408117,1610.2,-1.0,179.871,536.66,,,,,
T,42.758190511,-104.807785219,1610.1,-0.3,179.902,31.64,,,,,
T,42.757630851,-104.811176453,1606.3,-1.3,180.187,284.48,,,,,
T,42.757569579,-104.811553219,1606.1,-0.9,180.218,31.58,,,,,
T,42.756947642,-104.815311329,1605.2,-0.3,180.534,315.31,,,,,
T,42.756887963,-104.815687677,1605.6,1.2,180.565,31.51,,,,,
T,42.756464928,-104.819501946,1598.8,-2.2,180.881,315.76,,,,,
T,42.756549502,-104.821817363,1593.2,-2.9,181.071,189.78,,,,,
T,42.757258611,-104.828673173,1596.9,0.7,181.638,566.73,,,,,
T,42.757814247,-104.834027365,1593.5,-0.8,182.080,442.62,,,,,
T,42.758125551,-104.837086592,1591.8,-0.6,182.333,252.81,,,,,
T,42.758364016,-104.839378959,1588.5,-1.8,182.522,189.51,,,,,
T,42.758798618,-104.843581561,1585.8,-0.8,182.870,347.39,,,,,
T,42.758876486,-104.844344901,1585.2,-0.8,182.933,63.08,,,,,
T,42.759470511,-104.850074770,1582.0,-0.7,183.407,473.66,,,,,
T,42.759509822,-104.850457739,1581.4,-1.7,183.438,31.65,,,,,
T,42.759747533,-104.852754381,1579.7,-0.9,183.628,189.84,,,,,
T,42.759981891,-104.855048759,1577.3,-1.2,183.818,189.61,,,,,
T,42.760201078,-104.858121900,1573.4,-1.5,184.070,252.74,,,,,
T,42.760220943,-104.858507551,1572.7,-2.2,184.102,31.65,,,,,
T,42.760358909,-104.861205267,1568.0,-2.1,184.323,221.36,,,,,
T,42.760494361,-104.863901809,1567.4,-0.3,184.545,221.24,,,,,
T,42.760534259,-104.864671351,1567.2,-0.4,184.608,63.15,,,,,
T,42.760870624,-104.873128692,1565.0,-0.3,185.301,693.30,,,,,
T,42.760756211,-104.875054685,1562.5,-1.6,185.459,158.17,,,,,
T,42.760450356,-104.878117517,1557.4,-2.0,185.712,253.01,,,,,
T,42.760373829,-104.878881527,1555.8,-2.6,185.775,63.11,,,,,
T,42.760262769,-104.880028339,1553.8,-2.1,185.870,94.68,,,,,
T,42.760053137,-104.882324478,1550.2,-1.9,186.059,189.39,,,,,
T,42.759983148,-104.884644337,1548.4,-0.9,186.250,190.06,,,,,
T,42.759963451,-104.886960425,1546.0,-1.3,186.439,189.60,,,,,
T,42.759940820,-104.889640957,1547.0,0.5,186.659,219.44,,,,,
T,42.759906203,-104.893505769,1545.3,-0.5,186.975,316.39,,,,,
T,42.759886589,-104.895824538,1544.9,-0.2,187.165,189.82,,,,,
T,42.759874100,-104.897365551,1544.1,-0.7,187.291,126.15,,,,,
T,42.759828838,-104.902382288,1539.5,-1.1,187.702,410.69,,,,,
T,42.760041570,-104.905456183,1536.9,-1.0,187.954,252.73,,,,,
T,42.760170233,-104.906204520,1536.4,-0.8,188.017,62.90,,,,,
T,42.761389045,-104.911345225,1531.3,-1.2,188.459,442.05,,,,,
T,42.761478648,-104.911713442,1531.0,-1.0,188.491,31.74,,,,,
T,42.761923559,-104.913552348,1528.8,-1.4,188.649,158.43,,,,,
T,42.762011988,-104.913917798,1528.9,0.2,188.681,31.49,,,,,
T,42.762449272,-104.915740946,1530.2,0.8,188.838,156.94,,,,,
T,42.763221916,-104.919451866,1525.7,-1.4,189.154,315.65,,,,,
T,42.763262149,-104.919834584,1525.4,-0.9,189.185,31.64,,,,,
T,42.763329120,-104.921380458,1519.7,-4.6,189.312,126.75,,,,,
T,42.763342196,-104.922155030,1518.7,-1.5,189.375,63.42,,,,,
T,42.763182689,-104.926752755,1521.5,0.7,189.752,376.76,,,,,
T,42.762798378,-104.929409651,1519.3,-1.0,189.974,221.63,,,,,
T,42.762496546,-104.931302117,1517.0,-1.4,190.132,158.49,,,,,
T,42.762380373,-104.932055399,1516.0,-1.6,190.195,63.00,,,,,
T,42.761718538,-104.936181223,1518.7,0.8,190.541,345.63,,,,,
T,42.761484180,-104.937674375,1524.4,4.6,190.666,124.96,,,,,
T,42.761245463,-104.939177250,1526.0,1.3,190.792,125.84,,,,,
T,42.761005573,-104.940689933,1530.5,3.5,190.918,126.66,,,,,
T,42.759389207,-104.950888446,1530.4,-0.0,191.772,853.92,,,,,
T,42.758670542,-104.955421044,1525.3,-1.3,192.152,379.53,,,,,
T,42.757487269,-104.962960482,1524.8,-0.1,192.783,631.02,,,,,
T,42.757426417,-104.963338673,1524.8,0.1,192.814,31.69,,,,,
T,42.756354706,-104.970110664,1525.4,0.1,193.381,567.01,,,,,
T,42.756175753,-104.971235013,1528.4,3.1,193.476,94.16,,,,,
T,42.754920898,-104.979161443,1531.2,0.4,194.139,663.69,,,,,
T,42.753427746,-104.988587564,1533.0,0.2,194.929,789.30,,,,,
T,42.752350839,-104.995383443,1532.7,-0.1,195.498,569.07,,,,,
T,42.751524299,-104.999450846,1533.0,0.1,195.843,345.42,,,,,
T,42.750574714,-105.002207654,1536.8,1.5,196.092,249.13,,,,,
T,42.749732835,-105.004212186,1536.6,-0.1,196.281,188.89,,,,,
T,42.749002688,-105.005949419,1536.6,-0.0,196.445,163.73,,,,,
T,42.748880312,-105.006240942,1537.2,2.2,196.472,27.47,,,,,
T,42.746805120,-105.010710843,1539.0,0.4,196.905,432.52,,,,,
T,42.743719909,-105.016320683,1543.1,0.7,197.478,573.09,,,,,
T,42.741791485,-105.020079548,1540.3,-0.7,197.853,374.99,,,,,
T,42.740511233,-105.023778901,1536.4,-1.2,198.188,334.64,,,,,
T,42.738698144,-105.029359572,1537.7,0.3,198.687,499.39,,,,,
T,42.738447608,-105.029984107,1535.8,-3.2,198.745,58.22,,,,,
T,42.737601539,-105.031792335,1531.0,-2.8,198.921,175.38,,,,,
T,42.736613145,-105.033492856,1525.3,-3.2,199.098,177.33,,,,,
