type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),color,width,opacity,name,desc
T,42.914105309,-105.565752089,1536.1,0.3,261.503,131.23,,,,,
T,42.917549852,-105.570184858,1531.0,-1.0,262.029,526.72,,,,,
T,42.920974614,-105.574593656,1541.1,1.9,262.553,523.76,,,,,
T,42.921613650,-105.575411562,1543.6,2.6,262.651,97.46,,,,,
T,42.923739972,-105.577628324,1542.5,-0.4,262.948,297.58,,,,,
T,42.926564757,-105.579807116,1550.5,2.2,263.309,360.72,,,,,
T,42.927591791,-105.580603648,1553.9,2.6,263.440,131.32,,,,,
T,42.928362172,-105.581195829,1555.1,1.2,263.538,98.29,,,,,
T,42.929388117,-105.581991775,1557.5,1.8,263.670,131.19,,,,,
T,42.930676332,-105.582986539,1561.7,2.6,263.834,164.54,,,,,
T,42.931704037,-105.583782317,1566.3,3.5,263.966,131.36,,,,,
T,42.932474334,-105.584380114,1569.0,2.7,264.064,98.51,,,,,
T,42.933246223,-105.584974643,1571.7,2.7,264.163,98.53,,,,,
T,42.934273258,-105.585769080,1577.5,4.4,264.294,131.24,,,,,
T,42.935041375,-105.586365536,1582.9,5.5,264.392,98.24,,,,,
T,42.935552755,-105.586764431,1585.6,4.2,264.458,65.48,,,,,
T,42.936321460,-105.587365581,1586.6,0.9,264.556,98.49,,,,,
T,42.937093517,-105.587958181,1590.7,4.2,264.655,98.47,,,,,
T,42.937610345,-105.588349448,1592.1,2.1,264.720,65.70,,,,,
T,42.937869597,-105.588544998,1593.7,4.8,264.753,32.93,,,,,
T,42.938896296,-105.589357037,1596.1,1.8,264.885,131.92,,,,,
T,42.939153705,-105.589559879,1596.5,1.2,264.918,33.04,,,,,
T,42.941652685,-105.591755183,1586.2,-3.1,265.249,330.42,,,,,
T,42.942563044,-105.592794456,1584.1,-1.6,265.381,132.00,,,,,
T,42.943211468,-105.593622169,1584.0,-0.1,265.479,98.76,,,,,
T,42.944057034,-105.594759258,1581.5,-1.9,265.611,132.05,,,,,
T,42.944902265,-105.595896011,1578.9,-1.9,265.743,132.00,,,,,
T,42.946166592,-105.597600555,1570.6,-4.2,265.941,197.69,,,,,
T,42.947951937,-105.599660324,1579.9,3.6,266.201,259.99,,,,,
T,42.948441859,-105.600082688,1583.0,4.8,266.265,64.42,,,,,
T,42.949215509,-105.600638743,1588.0,5.1,266.363,97.19,,,,,
T,42.949746586,-105.600970415,1591.4,5.3,266.428,64.91,,,,,
T,42.950548232,-105.601444496,1596.3,5.0,266.525,97.10,,,,,
T,42.951081153,-105.601780359,1597.9,2.5,266.590,65.24,,,,,
T,42.952803718,-105.603286084,1589.1,-3.9,266.817,227.42,,,,,
T,42.953864699,-105.604591649,1585.0,-2.6,266.976,158.88,,,,,
T,42.954247501,-105.605163798,1584.9,-0.1,267.039,63.15,,,,,
T,42.955296831,-105.606888123,1587.4,1.3,267.222,182.72,,,,,
T,42.955450807,-105.607142346,1588.9,5.7,267.249,26.89,,,,,
T,42.956972793,-105.609653983,1583.8,-1.9,267.515,265.69,,,,,
T,42.957131797,-105.609910889,1582.5,-4.6,267.542,27.41,,,,,
T,42.957189716,-105.610057572,1582.0,-3.8,267.556,13.59,,,,,
T,42.957112603,-105.610205680,1582.6,3.9,267.570,14.81,,,,,
T,42.956540454,-105.610910598,1585.9,3.9,267.656,85.72,,,,,
T,42.955967635,-105.611673603,1591.1,5.8,267.745,89.03,,,,,
T,42.955459021,-105.612350693,1592.5,1.8,267.824,79.03,,,,,
T,42.954888213,-105.613113027,1595.5,3.4,267.913,88.83,,,,,
T,42.954252027,-105.613967478,1598.3,2.9,268.012,99.28,,,,,
T,42.953176796,-105.615417045,1599.3,0.6,268.180,168.11,,,,,
T,42.951985476,-105.617025616,1599.0,-0.2,268.367,186.40,,,,,
T,42.950573293,-105.618956052,1604.9,2.6,268.589,222.33,,,,,
T,42.950168280,-105.619495427,1609.8,7.7,268.652,62.94,,,,,
T,42.949561011,-105.620309142,1616.6,7.3,268.747,94.66,,,,,
T,42.949156668,-105.620861426,1617.5,1.3,268.810,63.63,,,,,
T,42.948137848,-105.622252068,1611.8,-3.5,268.971,160.28,,,,,
T,42.945723776,-105.625540959,1617.4,1.5,269.350,379.43,,,,,
T,42.944511082,-105.627169563,1621.9,2.4,269.539,189.25,,,,,
T,42.944107493,-105.627718242,1623.3,2.2,269.603,63.37,,,,,
T,42.943300400,-105.628821636,1625.1,1.4,269.730,127.08,,,,,
T,42.942117294,-105.630505895,1624.8,-0.1,269.920,190.19,,,,,
T,42.941136863,-105.632404899,1626.3,0.8,270.109,189.44,,,,,
T,42.940733023,-105.633427324,1626.7,0.5,270.204,94.74,,,,,
T,42.939971862,-105.636346405,1627.6,0.4,270.457,252.82,,,,,
T,42.939706743,-105.639039427,1624.4,-1.5,270.679,221.77,,,,,
T,42.939648992,-105.646400833,1630.3,1.0,271.280,600.88,,,,,
T,42.939631390,-105.648713987,1632.0,0.9,271.468,188.81,,,,,
T,42.939629294,-105.649099555,1633.9,6.1,271.500,31.47,,,,,
T,42.939603394,-105.652200356,1637.4,1.4,271.753,253.11,,,,,
T,42.939591408,-105.653749164,1640.9,2.8,271.879,126.42,,,,,
T,42.939565759,-105.656866645,1642.6,0.7,272.134,254.47,,,,,
T,42.939546146,-105.658811415,1638.1,-2.8,272.293,158.75,,,,,
T,42.939500213,-105.662653009,1641.6,1.1,272.606,313.60,,,,,
T,42.939487388,-105.663807280,1644.3,2.9,272.700,94.22,,,,,
T,42.939478252,-105.664966581,1646.2,2.0,272.795,94.63,,,,,
T,42.939471127,-105.665739728,1647.0,1.3,272.858,63.11,,,,,
T,42.939455286,-105.667290380,1648.5,1.2,272.985,126.58,,,,,
T,42.939420668,-105.670028664,1646.9,-0.7,273.208,223.53,,,,,
T,42.939405916,-105.671198778,1645.0,-2.1,273.304,95.52,,,,,
T,42.939399378,-105.671971505,1645.2,0.3,273.367,63.07,,,,,
T,42.939388230,-105.673900349,1636.7,-5.4,273.524,157.44,,,,,
T,42.939383956,-105.675059147,1633.6,-3.3,273.619,94.58,,,,,
T,42.939383872,-105.675830701,1631.7,-3.0,273.682,62.98,,,,,
T,42.939382615,-105.677760802,1627.9,-2.4,273.839,157.54,,,,,
T,42.939382531,-105.678146537,1627.7,-0.7,273.871,31.48,,,,,
T,42.939381944,-105.679303324,1627.0,-0.7,273.965,94.42,,,,,
T,42.939383620,-105.684335567,1621.3,-1.4,274.376,410.74,,,,,
T,42.939384459,-105.686598178,1620.8,-0.3,274.561,184.68,,,,,
T,42.939332072,-105.689070420,1618.5,-1.2,274.763,201.87,,,,,
T,42.939217491,-105.689725550,1615.9,-4.7,274.818,54.97,,,,,
T,42.939131158,-105.690038027,1615.1,-3.2,274.845,27.25,,,,,
T,42.938761515,-105.690881498,1616.0,1.1,274.925,80.16,,,,,
T,42.938434873,-105.691349292,1613.0,-5.6,274.978,52.67,,,,,
T,42.937852582,-105.691868635,1610.3,-3.4,275.055,77.34,,,,,
T,42.936678110,-105.692246994,1605.3,-3.8,275.189,134.08,,,,,
T,42.935379082,-105.692260824,1608.6,2.3,275.333,144.32,,,,,
T,42.934859656,-105.692251269,1607.8,-1.3,275.391,57.71,,,,,
T,42.933061151,-105.692218328,1605.0,-1.4,275.591,199.82,,,,,
T,42.932550944,-105.692209024,1608.7,6.6,275.648,56.68,,,,,
T,42.929952303,-105.692166947,1610.0,0.5,275.936,288.71,,,,,
T,42.928914959,-105.692159571,1603.5,-5.7,276.052,115.24,,,,,
T,42.928143991,-105.692143142,1597.4,-7.1,276.137,85.66,,,,,
T,42.927629426,-105.692149512,1597.8,0.6,276.194,57.17,,,,,
T,42.926602224,-105.692378757,1598.1,0.3,276.310,115.64,,,,,
T,42.925502686,-105.693313004,1600.1,1.4,276.454,144.01,,,,,
T,42.924858537,-105.694900369,1606.5,4.3,276.602,148.04,,,,,
T,42.924764408,-105.695632109,1605.6,-1.4,276.663,60.65,,,,,
T,42.924742782,-105.697125262,1600.0,-4.7,276.785,121.93,,,,,
T,42.924761809,-105.698247599,1594.1,-6.4,276.876,91.65,,,,,
T,42.924778406,-105.699368678,1591.3,-3.1,276.968,91.54,,,,,
T,42.924794750,-105.700474586,1588.6,-3.0,277.058,90.30,,,,,
T,42.924811179,-105.701936642,1585.4,-2.7,277.178,119.38,,,,,
T,42.924830290,-105.703764902,1583.5,-1.3,277.327,149.27,,,,,
T,42.924854429,-105.706306631,1582.8,-0.3,277.534,207.52,,,,,
T,42.924868343,-105.707767177,1587.3,3.8,277.654,119.25,,,,,
T,42.924892316,-105.710693719,1591.8,1.9,277.893,238.94,,,,,
T,42.924894160,-105.711425291,1592.9,1.8,277.952,59.73,,,,,
T,42.924897680,-105.713251205,1595.1,1.5,278.101,149.07,,,,,
T,42.924887873,-105.715439133,1599.2,2.3,278.280,178.63,,,,,
T,42.924878150,-105.716899009,1600.0,0.6,278.399,119.19,,,,,
T,42.924868176,-105.718709584,1604.0,2.7,278.547,147.82,,,,,
T,42.924868427,-105.719790682,1610.0,6.8,278.635,88.26,,,,,
T,42.924859878,-105.720879156,1614.7,5.3,278.724,88.87,,,,,
T,42.924854094,-105.721977940,1621.3,7.3,278.814,89.71,,,,,
T,42.924853340,-105.722346827,1623.0,5.6,278.844,30.12,,,,,
T,42.924851747,-105.724212555,1610.6,-8.1,278.996,152.32,,,,,
T,42.924853424,-105.725329612,1610.2,-0.5,279.087,91.20,,,,,
T,42.924855938,-105.726439711,1607.1,-3.5,279.178,90.63,,,,,
T,42.924854262,-105.727539919,1605.1,-2.2,279.268,89.82,,,,,
T,42.924856441,-105.728634093,1599.5,-6.3,279.357,89.33,,,,,
T,42.924853507,-105.729729691,1594.5,-5.7,279.447,89.45,,,,,
T,42.924857112,-105.730831409,1590.6,-4.3,279.537,89.95,,,,,
T,42.924863817,-105.731929019,1587.7,-3.2,279.626,89.61,,,,,
T,42.924870439,-105.733742444,1586.2,-1.0,279.774,148.05,,,,,
T,42.924887789,-105.736630010,1591.7,2.3,280.010,235.75,,,,,
T,42.924891058,-105.737717645,1593.7,2.2,280.099,88.80,,,,,
T,42.924897596,-105.738803018,1596.4,3.0,280.187,88.61,,,,,
T,42.924899859,-105.739522772,1598.8,4.2,280.246,58.76,,,,,
T,42.924902123,-105.740241520,1604.5,9.7,280.305,58.68,,,,,
T,42.924904386,-105.741335358,1611.2,7.5,280.394,89.30,,,,,
T,42.924907235,-105.742442608,1606.8,-4.8,280.485,90.40,,,,,
T,42.924920144,-105.745398235,1604.3,-1.0,280.726,241.30,,,,,
T,42.924940176,-105.747574093,1607.2,1.6,280.903,177.65,,,,,
T,42.924944200,-105.749751208,1610.2,1.7,281.081,177.74,,,,,
T,42.924950821,-105.750839096,1612.0,2.0,281.170,88.82,,,,,
T,42.924953839,-105.751927737,1615.3,3.7,281.259,88.88,,,,,
T,42.924953001,-105.752291176,1616.0,2.4,281.289,29.67,,,,,
T,42.924942775,-105.753382416,1620.0,4.6,281.378,89.10,,,,,
T,42.924931794,-105.754473908,1625.9,6.6,281.467,89.12,,,,,
T,42.924924754,-105.755932108,1631.1,4.4,281.586,119.05,,,,,
T,42.924916707,-105.757027538,1631.6,0.6,281.675,89.44,,,,,
T,42.924913187,-105.758487079,1633.2,1.3,281.794,119.16,,,,,
T,42.924907571,-105.759581672,1633.8,0.7,281.884,89.36,,,,,
T,42.924901033,-105.761044901,1637.7,3.3,282.003,119.46,,,,,
T,42.924896088,-105.761774126,1641.3,5.9,282.063,59.54,,,,,
T,42.924883934,-105.763232997,1646.6,4.5,282.182,119.11,,,,,
T,42.924881084,-105.763598364,1646.9,0.7,282.212,29.83,,,,,
T,42.924838085,-105.765057905,1647.9,0.8,282.331,119.25,,,,,
T,42.924643205,-105.766481990,1648.3,0.4,282.449,118.26,,,,,
T,42.924497109,-105.767173748,1651.6,5.7,282.508,58.76,,,,,
T,42.924318994,-105.767850084,1653.5,3.2,282.567,58.65,,,,,
T,42.924122019,-105.768519463,1657.6,6.9,282.626,58.87,,,,,
T,42.923925295,-105.769194541,1662.1,7.6,282.685,59.29,,,,,
T,42.923630252,-105.770209422,1668.9,7.7,282.774,89.10,,,,,
T,42.923430679,-105.770886261,1673.7,8.1,282.833,59.54,,,,,
T,42.923146617,-105.771931987,1681.2,8.2,282.925,91.02,,,,,
T,42.922993982,-105.772655178,1674.9,-10.2,282.986,61.43,,,,,
T,42.922882168,-105.773394126,1674.3,-1.0,283.048,61.60,,,,,
T,42.922794325,-105.774146151,1665.8,-13.6,283.110,62.17,,,,,
T,42.922710841,-105.774906473,1661.8,-6.4,283.172,62.76,,,,,
T,42.922625095,-105.775671573,1655.5,-10.0,283.236,63.19,,,,,
T,42.922536582,-105.776441284,1651.2,-6.7,283.299,63.61,,,,,
T,42.922445722,-105.777215017,1646.7,-7.1,283.363,63.97,,,,,
T,42.922357125,-105.777994366,1642.1,-7.1,283.428,64.39,,,,,
T,42.922268361,-105.778779751,1636.6,-8.5,283.492,64.88,,,,,
T,42.922179345,-105.779569829,1633.1,-5.3,283.558,65.26,,,,,
T,42.922046073,-105.780753856,1629.8,-3.4,283.656,97.80,,,,,
T,42.921875417,-105.782308867,1628.8,-0.8,283.784,128.37,,,,,
T,42.921705768,-105.783819119,1624.2,-3.7,283.909,124.74,,,,,
T,42.921495130,-105.785286622,1621.4,-2.3,284.031,122.08,,,,,
T,42.921208469,-105.786696458,1616.9,-3.8,284.150,119.43,,,,,
T,42.921129260,-105.787042882,1616.5,-1.3,284.180,29.62,,,,,
T,42.920659706,-105.788746588,1610.9,-3.7,284.328,148.56,,,,,
T,42.920137849,-105.790423388,1608.3,-1.8,284.477,148.67,,,,,
T,42.919826377,-105.791430473,1604.6,-4.1,284.566,89.21,,,,,
T,42.918586694,-105.795465186,1601.6,-0.8,284.923,357.05,,,,,
T,42.917649848,-105.798505638,1601.6,-0.0,285.192,269.18,,,,,
T,42.917271657,-105.799876079,1597.0,-3.9,285.312,119.52,,,,,
T,42.917023385,-105.800921805,1585.8,-12.4,285.402,89.73,,,,,
T,42.916696239,-105.802311609,1584.5,-1.1,285.521,119.16,,,,,
T,42.916280497,-105.804043310,1584.8,0.2,285.670,148.75,,,,,
T,42.915955195,-105.805430179,1580.9,-3.3,285.788,118.87,,,,,
T,42.915211888,-105.808524778,1578.8,-0.8,286.054,265.83,,,,,
T,42.915129997,-105.808870615,1583.4,15.5,286.084,29.67,,,,,
T,42.914837720,-105.810270142,1587.1,3.1,286.203,118.80,,,,,
T,42.914785501,-105.810627798,1587.3,0.5,286.233,29.77,,,,,
T,42.914700592,-105.811716774,1588.3,1.1,286.322,89.42,,,,,
T,42.914791703,-105.814636778,1592.0,1.5,286.561,238.64,,,,,
T,42.914836714,-105.816455148,1599.1,4.8,286.709,148.56,,,,,
T,42.914813496,-105.817539766,1603.9,5.4,286.798,88.60,,,,,
T,42.914749710,-105.818623882,1608.9,5.7,286.887,88.81,,,,,
T,42.914641919,-105.819704309,1612.3,3.8,286.976,89.03,,,,,
T,42.914495151,-105.820775684,1616.6,4.8,287.065,88.99,,,,,
T,42.914185524,-105.822559940,1614.6,-1.3,287.214,149.70,,,,,
T,42.913993746,-105.823635003,1615.6,1.1,287.305,90.33,,,,,
T,42.913244907,-105.825986629,1611.6,-1.9,287.514,209.27,,,,,
T,42.913090093,-105.826286366,1614.3,9.0,287.544,29.91,,,,,
T,42.911939844,-105.827813298,1616.2,1.1,287.722,178.53,,,,,
T,42.910512742,-105.828830190,1614.4,-1.0,287.901,178.97,,,,,
T,42.908523632,-105.829939619,1618.1,1.6,288.140,238.82,,,,,
T,42.907279422,-105.830640094,1621.5,2.3,288.290,149.59,,,,,
T,42.907030396,-105.830778731,1621.3,-0.6,288.320,29.89,,,,,
T,42.905294169,-105.831763521,1623.5,1.1,288.529,208.97,,,,,
T,42.904549185,-105.832182867,1623.0,-0.6,288.618,89.57,,,,,
T,42.900070902,-105.834752340,1626.0,0.6,289.158,539.94,,,,,
T,42.899823049,-105.834894413,1624.8,-3.9,289.188,29.88,,,,,
T,42.898104759,-105.835885909,1620.2,-2.3,289.395,207.35,,,,,
T,42.897857828,-105.836026473,1619.6,-2.0,289.425,29.74,,,,,
T,42.896628622,-105.836755531,1616.9,-1.8,289.574,148.97,,,,,
T,42.894311780,-105.838571303,1617.3,0.1,289.871,297.05,,,,,
T,42.890490890,-105.841840161,1617.5,0.0,290.373,501.46,,,,,
T,42.887793928,-105.844144681,1611.9,-1.6,290.726,353.84,,,,,
T,42.886224249,-105.845489139,1608.7,-1.5,290.932,206.08,,,,,
T,42.884432115,-105.847015148,1606.9,-0.8,291.167,234.90,,,,,
T,42.881874042,-105.849550841,1602.3,-1.3,291.519,351.67,,,,,
T,42.881118078,-105.850534709,1598.4,-3.3,291.635,116.25,,,,,
T,42.880373094,-105.851465184,1596.9,-1.4,291.748,112.37,,,,,
T,42.879540939,-105.852543181,1592.7,-3.3,291.875,127.68,,,,,
T,42.879333403,-105.852822801,1586.4,-19.3,291.908,32.46,,,,,
T,42.878929395,-105.853383550,1581.1,-8.3,291.972,64.13,,,,,
T,42.878336711,-105.854185782,1572.5,-9.3,292.065,92.90,,,,,
T,42.877767747,-105.854938813,1570.8,-1.8,292.153,88.21,,,,,
T,42.877200544,-105.855679521,1563.7,-8.1,292.240,87.37,,,,,
T,42.876631161,-105.856432216,1559.1,-5.2,292.329,88.22,,,,,
T,42.876253389,-105.856943345,1560.0,1.5,292.388,59.20,,,,,
T,42.875715941,-105.857743565,1553.6,-7.2,292.476,88.54,,,,,
T,42.875246135,-105.858513443,1552.0,-2.0,292.558,81.74,,,,,
T,42.874970203,-105.859009819,1548.8,-6.3,292.609,50.84,,,,,
T,42.874461170,-105.860000225,1544.8,-4.0,292.708,98.72,,,,,
T,42.874085913,-105.860766834,1540.9,-5.2,292.783,75.24,,,,,
T,42.873961106,-105.861026170,1538.7,-8.5,292.808,25.32,,,,,
T,42.873584842,-105.861801999,1535.7,-4.0,292.884,75.93,,,,,
T,42.873215452,-105.862574223,1530.3,-7.1,292.959,75.27,,,,,
T,42.872723686,-105.863590781,1523.7,-6.7,293.059,99.42,,,,,
T,42.872223789,-105.864627203,1520.1,-3.5,293.160,101.27,,,,,
T,42.871842329,-105.865409570,1519.2,-1.1,293.237,76.70,,,,,
T,42.871588860,-105.865932517,1518.2,-2.0,293.288,51.17,,,,,
T,42.871093070,-105.866975225,1516.8,-1.4,293.389,101.45,,,,,
T,42.870846474,-105.867482331,1516.8,-0.1,293.439,49.67,,,,,
T,42.868862813,-105.871892385,1518.5,0.4,293.862,422.40,,,,,
T,42.868184214,-105.875121849,1519.4,0.4,294.136,274.45,,,,,
T,42.867172267,-105.879808506,1518.0,-0.3,294.535,399.13,,,,,
T,42.866267776,-105.881125890,1518.4,0.3,294.682,147.26,,,,,
T,42.865679366,-105.881549679,1519.3,1.2,294.756,73.97,,,,,
T,42.864827681,-105.881854864,1522.5,3.3,294.854,97.85,,,,,
T,42.863415247,-105.882175807,1526.9,2.7,295.013,159.08,,,,,
T,42.862157626,-105.882341685,1529.5,1.9,295.154,140.37,,,,,
T,42.861579778,-105.882717278,1530.2,1.0,295.225,71.15,,,,,
T,42.861460168,-105.883343238,1530.3,0.3,295.278,52.85,,,,,
T,42.861480117,-105.885585062,1530.7,0.2,295.461,183.22,,,,,
T,42.861481207,-105.888278168,1533.5,1.3,295.681,220.09,,,,,
T,42.861341564,-105.892151194,1533.2,-0.1,295.998,316.90,,,,,
T,42.861043084,-105.895380657,1536.2,1.1,296.264,266.00,,,,,
T,42.860928588,-105.896478100,1538.7,2.7,296.354,90.59,,,,,
T,42.860810487,-105.897619631,1542.8,4.4,296.449,94.21,,,,,
T,42.860677298,-105.899548642,1542.4,-0.3,296.607,158.34,,,,,
T,42.860726165,-105.903454777,1542.1,-0.1,296.926,319.27,,,,,
T,42.860768828,-105.905012889,1537.7,-3.4,297.054,127.42,,,,,
T,42.860802272,-105.906176800,1538.5,0.8,297.149,95.19,,,,,
T,42.860857341,-105.908115031,1534.5,-2.5,297.307,158.52,,,,,
T,42.860881817,-105.908888094,1533.3,-1.9,297.371,63.24,,,,,
T,42.861055657,-105.914663728,1528.9,-0.9,297.843,472.41,,,,,
T,42.861172585,-105.918526696,1539.9,3.5,298.159,315.97,,,,,
T,42.861115085,-105.923961438,1536.0,-0.9,298.603,444.20,,,,,
T,42.860798836,-105.926242573,1534.3,-0.9,298.793,189.71,,,,,
T,42.860455178,-105.928124646,1526.1,-5.2,298.951,158.48,,,,,
T,42.860043459,-105.930362949,1525.7,-0.2,299.140,188.56,,,,,
T,42.859629309,-105.932588428,1530.0,2.3,299.328,187.61,,,,,
T,42.859489834,-105.933334166,1532.4,3.8,299.390,62.89,,,,,
T,42.859211471,-105.934826061,1536.9,3.6,299.516,125.79,,,,,
T,42.859002929,-105.935947057,1540.9,4.2,299.611,94.50,,,,,
T,42.858588863,-105.938202292,1542.0,0.6,299.801,189.97,,,,,
T,42.857125551,-105.945682386,1539.8,-0.3,300.433,632.58,,,,,
T,42.855660059,-105.950697949,1541.0,0.3,300.874,441.07,,,,,
T,42.852752879,-105.958646927,1543.6,0.4,301.600,725.54,,,,,
T,42.850839710,-105.964263976,1541.2,-0.5,302.106,505.93,,,,,
T,42.849760624,-105.968318302,1538.5,-0.8,302.458,352.41,,,,,
T,42.847831026,-105.975688342,1538.6,0.0,303.098,639.43,,,,,
T,42.846256318,-105.982403504,1543.6,0.9,303.674,576.12,,,,,
T,42.846001005,-105.986280469,1543.5,-0.0,303.992,318.19,,,,,
T,42.845641337,-105.994447963,1541.8,-0.3,304.661,668.84,,,,,
T,42.845820207,-106.002668096,1543.2,0.2,305.333,672.25,,,,,
T,42.845964711,-106.003825804,1543.4,0.2,305.429,95.99,,,,,
T,42.846758058,-106.007594224,1543.8,0.1,305.749,320.40,,,,,
T,42.848051302,-106.011106493,1542.1,-0.5,306.070,321.04,,,,,
T,42.849314036,-106.013672529,1542.2,0.0,306.323,252.33,,,,,
T,42.850568220,-106.016196152,1541.2,-0.4,306.572,248.92,,,,,
T,42.854003878,-106.023151036,1541.2,-0.0,307.256,684.71,,,,,
T,42.856183508,-106.027586069,1544.5,0.8,307.692,435.92,,,,,
T,42.859537946,-106.034615217,1544.5,0.0,308.377,684.76,,,,,
T,42.860327773,-106.037454670,1544.5,-0.0,308.625,248.09,,,,,
T,42.860670928,-106.040854705,1544.0,-0.2,308.906,280.47,,,,,
T,42.860460123,-106.043893564,1542.8,-0.5,309.155,249.45,,,,,
T,42.859499389,-106.051805075,1542.8,-0.0,309.810,655.32,,,,,
T,42.859322028,-106.053303340,1542.1,-0.5,309.934,124.02,,,,,
T,42.859142823,-106.054796576,1549.8,6.2,310.058,123.65,,,,,
T,42.859054394,-106.055540554,1554.8,8.1,310.120,61.59,,,,,
T,42.858922714,-106.056659119,1560.8,6.5,310.212,92.58,,,,,
T,42.858791202,-106.057786904,1565.9,5.5,310.306,93.32,,,,,
T,42.858656086,-106.058918126,1568.5,2.8,310.399,93.66,,,,,
T,42.858610405,-106.059294222,1569.6,3.4,310.430,31.15,,,,,
T,42.858475624,-106.060428712,1572.3,2.9,310.524,93.92,,,,,
T,42.858292898,-106.061941730,1576.8,3.5,310.650,125.31,,,,,
T,42.857890567,-106.065364480,1569.8,-2.5,310.933,283.28,,,,,
T,42.857613210,-106.067667827,1563.3,-3.4,311.124,190.75,,,,,
T,42.857474405,-106.068814639,1557.7,-5.9,311.219,94.99,,,,,
T,42.857340462,-106.069964804,1557.7,0.0,311.314,95.17,,,,,
T,42.857251447,-106.070728227,1552.2,-8.7,311.377,63.17,,,,,
T,42.857118174,-106.071871100,1550.1,-2.2,311.472,94.57,,,,,
T,42.856983310,-106.073016990,1546.6,-3.7,311.566,94.84,,,,,
T,42.856848948,-106.074163970,1544.4,-2.4,311.661,94.92,,,,,
T,42.856757753,-106.074926807,1538.2,-9.8,311.725,63.16,,,,,
T,42.856622217,-106.076071020,1537.9,-0.3,311.819,94.72,,,,,
T,42.856394146,-106.077965917,1537.1,-0.5,311.976,156.93,,,,,
T,42.855311455,-106.087097917,1537.1,-0.0,312.732,756.00,,,,,
T,42.854905855,-106.090522762,1537.9,0.3,313.016,283.52,,,,,
T,42.854861682,-106.090903636,1538.7,2.7,313.047,31.51,,,,,
T,42.854462704,-106.094340803,1542.7,1.4,313.332,284.40,,,,,
T,42.853442458,-106.103126714,1544.3,0.2,314.059,727.00,,,,,
T,42.853336930,-106.105429223,1550.4,3.2,314.247,188.56,,,,,
T,42.853354700,-106.106581818,1548.2,-2.4,314.341,94.23,,,,,
T,42.853526864,-106.108880807,1557.2,4.8,314.530,188.88,,,,,
T,42.853695592,-106.110412683,1558.1,0.7,314.657,126.60,,,,,
T,42.853779662,-106.111180550,1557.9,-0.3,314.720,63.45,,,,,
T,42.854892276,-106.121515688,1563.7,0.7,315.574,853.72,,,,,
T,42.855831804,-106.130324230,1559.9,-0.5,316.302,727.47,,,,,
T,42.856064234,-106.132633612,1555.8,-2.1,316.492,190.51,,,,,
T,42.856143694,-106.133790398,1552.5,-3.5,316.587,94.96,,,,,
T,42.856166074,-106.135327807,1548.2,-3.4,316.713,125.68,,,,,
T,42.855975302,-106.138369851,1554.3,2.4,316.962,249.53,,,,,
T,42.855752595,-106.140270280,1557.9,2.3,317.120,157.28,,,,,
T,42.855667938,-106.141032362,1558.4,0.7,317.182,62.99,,,,,
T,42.855542460,-106.142179174,1560.1,1.8,317.277,94.76,,,,,
T,42.855365016,-106.143704262,1563.1,2.4,317.403,126.20,,,,,
T,42.855230738,-106.144850487,1564.7,1.7,317.498,94.86,,,,,
T,42.854080908,-106.154802572,1564.8,0.0,318.322,823.38,,,,,
T,42.853942355,-106.155951731,1561.8,-3.1,318.417,95.18,,,,,
T,42.852700073,-106.166637316,1560.3,-0.2,319.301,884.22,,,,,
T,42.852065815,-106.169612641,1558.3,-0.8,319.554,253.19,,,,,
T,42.851569438,-106.171009652,1556.5,-1.4,319.681,126.80,,,,,
T,42.851125365,-106.172002824,1553.8,-2.9,319.776,94.99,,,,,
T,42.850643070,-106.172961881,1550.3,-3.7,319.871,94.95,,,,,
T,42.849652413,-106.174842529,1548.8,-0.8,320.060,189.06,,,,,
T,42.848999212,-106.176107694,1547.2,-1.3,320.186,126.33,,,,,
T,42.847200036,-106.179555841,1550.0,0.8,320.532,345.53,,,,,
T,42.846421190,-106.181156281,1553.8,2.4,320.689,156.85,,,,,
T,42.846133942,-106.181820128,1555.2,2.2,320.752,62.95,,,,,
T,42.845465653,-106.183524923,1558.0,1.8,320.910,157.90,,,,,
T,42.844025726,-106.187326117,1555.6,-0.7,321.259,349.49,,,,,
T,42.843291219,-106.190243857,1551.7,-1.5,321.511,252.09,,,,,
T,42.843055855,-106.193296043,1553.0,0.5,321.762,250.88,,,,,
T,42.843312426,-106.196363568,1552.9,-0.0,322.014,252.38,,,,,
T,42.844032682,-106.199301677,1553.8,0.4,322.268,253.16,,,,,
T,42.845219392,-106.201942982,1552.0,-0.7,322.521,252.98,,,,,
T,42.848030180,-106.207000958,1553.7,0.3,323.039,518.12,,,,,
T,42.848421279,-106.207734290,1555.7,2.7,323.113,74.03,,,,,
T,42.849065848,-106.209175056,1558.3,1.9,323.251,137.83,,,,,
T,42.849739334,-106.211144216,1560.8,1.4,323.428,177.50,,,,,
T,42.851039283,-106.215148335,1563.3,0.7,323.786,357.73,,,,,
T,42.852119962,-106.218315940,1561.8,-0.5,324.071,285.39,,,,,
T,42.853276581,-106.221915381,1563.3,0.5,324.392,321.04,,,,,
T,42.853735993,-106.224911492,1564.3,0.4,324.642,250.15,,,,,
T,42.853931962,-106.227086009,1562.0,-1.3,324.821,179.06,,,,,
